Unnamed: 0,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,920180.BJ,20260210,21.23,89.6132,89.6132,,32.2529,32.2529,3.2151,8.3134,8.3134,,,11812.3046,2657.7686,2657.7686,250775.2267,56424.4274,0
