,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20240514,000004.SZ,软件开发,国华网安,11.44,10.0,109882039.0,,1444735783.92,1514430426.08,7.64,23502336.0,93127,95209,1,1/1,1.0,U
1,20240514,000042.SZ,房地产开发,中洲控股,4.91,6.51,172754001.0,,3260187841.07,3264320877.76,5.29,,111224,,2,0/0,,Z
2,20240514,000504.SZ,医疗服务,南华生物,8.29,-9.99,26557015.0,255859244.0,2575431096.29,2735891532.16,1.03,93414704.0,,92500,0,,2.0,D
3,20240514,000628.SZ,工程建设,高新发展,45.93,10.01,1658683136.0,,8821960657.2,16180220400.0,19.52,91405293.0,131951,133515,3,1/1,1.0,U
4,20240514,000702.SZ,农牧饲渔,正虹科技,5.21,9.92,171706013.0,,1389166140.96,1805915958.24,12.63,19929286.0,130157,131057,5,1/1,1.0,U
5,20240514,000737.SZ,有色金属,北方铜业,11.28,10.05,1882809808.0,,8192393246.16,19993305484.8,24.16,197481216.0,142039,142039,0,1/1,1.0,U
6,20240514,000868.SZ,汽车整车,安凯客车,4.74,9.98,392204160.0,,3475976701.32,4453299848.64,11.45,6156302.0,101357,145654,3,1/1,1.0,U
7,20240514,000913.SZ,交运设备,钱江摩托,22.8,6.89,716422000.0,,10427033940.0,12019954982.4,7.0,,104757,,1,0/0,,Z
8,20240514,000957.SZ,汽车整车,中通客车,11.39,10.05,743968208.0,,6753175831.04,6753175831.04,11.22,107928223.0,94027,94027,0,2/2,2.0,U
9,20240514,001300.SZ,家用轻工,三柏硕,13.83,10.02,129269766.0,,915809973.21,3371420890.62,14.58,52968139.0,105303,105303,0,1/1,1.0,U
10,20240514,002037.SZ,化学制品,保利联合,6.6,10.0,242316233.0,,3193631535.6,3193631548.8,7.8,6301680.0,130957,134857,2,1/1,1.0,U
11,20240514,002067.SZ,造纸印刷,景兴纸业,3.23,9.86,101569743.0,,3413222802.98,3856540309.44,2.98,100980972.0,92500,92500,0,1/1,1.0,U
12,20240514,002096.SZ,化学制品,易普力,14.19,10.0,437012512.0,,6930890606.64,17601854497.92,6.41,28321920.0,131006,134800,2,1/1,1.0,U
13,20240514,002166.SZ,中药,莱茵生物,10.3,10.04,1704048640.0,,5289350121.4,7642464369.6,32.68,6487578.0,93230,150000,11,1/1,1.0,U
14,20240514,002225.SZ,装修建材,濮耐股份,4.77,5.07,409580560.0,,3937624801.74,4819474058.4,10.36,,94103,,1,0/0,,Z
15,20240514,002229.SZ,造纸印刷,鸿博股份,17.59,10.01,1280864992.0,,8674760054.59,8765875463.04,15.11,68089148.0,101818,105118,5,1/1,1.0,U
16,20240514,002246.SZ,化学制品,北化股份,9.65,10.03,549903696.0,,5298185762.1,5298185820.0,10.43,50373000.0,93118,95751,5,1/1,1.0,U
17,20240514,002296.SZ,通信设备,辉煌科技,11.19,10.03,410585760.0,,3887578818.36,4359404855.04,10.82,67643583.0,93424,93551,1,1/1,1.0,U
18,20240514,002306.SZ,旅游酒店,中科云网,3.44,9.9,94735394.0,,2800023731.28,2991982986.24,3.46,55869384.0,95333,95333,0,1/1,1.0,U
19,20240514,002339.SZ,电网设备,积成电子,8.37,9.99,343723136.0,,4007502465.48,4219252316.64,8.59,153508829.0,93003,93003,0,5/10,4.0,U
20,20240514,002351.SZ,消费电子,漫步者,14.58,3.85,1497270096.0,,7596895149.0,12963180176.64,19.37,,93003,,1,0/0,,Z
21,20240514,002425.SZ,游戏,凯撒文化,3.06,10.07,229274396.0,,2925316847.88,2927395120.32,7.86,7062786.0,93124,143657,4,1/1,1.0,U
22,20240514,002455.SZ,化学制品,百川股份,11.16,-10.0,1558356736.0,105349538.0,5660638767.36,6627610627.2,26.09,65211317.0,,142830,5,,1.0,D
23,20240514,002513.SZ,农药兽药,蓝丰生化,4.34,7.43,106399723.0,,1145361349.3,1622883420.48,9.25,,93030,,1,0/0,,Z
24,20240514,002548.SZ,农牧饲渔,金新农,4.95,7.61,298787728.0,,3982133885.4,3985213636.8,7.56,,105506,,2,0/0,,Z
25,20240514,002599.SZ,包装材料,盛通股份,6.05,10.0,54944884.0,,2432107205.55,3252399656.0,2.26,85015810.0,92500,92500,0,1/1,1.0,U
26,20240514,002633.SZ,通用设备,申科股份,7.39,8.2,81816229.0,,1104204562.5,1108500000.0,7.45,,93048,,1,0/0,,Z
27,20240514,002789.SZ,装修装饰,建艺集团,9.86,10.04,50061601.0,,1293654539.96,1573887848.04,4.0,77664607.0,102227,102227,0,1/1,1.0,U
28,20240514,002827.SZ,化学制品,高争民爆,21.05,9.98,477278016.0,,5809776318.75,5809800000.0,8.46,13857215.0,135142,135412,1,4/8,1.0,U
29,20240514,002829.SZ,通信设备,星网宇达,15.98,-10.02,42385352.0,313538786.0,2291940640.56,3320794116.12,1.85,91892670.0,,92500,0,,2.0,D
30,20240514,002857.SZ,电网设备,三晖电气,12.47,9.96,47235203.0,,1596160000.0,1596160000.0,3.03,49805180.0,95154,95154,0,1/1,1.0,U
31,20240514,002888.SZ,消费电子,惠威科技,14.71,10.02,198090526.0,,1112083737.46,2200787812.8,17.95,16892669.0,93000,131906,4,1/1,1.0,U
32,20240514,002907.SZ,中药,华森制药,15.67,2.82,345358736.0,,4840276605.35,6543734334.4,6.92,,100124,,1,0/0,,Z
