,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20240918,000004.SZ,软件开发,国华网安,12.06,10.04,170156604.0,,1523034401.58,1596506200.92,11.24,39764232.0,93200,101527,1,1/1,1.0,U
1,20240918,000158.SZ,综合行业,常山北明,9.13,10.0,3171768384.0,,14496785735.3,14595370653.6,22.2,97956263.0,93424,135603,10,3/5,1.0,U
2,20240918,000536.SZ,光学光电,华映科技,3.27,-9.92,173829603.0,2590095060.0,9035279827.32,9044927256.0,1.92,492145123.0,,92500,0,,1.0,D
3,20240918,000560.SZ,房地产服务,我爱我家,2.7,10.2,1172557792.0,,6089235463.8,6359852289.6,19.97,8623530.0,141227,145403,2,1/1,1.0,U
4,20240918,000566.SZ,化学制药,海南海药,4.89,-9.94,261374639.0,54456996.0,5701298594.37,6344115436.8,4.16,525135476.0,,93024,0,,1.0,D
5,20240918,000595.SZ,通用设备,宝塔实业,5.47,10.06,355488400.0,,6225203477.71,6228450332.96,6.09,38482544.0,132545,132545,0,1/1,1.0,U
6,20240918,000627.SZ,保险,天茂集团,3.07,-9.97,1740296064.0,521740436.0,13976187786.55,15167731791.36,11.69,17612147.0,,145642,2,,1.0,D
7,20240918,000736.SZ,房地产开发,中交地产,8.98,10.05,608917792.0,,6244994527.22,6708943632.0,10.49,1457454.0,135157,144509,3,2/2,2.0,U
8,20240918,000903.SZ,汽车零部件,云内动力,2.02,9.78,231483387.0,,3878928528.96,3939442719.36,6.02,45095451.0,93021,100733,4,1/1,1.0,U
9,20240918,001236.SZ,多元金融,弘业期货,9.87,10.03,600239520.0,,3221919924.72,9946766649.12,19.89,26297628.0,131939,131939,0,3/6,2.0,U
10,20240918,002031.SZ,专用设备,巨轮智能,2.59,10.21,751806656.0,,5134022353.67,5696434769.76,14.8,30859850.0,94933,132257,13,1/1,1.0,U
11,20240918,002066.SZ,装修建材,瑞泰科技,8.54,10.05,72148394.0,,1972740000.0,1972740000.0,3.76,36952562.0,94245,94245,0,1/1,1.0,U
12,20240918,002291.SZ,互联网服,遥望科技,4.62,10.0,164037453.0,,4054780888.62,4299341544.96,4.09,26370498.0,93021,93815,2,1/1,1.0,U
13,20240918,002338.SZ,仪器仪表,奥普光电,26.71,10.01,383309760.0,,6410239740.0,6410400000.0,6.01,36053158.0,93212,101439,5,1/1,1.0,U
14,20240918,002520.SZ,通用设备,日发精机,4.44,-9.94,362461600.0,158559113.0,2863534359.24,3553088545.92,12.28,8627754.0,,144251,12,,1.0,D
15,20240918,002549.SZ,化学制品,凯美特气,5.39,10.0,46588652.0,,3731817845.14,3747925202.56,1.26,44859800.0,93051,93051,0,1/1,1.0,U
16,20240918,002640.SZ,贸易行业,跨境通,1.81,-9.95,213350363.0,482616408.0,2582685313.03,2820054803.68,8.22,54921916.0,,94424,2,,1.0,D
