,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20220126,000004.SZ,软件开发,国华网安,22.26,9.98,124714766.0,,2589522784.38,3472627358.76,4.82,88146394.0,92500,92500,0,1/1,1.0,U
1,20220126,000038.SZ,文化传媒,深大通,9.7,9.98,129260029.0,,2310326270.2,5070941012.8,5.96,19144666.0,135415,135415,0,2/3,1.0,U
2,20220126,000498.SZ,工程建设,山东路桥,7.96,9.94,461487024.0,,5929024626.4,12401902880.0,7.94,13483380.0,104030,135212,10,1/1,1.0,U
3,20220126,000530.SZ,通用设备,冰山冷热,5.4,-10.0,461339696.0,102317362.0,3232013767.2,4553347564.8,14.06,55752764.0,,110754,5,,3.0,D
4,20220126,000557.SZ,物流行业,西部创业,4.57,7.28,258635785.0,,6662677024.86,6664772543.52,3.88,,103533,,1,0/0,,Z
5,20220126,000573.SZ,房地产开发,粤宏远Ａ,3.38,-10.11,323081088.0,107605548.0,2139303484.5,2157388455.04,14.92,1056821.0,,145339,4,,1.0,D
6,20220126,000608.SZ,房地产开发,阳光股份,3.84,10.03,140876603.0,,2879239138.56,2879667118.08,4.89,55754161.0,92500,94103,1,2/2,2.0,U
7,20220126,000620.SZ,房地产开发,新华联,3.94,-10.05,1110835552.0,74344522.0,7472699328.3,7472960239.04,13.59,15397240.0,,145442,3,,1.0,D
8,20220126,000635.SZ,化学原料,英 力 特,9.22,-9.96,36697700.0,32679368.0,2794467690.44,2794467672.0,1.31,33916055.0,,93109,1,,1.0,D
9,20220126,000692.SZ,公用事业,惠天热电,4.26,10.08,83688845.0,,2269846112.76,2269868477.76,3.71,11297520.0,93227,144054,2,1/1,1.0,U
10,20220126,000711.SZ,环保行业,京蓝科技,4.27,10.05,490287680.0,,3509363661.02,4371061608.48,14.53,59604998.0,93333,95012,2,5/8,4.0,U
11,20220126,000793.SZ,文化传媒,华闻集团,2.87,9.96,263867130.0,,5628094079.3,5732094458.72,4.7,81236934.0,93000,93000,0,1/1,1.0,U
12,20220126,000838.SZ,房地产开发,财信发展,7.34,-9.94,486386512.0,83020441.0,6210435978.96,8077392371.84,7.56,367418.0,,145627,6,,1.0,D
13,20220126,000856.SZ,专用设备,冀东装备,8.46,10.01,103818326.0,,1920420000.0,1920420000.0,5.49,30511996.0,95218,95218,0,1/1,1.0,U
14,20220126,001234.SZ,纺织服装,泰慕士,34.63,-10.01,243304017.0,146566895.0,923467821.0,3693867821.0,26.22,62287388.0,,101954,6,,1.0,D
15,20220126,001289.SZ,电力行业,龙源电力,26.07,10.0,328948464.0,,3476070145.68,218517782292.48,9.73,41333750.0,95709,132342,3,1/1,1.0,U
16,20220126,002037.SZ,化学制品,保利联合,9.21,10.04,282781440.0,,3015060753.6,4491029123.52,10.11,38398092.0,102439,102439,0,2/4,1.0,U
17,20220126,002053.SZ,化学原料,云南能投,9.72,9.95,116800287.0,,5426961145.92,7396711603.2,2.23,5013576.0,144254,144254,0,1/1,1.0,U
18,20220126,002059.SZ,旅游酒店,云南旅游,7.34,-10.05,528063280.0,65530785.0,5364017507.84,7431271549.44,9.47,2465506.0,,145533,6,,1.0,D
19,20220126,002095.SZ,互联网服,生 意 宝,14.72,-9.97,178386679.0,34930677.0,3704755080.32,3720038400.0,4.7,3147327.0,,145051,20,,1.0,D
20,20220126,002101.SZ,汽车零部件,广东鸿图,14.85,10.0,557760656.0,,7853672960.1,7853851130.4,7.29,16551958.0,102230,142315,3,1/1,1.0,U
21,20220126,002104.SZ,通信设备,恒宝股份,8.36,10.0,933239200.0,,4916655854.44,5826262569.6,19.5,69657175.0,93815,104700,4,2/3,1.0,U
22,20220126,002197.SZ,计算机设,证通电子,13.44,9.98,1004064704.0,,5847335182.08,8257037752.32,17.2,202718570.0,92500,93018,1,4/4,4.0,U
