,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20240130,000020.SZ,光学光电,深华发Ａ,16.88,-9.97,149859127.0,313458609.0,3058071800.08,4779761596.16,4.88,89113976.0,,95142,5,,2.0,D
1,20240130,000037.SZ,电力行业,深南电A,11.26,9.96,224724036.0,,3815910689.5,6787106785.92,5.99,135351134.0,93015,93015,0,2/2,2.0,U
2,20240130,000068.SZ,环保行业,华控赛格,5.45,-10.07,1347563936.0,142727138.0,5486359478.8,5486359522.4,22.58,20525245.0,,145515,13,,1.0,D
3,20240130,000070.SZ,通信设备,特发信息,9.4,-9.96,77906260.0,1488173220.0,8352639084.4,8463240819.2,0.93,785594979.0,,92500,0,,1.0,D
4,20240130,000151.SZ,贸易行业,中成股份,12.7,-9.99,944073872.0,338084160.0,3385108380.9,4284608347.2,26.66,491261.0,,150000,0,,1.0,D
5,20240130,000507.SZ,航运港口,珠海港,5.27,1.74,351906128.0,,4755319958.31,4847002901.92,7.04,,92500,,1,0/0,,Z
6,20240130,000899.SZ,电力行业,赣能股份,7.88,10.06,182709866.0,,7688340748.8,7688340748.8,2.41,43713141.0,93424,94106,3,1/1,1.0,U
7,20240130,000908.SZ,化学制药,景峰医药,2.57,-9.82,25247166.0,118102551.0,2027493269.59,2261020084.64,1.25,38132102.0,,92500,0,,1.0,D
8,20240130,001208.SZ,电网设备,华菱线缆,8.82,-10.0,199137060.0,32455534.0,2188001628.54,4713619680.0,8.78,7633224.0,,142930,5,,1.0,D
9,20240130,001226.SZ,通用设备,拓山重工,37.76,-9.99,143991615.0,14363904.0,704854592.0,2819414592.0,19.58,19435072.0,,130103,0,,1.0,D
10,20240130,001238.SZ,装修建材,浙江正特,20.41,-10.01,84451064.0,29751657.0,652653121.25,2245100000.0,12.8,14375946.0,,130203,7,,1.0,D
11,20240130,001373.SZ,光学光电,翔腾新材,32.0,-9.99,70354741.0,7030400.0,549495104.0,2197980416.0,12.48,698560.0,,145639,3,,1.0,D
12,20240130,001376.SZ,公用事业,百通能源,22.57,9.99,306374000.0,,1040251300.0,10402513000.0,31.84,53118291.0,134518,134600,1,2/2,2.0,U
13,20240130,001379.SZ,通用设备,腾达科技,23.15,-9.99,630581968.0,78967427.0,1134305644.6,4630000000.0,52.98,14063300.0,,141203,4,,1.0,D
14,20240130,001387.SZ,家电行业,雪祺电气,22.15,-10.0,202702882.0,26428868.0,742149327.95,3029234000.0,26.83,15257495.0,,135115,1,,1.0,D
15,20240130,002099.SZ,化学制药,海翔药业,5.09,-9.91,163614306.0,121209917.0,8231487255.94,8239260612.32,1.97,27037077.0,,133618,7,,2.0,D
16,20240130,002103.SZ,家用轻工,广博股份,7.23,-9.96,353919536.0,108614105.0,2726253609.24,3862793500.8,12.87,20916397.0,,111345,9,,1.0,D
17,20240130,002116.SZ,工程咨询,中国海诚,14.18,10.01,1146967584.0,,5912912896.68,6613050141.44,19.89,75264221.0,93115,101815,6,5/5,5.0,U
18,20240130,002173.SZ,医疗服务,创新医疗,8.2,10.07,62421680.0,,3472217577.6,3682153059.2,1.8,97761220.0,92500,92500,0,1/1,1.0,U
19,20240130,002178.SZ,软件开发,延华智能,5.43,-9.95,432800912.0,27218961.0,3864642738.54,3866990833.44,10.84,7637838.0,,144442,0,,1.0,D
