,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20240304,000504.SZ,医疗服务,南华生物,8.48,9.99,39380332.0,,2634457864.48,2798595921.92,1.52,25481552.0,94709,95218,2,1/1,1.0,U
1,20240304,000533.SZ,电网设备,顺钠股份,3.94,8.84,246466901.0,,2698515456.0,2721815040.0,9.26,,93127,,1,0/0,,Z
2,20240304,000586.SZ,通信设备,汇源通信,11.9,-8.32,563342656.0,,2301936000.0,2301936000.0,22.46,,92500,,1,6/11,,Z
3,20240304,000628.SZ,工程建设,高新发展,80.3,10.0,4297413632.0,,15423545412.0,28288084000.0,28.85,119666593.0,104336,134915,2,8/12,1.0,U
4,20240304,000665.SZ,文化传媒,湖北广电,4.53,9.95,130499804.0,,5138470877.46,5138648263.2,2.57,68055458.0,93327,93327,0,1/1,1.0,U
5,20240304,000766.SZ,化学制药,通化金马,16.76,9.97,1168797568.0,,16189660233.56,16198451239.04,7.63,75322071.0,143818,143818,0,1/1,1.0,U
6,20240304,000801.SZ,家电行业,四川九洲,10.98,10.02,740994368.0,,11230416973.08,11230416907.2,6.83,39385863.0,94639,101100,3,2/3,1.0,U
7,20240304,000829.SZ,贸易行业,天音控股,9.41,7.54,975770128.0,,9637060185.29,9646195065.12,10.32,,130000,,2,0/0,,Z
8,20240304,000890.SZ,通用设备,法尔胜,3.76,9.94,173805604.0,,1577286332.96,1577334919.68,11.49,14059392.0,112200,132824,3,1/1,1.0,U
9,20240304,000908.SZ,化学制药,景峰医药,2.28,10.14,167953369.0,,1798709982.36,2005885522.56,9.51,19248610.0,94515,111439,2,7/11,1.0,U
10,20240304,000952.SZ,化学制药,广济药业,5.83,3.74,95017174.0,,2005447795.45,2063009303.52,4.7,,100703,,2,0/0,,Z
11,20240304,000955.SZ,纺织服装,欣龙控股,5.17,10.0,112509964.0,,2780316396.0,2783502191.36,4.19,69939449.0,135848,135848,0,1/1,1.0,U
12,20240304,001229.SZ,消费电子,魅视科技,33.41,7.91,93099571.0,,982451419.69,3341000000.0,9.73,,145324,,1,0/0,,Z
13,20240304,002112.SZ,电网设备,三变科技,9.1,5.32,354853056.0,,2384928000.0,2384928000.0,14.65,,93015,,1,0/0,,Z
14,20240304,002156.SZ,半导体,通富微电,25.18,10.0,2471900512.0,,38178763030.02,38183126447.04,6.62,150884275.0,104427,134206,3,1/1,1.0,U
15,20240304,002209.SZ,专用设备,达 意 隆,10.36,-7.91,738096784.0,,1597680702.24,2061940958.0,41.35,,92500,,2,3/4,,Z
16,20240304,002227.SZ,电源设备,奥 特 迅,9.96,4.29,214218691.0,,2465678755.68,2468149453.2,8.44,,93015,,2,1/2,,Z
17,20240304,002272.SZ,工程机械,川润股份,5.46,10.08,30258228.0,,1830771546.24,2665191459.84,1.65,76295856.0,92500,92500,0,1/1,1.0,U
18,20240304,002281.SZ,通信设备,光迅科技,36.32,9.99,3038430368.0,,27453919279.36,28845414896.64,11.38,146362844.0,101912,133930,3,3/3,3.0,U
19,20240304,002313.SZ,通信设备,日海智能,9.19,10.06,149473704.0,,3439293399.75,3440736000.0,4.43,89977452.0,93333,93333,0,5/8,1.0,U
20,20240304,002319.SZ,化学制品,乐通股份,11.83,10.05,42260354.0,,2366000000.0,2366000000.0,1.81,36017452.0,93236,93724,1,1/1,1.0,U
21,20240304,002335.SZ,电源设备,科华数据,28.76,8.08,1333176288.0,,11527779860.88,13274678193.92,11.69,,104145,,2,0/0,,Z
22,20240304,002369.SZ,消费电子,卓翼科技,5.04,10.04,42429502.0,,2853636085.44,2857459691.52,1.49,82540080.0,92500,92500,0,2/2,2.0,U
23,20240304,002377.SZ,化学制品,国创高新,2.13,9.79,236007748.0,,1951072025.28,1951772676.0,12.5,17865588.0,100121,102521,5,2/3,1.0,U
24,20240304,002403.SZ,家电行业,爱仕达,8.94,-9.97,445156144.0,150525458.0,2735071898.76,3045308869.44,16.07,10937973.0,,143921,4,,1.0,D
25,20240304,002418.SZ,家电行业,康盛股份,3.01,9.85,455212720.0,,3420564000.0,3420564000.0,13.42,54619776.0,92500,94136,3,3/3,3.0,U
26,20240304,002435.SZ,化学制药,长江健康,3.41,6.9,161381897.0,,4100705549.27,4214702111.84,4.02,,141154,,1,0/0,,Z
27,20240304,002536.SZ,汽车零部件,飞龙股份,13.19,7.41,765510560.0,,6191679174.13,7581425862.72,12.5,,102639,,1,0/0,,Z
28,20240304,002611.SZ,专用设备,东方精工,7.22,-9.75,3266383552.0,,7177920446.54,8801514545.92,42.84,,92500,,1,6/7,,Z
29,20240304,002632.SZ,塑料制品,道明光学,7.27,9.98,273739152.0,,4222416079.97,4540835369.76,6.84,48586864.0,132515,132515,0,1/1,1.0,U
30,20240304,002693.SZ,生物制品,双成药业,6.16,10.0,183984085.0,,2530747825.76,2566447502.08,7.39,25124176.0,94503,103006,1,1/1,1.0,U
31,20240304,002716.SZ,贵金属,金贵银业,2.81,10.2,126963460.0,,6211446237.28,7562630915.68,2.07,43186757.0,93730,93730,0,1/1,1.0,U
32,20240304,002762.SZ,纺织服装,金发拉比,8.02,10.01,201877099.0,,1665904800.06,2839280564.16,12.97,48666162.0,140357,140427,1,1/1,1.0,U
33,20240304,002786.SZ,专用设备,银宝山新,14.42,9.99,1474114592.0,,7125095040.0,7146725040.0,21.88,9006732.0,144754,145545,5,1/1,1.0,U
34,20240304,002837.SZ,专用设备,英维克,29.71,10.0,898826992.0,,14429680018.22,16889546028.96,6.25,40423663.0,93000,135109,6,1/1,1.0,U
35,20240304,002848.SZ,家电行业,高斯贝尔,10.43,10.02,67807516.0,,1690712063.67,1743374500.0,4.01,324263485.0,92500,92500,0,3/3,3.0,U
36,20240304,002864.SZ,中药,盘龙药业,33.32,10.0,336519072.0,,2153532708.88,3541281587.2,15.87,16090228.0,95342,135539,2,1/1,1.0,U
37,20240304,002868.SZ,农药兽药,绿康生化,20.58,9.99,77243601.0,,3144443060.64,3198457925.46,2.5,39910999.0,93845,93945,1,1/1,1.0,U
38,20240304,002875.SZ,纺织服装,安奈儿,17.57,10.02,30740999.0,,3039357975.92,3742495601.04,1.01,150676278.0,92500,92500,0,5/5,5.0,U
39,20240304,002877.SZ,仪器仪表,智能自控,9.52,10.06,274697888.0,,1984675364.56,3365225561.6,14.51,38060008.0,135630,142336,1,1/1,1.0,U
40,20240304,002881.SZ,消费电子,美格智能,26.93,10.01,50917413.0,,4966441210.42,7046301394.12,1.03,232437650.0,92500,92500,0,2/2,2.0,U
41,20240304,002923.SZ,化学制药,润都股份,10.27,9.96,48594562.0,,2643864936.83,3439353985.6,1.85,13908661.0,93433,93433,0,1/1,1.0,U
42,20240304,002938.SZ,电子元件,鹏鼎控股,22.72,4.85,1097562704.0,,51758318763.52,52720347361.28,2.12,,130006,,2,0/0,,Z
43,20240304,002947.SZ,消费电子,恒铭达,32.16,9.99,274828464.0,,5195208022.08,7402323962.4,5.54,49970208.0,142230,142230,0,1/1,1.0,U
44,20240304,003015.SZ,光学光电,日久光电,10.86,6.05,640526912.0,,2669495774.64,3052384057.92,23.95,,93518,,1,1/2,,Z
45,20240304,003027.SZ,环保行业,同兴环保,17.89,10.02,296499200.0,,1192804121.5,2354688956.0,26.09,69393878.0,135112,135112,0,1/1,1.0,U
46,20240304,300013.SZ,物流行业,新宁物流,3.32,19.86,202197926.0,,1480745281.8,1483001238.4,14.55,62754248.0,111539,111539,0,1/1,1.0,U
47,20240304,300210.SZ,环保行业,森远股份,13.93,19.98,1673005104.0,,6737498847.87,6745183931.36,26.88,51949149.0,131212,145109,6,1/1,1.0,U
48,20240304,300290.SZ,互联网服,荣科科技,7.43,20.03,985203984.0,,4749451550.17,4753213039.68,22.05,44314006.0,102454,103348,2,1/1,1.0,U
49,20240304,300757.SZ,专用设备,罗博特科,113.04,20.0,1906177664.0,,11756160000.0,12478370977.44,17.24,52893902.0,105000,143533,4,1/1,1.0,U
50,20240304,301128.SZ,专用设备,强瑞技术,47.68,20.01,499926112.0,,1299601792.32,3522914136.96,40.01,8625312.0,93930,145239,5,1/1,1.0,U
51,20240304,301201.SZ,医疗服务,诚达药业,22.92,20.0,225764852.0,,1998482446.08,3546040846.08,11.54,13552596.0,94706,134715,5,1/1,1.0,U
52,20240304,301313.SZ,软件开发,凡拓数创,28.73,20.01,322836240.0,,1886870503.18,3007841382.0,18.93,48854072.0,142409,142409,0,1/1,1.0,U
53,20240304,301399.SZ,通用设备,英特科技,37.44,20.0,126078284.0,,823680000.0,3294720000.0,15.78,70361628.0,93454,93454,0,1/1,1.0,U
54,20240304,301489.SZ,消费电子,思泉新材,78.0,11.3,661996192.0,,1066657098.0,4499144052.0,60.21,,93051,,1,1/2,,Z
55,20240304,600133.SH,工程建设,东湖高新,11.09,10.02,910777968.0,,11824600213.75,11824600180.48,7.98,25674603.0,134524,135721,3,1/1,1.0,U
56,20240304,600218.SH,汽车零部件,全柴动力,9.03,5.24,552102944.0,,3726308449.29,3933467277.6,15.57,,132833,,1,2/3,,Z
57,20240304,600229.SH,文化传媒,城市传媒,8.42,10.07,708326720.0,,5651571360.0,5651571360.0,13.09,5343332.0,141507,145125,8,2/2,2.0,U
58,20240304,600302.SH,专用设备,标准股份,4.63,-9.92,47457037.0,1300575334.0,1602025392.52,1602025411.04,2.96,109570334.0,,92500,0,,2.0,D
59,20240304,600330.SH,非金属材,天通股份,8.46,10.01,123410081.0,,10434855159.36,10434855159.36,1.18,107844865.0,92503,92503,0,1/1,1.0,U
60,20240304,600361.SH,有色金属,创新新材,4.54,9.93,261318419.0,,4532745774.62,19686315166.72,5.98,11575638.0,111618,112118,1,1/1,1.0,U
61,20240304,600405.SH,电源设备,动力源,4.81,3.22,425721072.0,,2661254904.88,2661254943.36,15.45,,93034,,2,1/2,,Z
62,20240304,600506.SH,石油行业,统一股份,11.92,9.96,166533328.0,,1760665926.16,2288865693.28,9.7,35448888.0,93747,93859,1,1/1,1.0,U
63,20240304,600520.SH,专用设备,文一科技,25.03,10.02,1389316624.0,,3965502900.0,3965502900.0,36.52,38063121.0,145441,145532,1,2/3,1.0,U
64,20240304,600565.SH,房地产开发,迪马股份,1.44,9.92,254882779.0,,3587769048.96,3587769054.72,7.23,6541948.0,93928,104304,4,5/9,1.0,U
65,20240304,600678.SH,水泥建材,四川金顶,8.47,10.0,1413864016.0,,2955945300.0,2955945300.0,50.82,22950312.0,92502,135038,4,6/9,5.0,U
66,20240304,600715.SH,游戏,文投控股,2.13,9.79,41538195.0,,3950837955.0,3950837963.52,1.05,121272615.0,92502,92502,0,5/8,2.0,U
67,20240304,600774.SH,商业百货,汉商集团,7.78,10.04,49953416.0,,2293871779.18,2295352072.0,2.28,46928182.0,104855,104855,0,1/1,1.0,U
68,20240304,600818.SH,交运设备,中路股份,14.38,10.02,252982567.0,,3421834745.8,4622420859.52,7.57,14362528.0,135118,135118,0,1/1,1.0,U
69,20240304,600839.SH,家电行业,四川长虹,5.78,10.1,3165462608.0,,26674460887.18,26681891614.72,12.32,162474690.0,141726,141726,0,1/1,1.0,U
70,20240304,600961.SH,有色金属,株冶集团,10.23,8.95,417096048.0,,7014662796.24,10975487761.92,6.16,,143110,,2,0/0,,Z
71,20240304,601001.SH,煤炭行业,晋控煤业,15.69,10.03,997915136.0,,26260353000.0,26260353000.0,3.85,13597471.0,93716,134416,11,1/1,1.0,U
