,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20250606,000036.SZ,房地产开发,华联控股,3.73,5.67,316887744.0,,5525123235.59,5535073939.36,5.67,,104006,,1,0/0,,Z
1,20250606,000506.SZ,贵金属,中润资源,8.92,9.99,780197312.0,,8283744972.12,8286838419.2,9.67,50858111.0,101003,101724,1,2/2,2.0,U
2,20250606,000558.SZ,旅游酒店,天府文旅,4.41,5.5,952347808.0,,5683099121.28,5685477628.32,17.03,,140945,,1,0/0,,Z
3,20250606,000599.SZ,橡胶制品,青岛双星,5.61,10.0,457466736.0,,4581940078.32,4582017945.12,10.51,52319875.0,134906,134906,0,2/4,1.0,U
4,20250606,000603.SZ,有色金属,盛达资源,15.4,10.0,590219328.0,,10267431928.6,10625527897.6,5.92,68226620.0,130503,130503,0,1/1,1.0,U
5,20250606,000701.SZ,商业百货,厦门信达,6.66,10.08,451160816.0,,4446922332.96,4500875312.64,10.24,102942947.0,92500,145036,1,2/2,2.0,U
6,20250606,000722.SZ,电力行业,湖南发展,14.33,9.98,897259760.0,,6651388181.06,6651388267.04,13.98,129742644.0,102639,102639,0,1/1,1.0,U
7,20250606,000735.SZ,农牧饲渔,罗 牛 山,6.09,8.36,755236720.0,,7008965878.53,7012717726.56,10.85,,112612,,1,0/0,,Z
8,20250606,000815.SZ,造纸印刷,美利云,13.59,10.04,1631663280.0,,9448624645.65,9448624713.6,17.53,26847778.0,93430,144221,3,1/1,1.0,U
9,20250606,000886.SZ,铁路公路,海南高速,6.32,5.33,514171424.0,,6179929195.36,6249394881.28,8.22,,112603,,1,0/0,,Z
10,20250606,000889.SZ,通信服务,中嘉博创,3.6,10.09,43271129.0,,3131458833.6,3370648032.0,1.38,136408543.0,92500,92500,0,3/3,3.0,U
11,20250606,000953.SZ,化学制药,河化股份,7.69,-9.95,750090720.0,26722542.0,2815479679.55,2815479656.48,25.35,612177.0,,150000,1,,1.0,D
12,20250606,001298.SZ,电子元件,好上好,20.98,5.8,1174849456.0,,3232700194.96,6227619280.0,36.1,,104412,,1,0/0,,Z
13,20250606,002037.SZ,化学制品,保利联合,9.4,6.09,578826960.0,,4548505520.4,4548505539.2,12.5,,94227,,1,0/0,,Z
14,20250606,002096.SZ,化学制品,易普力,12.23,4.8,442781872.0,,8572542221.49,15170590592.64,5.06,,103300,,1,0/0,,Z
15,20250606,002153.SZ,软件开发,石基信息,9.01,10.01,267283897.0,,14413871874.04,24590036498.4,1.87,114588405.0,93039,93039,0,1/1,1.0,U
16,20250606,002213.SZ,半导体,大为股份,16.49,10.01,347599520.0,,3400479479.56,3913429556.2,10.53,41668581.0,94154,94154,0,1/1,1.0,U
17,20250606,002227.SZ,电源设备,奥 特 迅,12.93,4.95,383665440.0,,3179962384.38,3204133778.1,11.98,,100445,,1,0/0,,Z
18,20250606,002250.SZ,农药兽药,联化科技,12.8,6.93,2792350880.0,,11603637196.8,11665063936.0,24.26,,142924,,4,5/7,,Z
19,20250606,002298.SZ,电网设备,中电鑫龙,7.95,9.96,1004669552.0,,5196640057.2,5883881623.2,19.42,107962590.0,93054,93054,0,3/3,3.0,U
20,20250606,002391.SZ,农药兽药,长青股份,6.19,9.95,458561408.0,,2872907820.09,4020977847.36,16.13,9045447.0,94945,144000,9,1/1,1.0,U
21,20250606,002467.SZ,通信服务,二六三,6.68,10.05,1576601760.0,,9108825715.52,9187484104.96,18.03,137809268.0,111609,111609,0,2/4,1.0,U
22,20250606,002522.SZ,塑料制品,浙江众成,5.31,9.94,417657456.0,,4805655557.49,4809688571.52,8.96,48386583.0,100827,100827,0,1/1,1.0,U
23,20250606,002546.SZ,电网设备,新联电子,6.02,10.05,711868816.0,,4823417217.92,5020975606.08,14.93,44675605.0,93130,94300,4,2/2,2.0,U
24,20250606,002596.SZ,水泥建材,海南瑞泽,3.73,7.49,509032528.0,,4276314050.89,4280475309.76,11.83,,93000,,2,0/0,,Z
25,20250606,002629.SZ,采掘行业,仁智股份,5.73,9.98,168252182.0,,2039595981.09,2441541540.0,8.29,58698693.0,93203,93203,0,1/1,1.0,U
26,20250606,002716.SZ,贵金属,湖南白银,3.89,9.89,630570960.0,,8598763652.32,10981814809.6,7.39,84013197.0,93224,93521,1,1/1,1.0,U
27,20250606,002763.SZ,纺织服装,汇洁股份,7.21,4.8,305364320.0,,2188652819.5,2955552040.0,13.69,,93903,,1,0/0,,Z
28,20250606,002775.SZ,工程建设,文科股份,3.95,4.22,173635177.0,,1733455872.6,2383254556.8,9.94,,94036,,1,0/0,,Z
29,20250606,002826.SZ,中药,易明医药,16.21,9.97,25285979.0,,2799689644.35,3090886327.5,0.9,445727991.0,92500,92500,0,3/3,3.0,U
30,20250606,002827.SZ,化学制品,高争民爆,31.03,6.56,883372960.0,,8564245091.25,8564280000.0,10.27,,103027,,1,0/0,,Z
31,20250606,002882.SZ,电网设备,金龙羽,26.03,5.86,1836401520.0,,6424390114.5,11268387000.0,28.45,,102133,,2,0/0,,Z
32,20250606,002940.SZ,化学制药,昂利康,19.62,9.98,549190384.0,,3635104662.54,3957907009.32,15.95,33205555.0,132251,133251,2,2/4,1.0,U
33,20250606,002951.SZ,包装材料,金时科技,12.34,9.98,349915952.0,,4997681490.0,4997700000.0,7.1,30335175.0,92500,133924,1,4/4,4.0,U
34,20250606,002992.SZ,光学光电,宝明科技,61.72,10.0,460857872.0,,4852788326.08,11235700440.6,9.88,99219837.0,142542,142542,0,1/1,1.0,U
35,20250606,003040.SZ,通信设备,楚天龙,15.58,10.03,446166928.0,,7117727019.64,7184498381.44,6.37,80544408.0,93203,93203,0,1/1,1.0,U
36,20250606,300584.SZ,化学制药,海辰药业,34.32,20.0,735334464.0,,2818190952.72,4118400000.0,28.0,55608696.0,101145,101145,0,1/1,1.0,U
37,20250606,300765.SZ,食品饮料,新诺威,63.0,20.0,723928720.0,,78565563342.0,88489355472.0,1.02,42323904.0,142745,142745,0,1/1,1.0,U
38,20250606,300921.SZ,通信服务,南凌科技,31.99,19.99,577116112.0,,2540553188.95,4212820841.95,24.2,67038691.0,111442,111442,0,1/1,1.0,U
39,20250606,600082.SH,房地产开发,海泰发展,4.53,9.95,42576356.0,,2873539416.36,2926904682.72,1.48,130075987.0,92501,92501,0,1/1,1.0,U
40,20250606,600151.SH,光伏设备,航天机电,7.22,10.06,689554560.0,,10355301512.14,10355301519.36,6.75,14133770.0,94049,134931,4,1/1,1.0,U
41,20250606,600232.SH,纺织服装,金鹰股份,6.36,10.03,76307582.0,,2319609939.84,2319609939.84,3.38,29469912.0,103255,103255,0,1/1,1.0,U
