,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20251205,000035.SZ,环保行业,中国天楹,6.13,10.05,445346272.0,,14178847835.24,14638640867.84,3.23,75104790.0,130127,130127,0,1/1,1.0,U
1,20251205,000070.SZ,通信设备,特发信息,14.38,10.02,2315383376.0,,12779201891.76,12946957763.84,19.12,198574858.0,105503,105503,0,1/1,1.0,U
2,20251205,000078.SZ,医药商业,海王生物,5.29,9.98,3099607712.0,,13893873620.02,13918642066.56,22.75,74899316.0,93403,103609,7,7/8,1.0,U
3,20251205,000510.SZ,化学原料,新金路,10.41,3.79,2238101216.0,,6315380744.97,6751338709.44,34.94,,94442,,1,1/2,,Z
4,20251205,000530.SZ,通用设备,冰山冷热,7.56,3.0,1162235952.0,,4536313460.28,6374686590.72,25.39,,95848,,1,0/0,,Z
5,20251205,000547.SZ,通信设备,航天发展,20.57,10.0,11673952512.0,,32672373816.72,32880492355.04,37.98,325337732.0,144536,144721,1,10/16,1.0,U
6,20251205,000561.SZ,通信设备,烽火电子,11.7,5.88,784016992.0,,7040295030.6,10109013408.0,11.07,,93124,,2,0/0,,Z
7,20251205,000632.SZ,综合行业,三木集团,7.57,10.03,702773456.0,,3523695757.42,3523983129.76,20.73,92846875.0,95648,95648,0,1/1,1.0,U
8,20251205,000639.SZ,食品饮料,西王食品,3.76,9.94,256365893.0,,4058644662.72,4058649640.96,6.45,70951952.0,93551,93551,0,1/1,1.0,U
9,20251205,000701.SZ,商业百货,厦门信达,7.86,5.93,1135931104.0,,5247363950.16,5311843837.44,21.99,,134736,,1,0/0,,Z
10,20251205,000797.SZ,房地产开发,中国武夷,3.89,7.46,993519040.0,,6109526904.41,6110233931.36,16.51,,94227,,1,0/0,,Z
11,20251205,000811.SZ,通用设备,冰轮环境,14.73,10.01,763416448.0,,14411768381.13,14619200704.32,5.43,206352790.0,112324,112324,0,1/1,1.0,U
12,20251205,000826.SZ,环保行业,启迪环境,2.37,5.8,298840448.0,,3377659912.83,3378087197.76,8.87,,104345,,1,0/0,,Z
13,20251205,000859.SZ,塑料制品,国风新材,9.13,10.0,764881216.0,,8179797724.23,8180263363.36,9.43,83434605.0,93036,93036,0,7/13,1.0,U
14,20251205,000901.SZ,汽车零部件,航天科技,21.23,10.0,1803043648.0,,16945645478.63,16945815891.84,10.98,205939343.0,95215,95215,0,1/1,1.0,U
15,20251205,000905.SZ,航运港口,厦门港务,12.0,9.99,877437600.0,,8901697164.0,8901715200.0,10.36,126594180.0,144436,144436,0,1/1,1.0,U
16,20251205,000970.SZ,小金属,中科三环,13.49,7.23,798815152.0,,16400140677.77,16400140718.24,4.89,,142536,,1,0/0,,Z
17,20251205,001336.SZ,专用设备,楚环科技,24.36,-10.01,125734381.0,77988540.0,1134765777.6,1957898460.0,11.02,32722788.0,,93221,0,,1.0,D
18,20251205,001360.SZ,专用设备,南矿集团,18.84,9.98,387286352.0,,1540756790.64,3843360000.0,25.97,66406836.0,131133,131133,0,1/1,1.0,U
19,20251205,002012.SZ,造纸印刷,凯恩股份,6.48,3.35,504324848.0,,3024808097.04,3030213058.56,16.43,,94154,,1,0/0,,Z
20,20251205,002083.SZ,纺织服装,孚日股份,10.24,9.99,926153696.0,,9690373242.88,9693583441.92,9.62,106140016.0,93027,93506,2,1/1,1.0,U
21,20251205,002093.SZ,通信服务,国脉科技,13.1,9.99,1030893856.0,,13198250000.0,13198250000.0,8.01,79451879.0,104239,104239,0,1/1,1.0,U
22,20251205,002149.SZ,小金属,西部材料,20.52,10.03,1483453792.0,,10016617902.48,10018156861.44,15.32,88074692.0,130157,130157,0,1/1,1.0,U
23,20251205,002194.SZ,通信设备,武汉凡谷,12.74,4.77,877465856.0,,6508786693.5,8705061193.92,13.15,,92500,,1,0/0,,Z
24,20251205,002218.SZ,光伏设备,拓日新能,4.22,9.9,762681040.0,,5875920610.78,5962946695.68,13.33,34731566.0,103524,103524,0,1/1,1.0,U
25,20251205,002228.SZ,包装材料,合兴包装,4.72,10.02,839698768.0,,5707998466.48,5727180183.04,15.13,116635509.0,100657,101418,1,1/1,1.0,U
26,20251205,002295.SZ,有色金属,精艺股份,12.39,10.04,161370457.0,,3101142660.0,3105132240.0,5.38,58088037.0,94457,94457,0,1/1,1.0,U
27,20251205,002300.SZ,电网设备,太阳电缆,10.36,9.98,1759083536.0,,7482719354.88,7483377090.56,25.59,75511242.0,104936,104936,0,4/4,4.0,U
28,20251205,002402.SZ,消费电子,和而泰,48.08,-10.0,8052956672.0,435054380.0,38744342363.84,44459301367.04,20.37,119326001.0,,143824,0,,1.0,D
29,20251205,002565.SZ,包装材料,顺灏股份,11.9,9.98,1611152256.0,,12613332671.8,12613868243.2,13.26,210976409.0,93457,93457,0,5/6,1.0,U
30,20251205,002578.SZ,有色金属,闽发铝业,4.96,9.98,640936784.0,,4271366302.56,4655605672.96,15.41,21594897.0,94857,95012,1,1/1,1.0,U
31,20251205,002585.SZ,塑料制品,双星新材,6.93,10.0,779932784.0,,6143873190.84,7909365673.44,12.79,115065726.0,93015,93724,3,2/2,2.0,U
32,20251205,002589.SZ,医药商业,瑞康医药,4.26,10.08,377693232.0,,5817419994.48,6410066576.64,6.65,180466835.0,93018,93018,0,4/8,3.0,U
33,20251205,002660.SZ,消费电子,茂硕电源,10.35,9.99,241298410.0,,3549912448.5,3691079265.6,6.89,272970185.0,95630,95848,1,1/1,1.0,U
34,20251205,002679.SZ,农牧饲渔,福建金森,14.6,10.02,251530715.0,,3442037600.0,3442037600.0,7.62,168201198.0,110103,110103,0,1/1,1.0,U
35,20251205,002682.SZ,物流行业,龙洲股份,7.88,10.06,100203435.0,,4431398328.72,4431464504.96,2.26,500269112.0,92500,92500,0,3/3,3.0,U
36,20251205,002702.SZ,食品饮料,海欣食品,9.55,10.02,1755043072.0,,4381002812.5,5307508000.0,42.2,58032294.0,95933,100809,1,7/8,1.0,U
37,20251205,002752.SZ,包装材料,昇兴股份,7.19,9.94,382590432.0,,7022965284.92,7024043756.16,5.72,109707212.0,130006,130006,0,1/1,1.0,U
38,20251205,002779.SZ,专用设备,中坚科技,123.5,10.0,755807856.0,,20477329372.5,22822800000.0,3.78,57982632.0,95051,130551,1,1/1,1.0,U
39,20251205,002788.SZ,医药商业,鹭燕医药,10.88,6.98,744239296.0,,4153916554.88,4227062087.68,18.18,,133024,,2,0/0,,Z
40,20251205,002830.SZ,装修装饰,名雕股份,22.66,10.0,275085632.0,,1514877650.0,3021484400.0,18.54,268792920.0,94145,94309,1,2/2,2.0,U
41,20251205,002856.SZ,装修装饰,美芝股份,13.16,5.53,176037761.0,,1630582469.88,1780716553.28,10.96,,93415,,1,0/0,,Z
42,20251205,002885.SZ,消费电子,京泉华,26.47,10.02,668507184.0,,6112125574.91,7171172354.72,11.42,112153813.0,111009,111009,0,1/1,1.0,U
43,20251205,002903.SZ,通用设备,宇环数控,24.54,6.7,499770816.0,,2592737478.96,3847503900.0,19.36,,101636,,2,0/0,,Z
44,20251205,002961.SZ,多元金融,瑞达期货,26.71,10.01,705158592.0,,11886865885.9,11886926090.24,6.31,73409764.0,133715,133715,0,1/1,1.0,U
45,20251205,002969.SZ,包装材料,嘉美包装,4.32,9.92,174455616.0,,4103033447.52,4127551464.96,4.42,38561184.0,130224,130224,0,1/1,1.0,U
46,20251205,002977.SZ,通信设备,天箭科技,40.37,10.0,303309968.0,,2689456262.9,4849244400.0,11.46,73213901.0,93524,93524,0,1/1,1.0,U
47,20251205,300377.SZ,软件开发,赢时胜,18.84,20.0,1715426608.0,,13018333685.88,14148898177.92,13.75,108090732.0,134521,142415,2,1/1,1.0,U
48,20251205,300421.SZ,通用设备,力星股份,28.78,20.02,2279098640.0,,6629302392.16,8462197214.4,37.43,150527343.0,142045,143521,1,1/1,1.0,U
49,20251205,300427.SZ,电网设备,红相股份,10.56,20.0,1520848928.0,,5311731617.28,5369974410.24,31.08,103618944.0,104530,104530,0,1/1,1.0,U
50,20251205,300503.SZ,通用设备,昊志机电,34.47,13.16,2323237904.0,,8306411662.53,10624577244.48,28.4,,132739,,1,0/0,,Z
