,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20240119,000017.SZ,珠宝首饰,深中华A,10.55,10.01,1217823312.0,,3196491380.75,7270900990.4,39.55,64655147.0,101048,144630,5,9/9,9.0,U
1,20240119,000025.SZ,珠宝首饰,特  力Ａ,17.19,9.98,390638560.0,,6751859320.8,7409892520.8,5.87,62022706.0,95227,100609,1,1/1,1.0,U
2,20240119,000058.SZ,商业百货,深 赛 格,8.09,5.48,795671632.0,,7966195526.36,9960413436.48,9.78,,94048,,3,0/0,,Z
3,20240119,000068.SZ,环保行业,华控赛格,4.55,9.9,272698064.0,,4580355161.2,4580355197.6,5.95,56567693.0,92500,92500,0,2/2,2.0,U
4,20240119,000532.SZ,综合行业,华金资本,14.13,-10.0,891562896.0,415159492.0,4854357910.98,4870728787.68,18.15,33887979.0,,144024,17,,1.0,D
5,20240119,000546.SZ,环保行业,金圆股份,7.62,-10.04,479338480.0,62746448.0,5421872536.98,5934318596.16,8.43,4681316.0,,144951,3,,1.0,D
6,20240119,000619.SZ,装修建材,海螺新材,6.67,-9.99,311582720.0,25066859.0,2401200000.0,2401200000.0,12.32,4250457.0,,145639,1,,1.0,D
7,20240119,000635.SZ,化学原料,英 力 特,10.87,10.02,323496672.0,,3294562233.74,3303561528.48,9.92,35903870.0,93015,143721,1,2/2,2.0,U
8,20240119,000861.SZ,综合行业,海印股份,1.94,-9.77,588652352.0,201049046.0,4630386944.36,4867934818.88,12.42,40254666.0,,130000,5,,1.0,D
9,20240119,000882.SZ,商业百货,华联股份,1.75,3.55,357829008.0,,4790359028.0,4790365916.0,7.31,,101745,,2,0/0,,Z
10,20240119,001208.SZ,电网设备,华菱线缆,9.72,3.96,357023248.0,,2411267100.84,5194601280.0,14.61,,93257,,1,0/0,,Z
11,20240119,001209.SZ,纺织服装,洪兴股份,20.56,10.01,171929692.0,,828318381.04,2704107123.2,21.29,79303332.0,94212,94212,0,1/1,1.0,U
12,20240119,001216.SZ,装修建材,华瓷股份,17.42,9.97,313916032.0,,1096879914.0,4387517914.0,28.69,51815145.0,93009,94218,2,3/3,3.0,U
13,20240119,001217.SZ,化学原料,华尔泰,16.84,9.99,828996576.0,,2238520992.0,5588690800.0,38.74,50568836.0,141121,141945,5,1/1,1.0,U
14,20240119,001238.SZ,装修建材,浙江正特,23.56,9.99,84955145.0,,753381065.0,2591600000.0,11.48,43788616.0,95527,95527,0,1/1,1.0,U
15,20240119,001267.SZ,工程建设,汇绿生态,5.3,1.73,181946700.0,,1917038026.4,4132258547.2,9.17,,93000,,1,0/0,,Z
16,20240119,001368.SZ,塑料制品,通达创智,27.59,10.01,169456148.0,,772520000.0,3090080000.0,22.53,83817012.0,95024,95024,0,1/1,1.0,U
