,trade_date,ts_code,industry,name,close,pct_chg,amount,limit_amount,float_mv,total_mv,turnover_ratio,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
0,20220906,000014.SZ,房地产开发,沙河股份,9.27,3.92,435255136.0,,2243768496.48,2243768496.48,19.13,,102142,,2,0/0,,Z
1,20220906,000042.SZ,房地产开发,中洲控股,9.93,9.97,227894736.0,,6593219756.52,6601773180.48,3.52,28084443.0,102442,112918,1,1/1,1.0,U
2,20220906,000409.SZ,综合行业,云鼎科技,8.67,10.03,248129839.0,,3670678546.65,4429773087.84,6.83,133835478.0,93003,93003,0,3/3,3.0,U
3,20220906,000573.SZ,房地产开发,粤宏远Ａ,4.51,10.0,320055760.0,,2854514412.75,2878645542.08,11.28,96719750.0,93115,93342,3,3/3,3.0,U
4,20220906,000593.SZ,燃气,德龙汇能,9.68,10.0,948833776.0,,3469857167.92,3471548157.44,29.28,55113012.0,140757,140757,0,8/13,2.0,U
5,20220906,000595.SZ,通用设备,宝塔实业,8.45,10.03,836418976.0,,9616811523.8,9621646309.6,9.09,101601819.0,105233,105233,0,2/4,1.0,U
6,20220906,000619.SZ,装修建材,海螺新材,8.06,9.96,278140544.0,,2901600000.0,2901600000.0,9.77,347282026.0,112512,112512,0,1/1,1.0,U
7,20220906,000731.SZ,化肥行业,四川美丰,10.92,9.97,881811632.0,,6396103371.84,6396103459.2,14.02,23436733.0,100357,135200,10,1/1,1.0,U
8,20220906,000736.SZ,房地产开发,中交地产,13.65,5.9,1313733568.0,,9492669854.85,9492669950.4,13.67,,101821,,3,0/0,,Z
9,20220906,000767.SZ,电力行业,晋控电力,4.18,10.0,442743408.0,,12173174368.96,12861618496.32,3.76,53387938.0,140857,140857,0,1/1,1.0,U
10,20220906,000801.SZ,家电行业,四川九洲,7.88,5.63,526691248.0,,8059716370.48,8059716323.2,6.47,,95803,,1,0/0,,Z
11,20220906,000836.SZ,通信设备,富通信息,3.92,10.11,1280461824.0,,4736411830.08,4737144509.44,28.18,49455754.0,130706,135824,5,2/2,2.0,U
12,20220906,000912.SZ,化肥行业,泸天化,5.81,10.04,225005506.0,,9110080000.0,9110080000.0,2.52,83109145.0,94142,94142,0,1/1,1.0,U
13,20220906,000952.SZ,化学制药,广济药业,8.33,10.04,185254181.0,,2552716104.96,2937565703.52,7.39,54425704.0,95254,95254,0,1/1,1.0,U
14,20220906,001234.SZ,纺织服装,泰慕士,27.39,10.0,251557667.0,,730400913.0,2921600913.0,35.03,85175504.0,93915,94124,1,1/1,1.0,U
15,20220906,001283.SZ,电池,豪鹏科技,79.4,5.66,870589008.0,,1588000000.0,6352000000.0,54.03,,92500,,1,1/2,,Z
16,20220906,001339.SZ,计算机设,智微智能,28.67,10.02,875307632.0,,1770372500.0,7080486550.0,51.76,26430873.0,142436,145351,5,3/3,3.0,U
17,20220906,002053.SZ,化学原料,云南能投,13.73,10.02,198203982.0,,10448167061.18,10448235628.8,1.96,58693004.0,105130,105130,0,1/1,1.0,U
18,20220906,002068.SZ,橡胶制品,黑猫股份,17.88,10.03,400331536.0,,12999253416.48,13376378448.0,3.19,113266224.0,110230,110230,0,1/1,1.0,U
19,20220906,002109.SZ,化学原料,兴化股份,6.31,9.93,318993168.0,,6644081618.59,6644081587.04,4.89,21254181.0,110903,131354,1,1/1,1.0,U
20,20220906,002115.SZ,通信服务,三维通信,7.05,9.98,1316805216.0,,4891074058.5,5717488862.4,28.22,111310539.0,95427,95427,0,5/6,3.0,U
