ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920819.BJ,20251231,3.87,0.2538,0.6531,0.61,,,0.9373,0.8137,0.7991,,,122580.0,120750.75,46912.4042,474384.6,467305.4025,0
920819.BJ,20251230,3.88,0.4779,1.2302,1.06,,,0.9397,0.8158,0.8011,,,122580.0,120750.75,46912.4042,475610.4,468512.91,0
920819.BJ,20251229,3.95,0.3562,0.9168,0.57,,,0.9566,0.8305,0.8156,,,122580.0,120750.75,46912.4042,484191.0,476965.4625,0
920819.BJ,20251226,3.97,0.4851,1.2486,0.75,,,0.9615,0.8347,0.8197,,,122580.0,120750.75,46912.4042,486642.6,479380.4775,0
920819.BJ,20251225,4.01,0.3836,0.9875,0.56,,,0.9712,0.8431,0.828,,,122580.0,120750.75,46912.4042,491545.8,484210.5075,0
920819.BJ,20251224,4.0,0.3776,0.9719,0.55,,,0.9687,0.841,0.8259,,,122580.0,120750.75,46912.4042,490320.0,483003.0,0
920819.BJ,20251223,4.0,0.6458,1.6623,0.97,,,0.9687,0.841,0.8259,,,122580.0,120750.75,46912.4042,490320.0,483003.0,0
920819.BJ,20251222,4.06,1.2054,3.1025,,,,0.9833,0.8537,0.8383,,,122580.0,120750.75,46912.4042,497674.8,490248.045,0
920819.BJ,20251219,3.94,0.6056,1.5588,1.0,,,0.9542,0.8284,0.8135,,,122580.0,120750.75,46912.4042,482965.2,475757.955,0
920819.BJ,20251218,3.92,0.6103,1.5709,0.76,,,0.9494,0.8242,0.8094,,,122580.0,120750.75,46912.4042,480513.6,473342.94,0
920819.BJ,20251217,3.88,0.396,1.0193,0.47,,,0.9397,0.8158,0.8011,,,122580.0,120750.75,46912.4042,475610.4,468512.91,0
920819.BJ,20251216,3.87,0.5135,1.3218,0.61,,,0.9373,0.8137,0.7991,,,122580.0,120750.75,46912.4042,474384.6,467305.4025,0
920819.BJ,20251215,3.85,0.4751,1.223,0.57,,,0.9324,0.8095,0.7949,,,122580.0,120750.75,46912.4042,471933.0,464890.3875,0
920819.BJ,20251212,3.9,1.0183,2.6209,1.47,,,0.9445,0.82,0.8053,,,122580.0,120750.75,46912.4042,478062.0,470927.925,0
920819.BJ,20251211,3.99,1.6038,4.1282,3.57,,,0.9663,0.8389,0.8238,,,122580.0,120750.75,46912.4042,489094.2,481795.4925,0
920819.BJ,20251210,3.94,0.6146,1.5819,1.5,,,0.9542,0.8284,0.8135,,,122580.0,120750.75,46912.4042,482965.2,475757.955,0
920819.BJ,20251209,4.01,0.5231,1.3463,1.35,,,0.9712,0.8431,0.828,,,122580.0,120750.75,46912.4042,491545.8,484210.5075,0
920819.BJ,20251208,4.05,0.3804,0.979,,,,0.9809,0.8516,0.8362,,,122580.0,120750.75,46912.4042,496449.0,489040.5375,0
920819.BJ,20251205,4.06,0.3344,0.8608,,,,0.9833,0.8537,0.8383,,,122580.0,120750.75,46912.4042,497674.8,490248.045,0
920819.BJ,20251204,4.03,0.3945,1.0153,,,,0.976,0.8474,0.8321,,,122580.0,120750.75,46912.4042,493997.4,486625.5225,0
920819.BJ,20251203,4.06,0.4204,1.082,,,,0.9833,0.8537,0.8383,,,122580.0,120750.75,46912.4042,497674.8,490248.045,0
920819.BJ,20251202,4.08,0.4132,1.0636,0.96,,,0.9881,0.8579,0.8424,,,122580.0,120750.75,46912.4042,500126.4,492663.06,0
