ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920122.BJ,20260202,33.56,2.8214,5.8668,0.66,105.4898,112.7878,9.2522,15.2621,15.7974,0.8076,0.8076,9224.2108,3572.4138,1718.0394,309564.5144,119890.2071,0
920122.BJ,20260130,34.86,3.0224,6.2847,0.64,109.5761,117.1568,9.6106,15.8533,16.4094,0.7775,0.7775,9224.2108,3572.4138,1718.0394,321555.9885,124534.3451,0
920122.BJ,20260129,36.2,3.8668,8.0405,,113.7881,121.6603,9.98,16.4627,17.0401,0.7487,0.7487,9224.2108,3572.4138,1718.0394,333916.431,129321.3796,0
920122.BJ,20260128,37.36,6.4618,13.4364,1.36,117.4344,125.5588,10.2998,16.9902,17.5862,0.7254,0.7254,9224.2108,3572.4138,1718.0394,344616.5155,133465.3796,0
920122.BJ,20260127,36.22,3.4406,7.1542,,113.851,121.7275,9.9855,16.4718,17.0495,0.7483,0.7483,9224.2108,3572.4138,1718.0394,334100.9152,129392.8278,0
920122.BJ,20260126,36.5,4.5045,9.3665,,114.7311,122.6685,10.0627,16.5991,17.1813,0.7425,0.7425,9224.2108,3572.4138,1718.0394,336683.6942,130393.1037,0
920122.BJ,20260123,35.89,5.2423,10.9005,1.3,112.8137,120.6185,9.8945,16.3217,16.8942,0.7552,0.7552,9224.2108,3572.4138,1718.0394,331056.9256,128213.9313,0
920122.BJ,20260122,36.73,8.0285,16.6942,2.65,115.4541,123.4415,10.1261,16.7037,17.2896,0.7379,0.7379,9224.2108,3572.4138,1718.0394,338805.2627,131214.7589,0
920122.BJ,20260121,34.89,2.5375,5.2763,,109.6704,117.2577,9.6188,15.8669,16.4235,0.7768,0.7768,9224.2108,3572.4138,1718.0394,321832.7148,124641.5175,0
920122.BJ,20260120,35.82,4.4481,9.2493,,112.5937,120.3832,9.8752,16.2899,16.8613,,,9224.2108,3572.4138,1718.0394,330411.2309,127963.8623,0
920122.BJ,20260119,35.03,2.3173,4.8185,0.6,110.1105,117.7282,9.6574,15.9306,16.4894,,,9224.2108,3572.4138,1718.0394,323124.1043,125141.6554,0
920122.BJ,20260116,35.47,2.8893,6.008,0.75,111.4935,119.2069,9.7787,16.1307,16.6965,,,9224.2108,3572.4138,1718.0394,327182.7571,126713.5175,0
920122.BJ,20260115,35.08,2.9349,6.1027,,110.2676,117.8962,9.6712,15.9533,16.5129,,,9224.2108,3572.4138,1718.0394,323585.3149,125320.2761,0
920122.BJ,20260114,35.8,4.0511,8.4236,1.24,112.5308,120.316,9.8697,16.2808,16.8518,,,9224.2108,3572.4138,1718.0394,330226.7466,127892.414,0
920122.BJ,20260113,36.2,5.4905,11.4166,,113.7881,121.6603,9.98,16.4627,17.0401,,,9224.2108,3572.4138,1718.0394,333916.431,129321.3796,0
920122.BJ,20260112,35.67,3.8977,8.1047,1.81,112.1222,119.8791,9.8339,16.2216,16.7906,,,9224.2108,3572.4138,1718.0394,329027.5992,127428.0002,0
920122.BJ,20260109,34.63,2.9076,6.046,1.55,108.8531,116.3839,9.5471,15.7487,16.3011,,,9224.2108,3572.4138,1718.0394,319434.42,123712.6899,0
920122.BJ,20260108,34.55,2.0457,4.2537,,108.6017,116.115,9.5251,15.7123,16.2634,,,9224.2108,3572.4138,1718.0394,318696.4831,123426.8968,0
920122.BJ,20260107,34.23,1.951,4.0568,1.02,107.5958,115.0396,9.4369,15.5668,16.1128,,,9224.2108,3572.4138,1718.0394,315744.7357,122283.7244,0
920122.BJ,20260106,34.22,2.0296,4.2203,1.02,107.5644,115.0059,9.4341,15.5622,16.1081,,,9224.2108,3572.4138,1718.0394,315652.4936,122248.0002,0
920122.BJ,20260105,33.77,1.8325,3.8103,0.93,106.1499,113.4936,9.31,15.3576,15.8963,,,9224.2108,3572.4138,1718.0394,311501.5987,120640.414,0
