ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
600661.SH,20231229,10.7,8.325,13.4387,1.81,18.3043,,13.4978,4.0321,3.304,0.0,,28654.883,28654.883,17751.1352,306607.2481,306607.2481,0.0
600661.SH,20231228,10.45,4.3052,6.9496,0.87,17.8766,,13.1824,3.9379,3.2268,0.0,,28654.883,28654.883,17751.1352,299443.5274,299443.5274,
600661.SH,20231227,10.43,3.3471,5.4031,0.59,17.8424,,13.1572,3.9303,3.2206,0.0,,28654.883,28654.883,17751.1352,298870.4297,298870.4297,0.0
600661.SH,20231226,10.33,3.6701,5.9245,0.56,17.6713,,13.031,3.8926,3.1897,0.0,,28654.883,28654.883,17751.1352,296004.9414,296004.9414,
600661.SH,20231225,10.4,4.4227,7.1394,0.55,17.7911,,13.1194,3.919,3.2113,0.0,,28654.883,28654.883,17751.1352,298010.7832,298010.7832,
600661.SH,20231222,10.31,7.2797,11.7512,0.79,17.6371,,13.0058,3.8851,3.1835,0.0,,28654.883,28654.883,17751.1352,295431.8437,295431.8437,
600661.SH,20231221,10.84,5.8997,9.5236,0.54,18.5438,,13.6744,4.0848,3.3472,0.0,,28654.883,28654.883,17751.1352,310618.9317,310618.9317,
600661.SH,20231220,10.62,7.2651,11.7277,0.53,18.1674,,13.3969,4.0019,3.2793,0.0,,28654.883,28654.883,17751.1352,304314.8575,304314.8575,
600661.SH,20231219,11.12,8.0443,12.9856,0.5,19.0228,,14.0276,4.1903,3.4337,0.0,,28654.883,28654.883,17751.1352,318642.299,318642.299,0.0
600661.SH,20231218,11.03,11.6209,18.7591,0.67,18.8688,,13.9141,4.1564,3.4059,0.0,,28654.883,28654.883,17751.1352,316063.3595,316063.3595,0.0
600661.SH,20231215,11.5,13.1469,21.2225,0.81,19.6728,,14.507,4.3335,3.551,0.0,,28654.883,28654.883,17751.1352,329531.1545,329531.1545,0.0
600661.SH,20231214,12.42,14.7054,23.7383,0.82,21.2466,,15.6675,4.6802,3.8351,0.0,,28654.883,28654.883,17751.1352,355893.6469,355893.6469,-1.0
