ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920726.BJ,20231229,10.68,3.2358,7.0755,1.25,16.996,27.1452,2.4496,3.5749,4.0269,,,10191.0,5593.9705,2558.3025,108839.88,59743.6049,0.0
920726.BJ,20231228,10.55,3.2956,7.2062,1.11,16.7891,26.8148,2.4198,3.5314,3.9779,,,10191.0,5593.9705,2558.3025,107515.05,59016.3888,
920726.BJ,20231227,10.5,3.3916,7.4161,1.06,16.7095,26.6877,2.4083,3.5147,3.9591,,,10191.0,5593.9705,2558.3025,107005.5,58736.6903,0.0
920726.BJ,20231226,10.24,2.0964,4.5841,0.61,16.2958,26.0269,2.3487,3.4277,3.861,,,10191.0,5593.9705,2558.3025,104355.84,57282.2579,
920726.BJ,20231225,10.0,2.0791,4.5462,0.53,15.9138,25.4169,2.2936,3.3473,3.7706,,,10191.0,5593.9705,2558.3025,101910.0,55939.705,
920726.BJ,20231222,9.6,2.0761,4.5397,0.52,15.2773,24.4002,2.2019,3.2134,3.6197,,,10191.0,5593.9705,2558.3025,97833.6,53702.1168,
920726.BJ,20231221,9.5,5.1786,11.3234,1.37,15.1182,24.146,2.1789,3.18,3.582,,,10191.0,5593.9705,2558.3025,96814.5,53142.7198,
920726.BJ,20231220,11.33,4.5493,9.9474,1.33,18.0304,28.7973,2.5987,3.7925,4.272,,,10191.0,5593.9705,2558.3025,115464.03,63379.6858,
920726.BJ,20231219,10.76,3.3142,7.2468,1.07,17.1233,27.3485,2.4679,3.6017,4.0571,,,10191.0,5593.9705,2558.3025,109655.16,60191.1226,0.0
920726.BJ,20231218,10.87,4.4239,9.6734,1.67,17.2983,27.6281,2.4932,3.6385,4.0986,,,10191.0,5593.9705,2558.3025,110776.17,60806.4593,0.0
920726.BJ,20231215,10.2,2.6556,5.8066,1.01,16.2321,25.9252,2.3395,3.4143,3.846,,,10191.0,5593.9705,2558.3025,103948.2,57058.4991,0.0
920726.BJ,20231214,10.4,3.9446,8.6252,1.56,16.5504,26.4335,2.3854,3.4812,3.9214,,,10191.0,5593.9705,2558.3025,105986.4,58177.2932,0.0
920726.BJ,20231213,10.39,2.7116,5.9291,0.84,16.5345,26.4081,2.3831,3.4779,3.9176,,,10191.0,5593.9705,2558.3025,105884.49,58121.3535,0.0
920726.BJ,20231212,10.18,1.68,3.6734,0.39,16.2003,25.8744,2.3349,3.4076,3.8384,,,10191.0,5593.9705,2558.3025,103744.38,56946.6197,0.0
920726.BJ,20231211,10.0,2.2371,4.8916,0.52,15.9138,25.4169,2.2936,3.3473,3.7706,,,10191.0,5593.9705,2558.3025,101910.0,55939.705,0.0
920726.BJ,20231208,10.58,2.5319,5.5363,0.58,16.8368,26.891,2.4266,3.5415,3.9892,,,10191.0,5593.9705,2558.3025,107820.78,59184.2079,0.0
920726.BJ,20231207,10.75,3.4957,7.6436,0.85,17.1074,27.3231,2.4656,3.5984,4.0533,,,10191.0,5593.9705,2558.3025,109553.25,60135.1829,0.0
920726.BJ,20231206,10.69,6.1245,13.3919,1.77,17.0119,27.1706,2.4519,3.5783,4.0307,,,10191.0,5593.9705,2558.3025,108941.79,59799.5446,0.0
920726.BJ,20231205,11.33,7.2448,15.8414,2.77,18.0304,28.7973,2.5987,3.7925,4.272,,,10191.0,5593.9705,2558.3025,115464.03,63379.6858,0.0
920726.BJ,20231204,9.2,1.9667,4.3004,0.58,14.6407,23.3835,2.1101,3.0795,3.4689,,,10191.0,5593.9705,2558.3025,93757.2,51464.5286,0.0
