trade_date,ts_code,ts_name,buy_amount,sell_amount,net_amount,hm_name,hm_orgs,tag
20251205,000547.SZ,航天发展,546744633.0,255297415.0,291447218.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20251205,600167.SH,联美控股,11081951.0,0.0,11081951.0,量化抢筹,中国银河证券股份有限公司北京中关村大街证券营业部,
20251205,600635.SH,大众公用,45516030.87,0.0,45516030.87,量化抢筹,中国银河证券股份有限公司北京中关村大街证券营业部,
20251205,301315.SZ,威士顿,10897570.0,1327538.0,9570032.0,量化抢筹,中国银河证券股份有限公司北京中关村大街证券营业部,
20251205,001336.SZ,楚环科技,154936.0,5749538.0,-5594602.0,量化打板,华鑫证券有限责任公司上海分公司,
20251205,600981.SH,苏豪汇鸿,21526162.0,0.0,21526162.0,量化打板,国新证券股份有限公司北京中关村大街证券营业部,
20251205,002931.SZ,锋龙股份,0.0,14332635.0,-14332635.0,量化打板,天风证券股份有限公司浙江分公司,
20251205,000078.SZ,海王生物,62336093.0,123010.0,62213083.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,000547.SZ,航天发展,777896.0,259421010.0,-258643114.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,000901.SZ,航天科技,105225682.0,198634.0,105027048.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,301005.SZ,超捷股份,65835456.0,71052.0,65764404.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,301526.SZ,国际复材,60796148.0,114235.0,60681913.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,600227.SH,赤天化,18109996.0,0.0,18109996.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,600868.SH,梅雁吉祥,24896967.0,0.0,24896967.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,600984.SH,建设机械,33571621.2,0.0,33571621.2,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,600167.SH,联美控股,0.0,33620788.6,-33620788.6,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,002348.SZ,高乐股份,73012.0,58270003.0,-58196991.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,600678.SH,四川金顶,0.0,72233742.99,-72233742.99,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,600734.SH,实达集团,67774157.0,0.0,67774157.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,002585.SZ,双星新材,20770761.0,22840519.0,-2069758.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,300421.SZ,力星股份,63450721.0,111408.0,63339313.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,300427.SZ,红相股份,46995618.0,588493.0,46407125.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,688048.SH,长光华芯,63272800.0,0.0,63272800.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,300095.SZ,华伍股份,39807.0,44207908.0,-44168101.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251205,600868.SH,梅雁吉祥,0.0,15834027.82,-15834027.82,量化基金,中信证券股份有限公司上海分公司,
20251205,603327.SH,福蓉科技,0.0,34450291.1,-34450291.1,量化基金,中信证券股份有限公司上海分公司,
20251205,603933.SH,睿能科技,0.0,27990342.12,-27990342.12,量化基金,中信证券股份有限公司上海分公司,
20251205,603709.SH,中源家居,0.0,11622920.4,-11622920.4,量化基金,中信证券股份有限公司上海分公司,
20251205,605299.SH,舒华体育,0.0,16320487.0,-16320487.0,量化基金,中信证券股份有限公司上海分公司,
20251205,688031.SH,星环科技,29867000.0,0.0,29867000.0,量化基金,中信证券股份有限公司上海分公司,
20251205,688048.SH,长光华芯,0.0,40566500.0,-40566500.0,量化基金,中信证券股份有限公司上海分公司,
