trade_date,ts_code,ts_name,buy_amount,sell_amount,net_amount,hm_name,hm_orgs,tag
20260119,002546.SZ,新联电子,50396700.0,314850.0,50081850.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20260119,002465.SZ,海格通信,128646396.0,2697896.0,125948500.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20260119,002112.SZ,三变科技,40015418.0,578203.0,39437215.0,量化抢筹,中国银河证券股份有限公司北京中关村大街证券营业部,
20260119,002788.SZ,鹭燕医药,15119073.0,3364668.0,11754405.0,量化抢筹,中国银河证券股份有限公司北京中关村大街证券营业部,
20260119,601133.SH,柏诚股份,0.0,15705847.98,-15705847.98,量化打板,中泰证券股份有限公司常州惠国路证券营业部,
20260119,600410.SH,华胜天成,0.0,68992331.6,-68992331.6,量化打板,华鑫证券有限责任公司上海分公司,
20260119,001260.SZ,坤泰股份,0.0,11218405.0,-11218405.0,量化打板,国新证券股份有限公司北京中关村大街证券营业部,
20260119,001255.SZ,博菲电气,14166536.0,7298068.0,6868468.0,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260119,000400.SZ,许继电气,145504109.0,35002.0,145469107.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,600189.SH,泉阳泉,13480361.0,0.0,13480361.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,601179.SH,中国西电,313722814.0,0.0,313722814.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,601616.SH,广电电气,33140868.0,36012878.2,-2872010.2,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,002446.SZ,盛路通信,37830.0,96130418.0,-96092588.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,603929.SH,亚翔集成,0.0,55523644.0,-55523644.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,603163.SH,圣晖集成,0.0,59403774.15,-59403774.15,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,002119.SZ,康强电子,143940.0,80353904.0,-80209964.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,601133.SH,柏诚股份,0.0,71496165.56,-71496165.56,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,603283.SH,赛腾股份,0.0,75285674.54,-75285674.54,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,000720.SZ,新能泰山,46530391.0,43660092.0,2870299.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,001233.SZ,海安集团,36631473.0,38901916.0,-2270443.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,002339.SZ,积成电子,52192369.0,44205599.0,7986770.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,002358.SZ,森源电气,12194370.0,7106.0,12187264.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,002498.SZ,汉缆股份,42107124.0,7408.0,42099716.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,002546.SZ,新联电子,81589815.0,35279930.0,46309885.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,600302.SH,标准股份,14026439.0,0.0,14026439.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,600550.SH,保变电气,211933195.06,0.0,211933195.06,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,601096.SH,宏盛华源,44223877.0,33388275.25,10835601.75,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,601106.SH,中国一重,0.0,85574806.56,-85574806.56,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,603918.SH,金桥信息,0.0,37023137.49,-37023137.49,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,300855.SZ,图南股份,73368649.0,0.0,73368649.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,688308.SH,欧科亿,30476800.0,0.0,30476800.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,300780.SZ,德恩精工,30510.0,60844061.0,-60813551.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,300215.SZ,电科院,73248397.0,81788634.0,-8540237.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260119,603607.SH,京华激光,0.0,25717798.0,-25717798.0,量化基金,中信证券股份有限公司上海分公司,
20260119,603929.SH,亚翔集成,0.0,20493751.0,-20493751.0,量化基金,中信证券股份有限公司上海分公司,
