trade_date,ts_code,ts_name,buy_amount,sell_amount,net_amount,hm_name,hm_orgs,tag
20251118,000547.SZ,航天发展,184329011.0,138994.0,184190017.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20251118,600408.SH,安泰集团,0.0,93366578.0,-93366578.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20251118,688353.SH,华盛锂电,23441600.0,0.0,23441600.0,鑫多多,广发证券股份有限公司南京汉中路证券营业部,
20251118,300589.SZ,江龙船艇,37230285.0,114936.0,37115349.0,量化抢筹,中国银河证券股份有限公司北京中关村大街证券营业部,
20251118,000955.SZ,欣龙控股,17160030.0,18136789.0,-976759.0,量化打板,中泰证券股份有限公司常州惠国路证券营业部,
20251118,002682.SZ,龙洲股份,52528.0,15497557.0,-15445029.0,量化打板,华鑫证券有限责任公司上海分公司,
20251118,300078.SZ,思创医惠,25866450.0,24586.0,25841864.0,量化打板,华鑫证券有限责任公司上海陆家嘴证券营业部,
20251118,688365.SH,光云科技,31110200.0,0.0,31110200.0,量化打板,华鑫证券有限责任公司上海陆家嘴证券营业部,
20251118,000547.SZ,航天发展,63380769.0,82376758.0,-18995989.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,000681.SZ,视觉中国,61226440.0,235076.0,60991364.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,002213.SZ,大为股份,81864492.0,127388.0,81737104.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,603829.SH,洛凯股份,9421466.0,0.0,9421466.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,603929.SH,亚翔集成,42286743.74,0.0,42286743.74,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,002593.SZ,日上集团,225041.0,41310498.0,-41085457.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,000955.SZ,欣龙控股,70524993.0,52135565.0,18389428.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,002474.SZ,榕基软件,89003456.0,67323891.0,21679565.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,002682.SZ,龙洲股份,53312.0,53452336.0,-53399024.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,002715.SZ,登云股份,30251850.0,20798.0,30231052.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,600756.SH,浪潮软件,24605825.09,0.0,24605825.09,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,603232.SH,格尔软件,83712695.0,68286462.6,15426232.4,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,300071.SZ,福石控股,61976805.0,383160.0,61593645.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,300078.SZ,思创医惠,61230566.0,756857.0,60473709.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,300612.SZ,宣亚国际,91395108.0,32675789.0,58719319.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,300427.SZ,红相股份,71372813.0,72906490.0,-1533677.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,300785.SZ,值得买,38846599.0,142206.0,38704393.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251118,300086.SZ,康芝药业,68238371.0,73557666.0,-5319295.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
