trade_date,ts_code,ts_name,buy_amount,sell_amount,net_amount,hm_name,hm_orgs,tag
20260115,002202.SZ,金风科技,440288.0,192665648.0,-192225360.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20260115,001260.SZ,坤泰股份,16695069.0,18669989.0,-1974920.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20260115,002115.SZ,三维通信,107804571.0,131531140.0,-23726569.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20260115,600410.SH,华胜天成,542191175.82,0.0,542191175.82,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20260115,002413.SZ,雷科防务,896311.0,359246597.0,-358350286.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20260115,600708.SH,光明地产,5641005.02,0.0,5641005.02,量化打板,中泰证券股份有限公司常州惠国路证券营业部,
20260115,002218.SZ,拓日新能,20449075.0,913360.0,19535715.0,量化打板,中泰证券股份有限公司常州惠国路证券营业部,
20260115,001255.SZ,博菲电气,10670487.0,18804664.0,-8134177.0,量化打板,华鑫证券有限责任公司上海分公司,
20260115,600855.SH,航天长峰,0.0,25860070.4,-25860070.4,量化打板,华鑫证券有限责任公司上海分公司,
20260115,002816.SZ,*ST和科,3846528.0,0.0,3846528.0,量化打板,华鑫证券有限责任公司上海分公司,
20260115,000638.SZ,*ST万方,0.0,3676034.0,-3676034.0,量化打板,华鑫证券有限责任公司上海分公司,
20260115,002264.SZ,新 华 都,17876274.0,1151.0,17875123.0,量化打板,国新证券股份有限公司北京中关村大街证券营业部,
20260115,001260.SZ,坤泰股份,23879277.0,11793194.0,12086083.0,量化打板,国新证券股份有限公司北京中关村大街证券营业部,
20260115,300452.SZ,山河药辅,17875978.0,0.0,17875978.0,量化打板,国新证券股份有限公司北京中关村大街证券营业部,
20260115,002112.SZ,三变科技,717421.0,91504210.0,-90786789.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,002130.SZ,沃尔核材,158601773.0,291879.0,158309894.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,002446.SZ,盛路通信,164152233.0,12313570.0,151838663.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,301348.SZ,蓝箭电子,94720058.0,1141203.0,93578855.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,600662.SH,外服控股,0.0,16092165.5,-16092165.5,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,600708.SH,光明地产,31375952.0,0.0,31375952.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,601366.SH,利群股份,22759200.0,0.0,22759200.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,603320.SH,迪贝电气,27084938.8,0.0,27084938.8,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,600589.SH,大位科技,0.0,103926554.69,-103926554.69,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,002218.SZ,拓日新能,101949646.0,87714.0,101861932.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,002707.SZ,众信旅游,44133180.0,94259.0,44038921.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,600785.SH,新华百货,14238840.55,0.0,14238840.55,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,605598.SH,上海港湾,0.0,60051710.0,-60051710.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,300452.SZ,山河药辅,61010480.0,0.0,61010480.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,300427.SZ,红相股份,588271.0,96490475.0,-95902204.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,300758.SZ,七彩化学,74080637.0,309912.0,73770725.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20260115,600403.SH,大有能源,0.0,5008562.0,-5008562.0,量化基金,中信证券股份有限公司上海分公司,
20260115,600880.SH,博瑞传播,10501491.0,0.0,10501491.0,量化基金,中信证券股份有限公司上海分公司,
20260115,603601.SH,再升科技,6838123.64,0.0,6838123.64,量化基金,中信证券股份有限公司上海分公司,
20260115,601179.SH,中国西电,80648747.8,56425609.29,24223138.51,量化基金,中信证券股份有限公司上海分公司,
20260115,603011.SH,合锻智能,0.0,39643542.0,-39643542.0,量化基金,中信证券股份有限公司上海分公司,
20260115,603402.SH,陕西旅游,21274294.47,15774859.76,5499434.71,量化基金,中信证券股份有限公司上海分公司,
20260115,600410.SH,华胜天成,0.0,54364791.0,-54364791.0,量化基金,中信证券股份有限公司上海分公司,
20260115,603000.SH,人民网,220439451.15,0.0,220439451.15,量化基金,中信证券股份有限公司上海分公司,
20260115,603929.SH,亚翔集成,46389425.0,51620595.0,-5231170.0,量化基金,中信证券股份有限公司上海分公司,
20260115,605580.SH,恒盛能源,20803107.0,30114212.0,-9311105.0,量化基金,中信证券股份有限公司上海分公司,
20260115,600855.SH,航天长峰,32437317.0,43311353.62,-10874036.62,量化基金,中信证券股份有限公司上海分公司,
20260115,603278.SH,大业股份,0.0,48497732.0,-48497732.0,量化基金,中信证券股份有限公司上海分公司,
20260115,688661.SH,和林微纳,0.0,20681700.0,-20681700.0,量化基金,中信证券股份有限公司上海分公司,
20260115,688031.SH,星环科技,0.0,41019000.0,-41019000.0,量化基金,中信证券股份有限公司上海分公司,
20260115,688375.SH,国博电子,26453400.0,0.0,26453400.0,量化基金,中信证券股份有限公司上海分公司,
20260115,688568.SH,中科星图,151328700.0,101457100.0,49871600.0,量化基金,中信证券股份有限公司上海分公司,
20260115,688727.SH,恒坤新材,35618800.0,16781400.0,18837400.0,量化基金,中信证券股份有限公司上海分公司,
20260115,600662.SH,外服控股,27709658.57,0.0,27709658.57,量化基金,中信证券股份有限公司北京安外大街证券营业部,
20260115,600785.SH,新华百货,0.0,10168894.0,-10168894.0,量化基金,中国国际金融股份有限公司上海分公司,
