trade_date,ts_code,ts_name,buy_amount,sell_amount,net_amount,hm_name,hm_orgs,tag
20260128,000603.SZ,盛达资源,43132039.0,612072.0,42519967.0,量化抢筹,中国银河证券股份有限公司北京中关村大街证券营业部,
20260128,600172.SH,黄河旋风,35593899.74,0.0,35593899.74,量化打板,东方证券股份有限公司常熟李闸路证券营业部,
20260128,300798.SZ,锦鸡股份,16005281.0,30194.0,15975087.0,量化打板,东方证券股份有限公司常熟李闸路证券营业部,
20260128,600869.SH,远东股份,34163484.0,0.0,34163484.0,量化打板,华鑫证券有限责任公司上海陆家嘴证券营业部,
20260128,600172.SH,黄河旋风,48280342.02,0.0,48280342.02,量化打板,华鑫证券有限责任公司上海陆家嘴证券营业部,
20260128,600313.SH,农发种业,41133294.0,0.0,41133294.0,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,002119.SZ,康强电子,101978232.0,34861129.0,67117103.0,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,301396.SZ,宏景科技,71925258.0,72178291.0,-253033.0,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,603212.SH,赛伍技术,0.0,33993343.52,-33993343.52,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,000815.SZ,美利云,136590489.0,67389296.0,69201193.0,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,003042.SZ,中农联合,24859230.0,897966.0,23961264.0,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,603052.SH,可川科技,64414393.56,70726291.44,-6311897.88,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,300164.SZ,通源石油,40008736.0,296207.0,39712529.0,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,300798.SZ,锦鸡股份,71418900.0,19160.0,71399740.0,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,300017.SZ,网宿科技,410496740.0,198497108.0,211999632.0,量化打板,开源证券股份有限公司西安太华路证券营业部,
20260128,600313.SH,农发种业,13519214.0,13816680.44,-297466.44,量化基金,中信证券股份有限公司上海分公司,
20260128,600871.SH,石化油服,19347559.0,0.0,19347559.0,量化基金,中信证券股份有限公司上海分公司,
20260128,601212.SH,白银有色,106182752.04,83645679.0,22537073.04,量化基金,中信证券股份有限公司上海分公司,
20260128,603077.SH,和邦生物,23707918.0,0.0,23707918.0,量化基金,中信证券股份有限公司上海分公司,
20260128,603331.SH,百达精工,7533101.0,12965824.6,-5432723.6,量化基金,中信证券股份有限公司上海分公司,
20260128,603511.SH,爱慕股份,0.0,3523984.0,-3523984.0,量化基金,中信证券股份有限公司上海分公司,
20260128,603637.SH,镇海股份,0.0,7220859.0,-7220859.0,量化基金,中信证券股份有限公司上海分公司,
20260128,600785.SH,新华百货,23134256.46,13570561.0,9563695.46,量化基金,中信证券股份有限公司上海分公司,
20260128,600869.SH,远东股份,0.0,28533056.31,-28533056.31,量化基金,中信证券股份有限公司上海分公司,
20260128,603212.SH,赛伍技术,19759068.0,0.0,19759068.0,量化基金,中信证券股份有限公司上海分公司,
20260128,600262.SH,北方股份,0.0,25199755.89,-25199755.89,量化基金,中信证券股份有限公司上海分公司,
20260128,600489.SH,中金黄金,240205127.64,231855980.88,8349146.76,量化基金,中信证券股份有限公司上海分公司,
20260128,600988.SH,赤峰黄金,306424016.07,282358793.73,24065222.34,量化基金,中信证券股份有限公司上海分公司,
20260128,603516.SH,淳中科技,28070122.0,0.0,28070122.0,量化基金,中信证券股份有限公司上海分公司,
20260128,688283.SH,坤恒顺维,12077200.0,10688100.0,1389100.0,量化基金,中信证券股份有限公司上海分公司,
20260128,688380.SH,中微半导,45273000.0,29800000.0,15473000.0,量化基金,中信证券股份有限公司上海分公司,
20260128,688435.SH,英方软件,27325900.0,12861900.0,14464000.0,量化基金,中信证券股份有限公司上海分公司,
20260128,600262.SH,北方股份,32236568.8,0.0,32236568.8,量化基金,中信证券股份有限公司北京安外大街证券营业部,
20260128,000638.SZ,*ST万方,272.0,299200.0,-298928.0,量化基金,中信证券股份有限公司北京安外大街证券营业部,
20260128,000878.SZ,云南铜业,42648889.0,15623259.0,27025630.0,量化基金,中国国际金融股份有限公司上海分公司,
20260128,601212.SH,白银有色,48809257.0,0.0,48809257.0,量化基金,中国国际金融股份有限公司上海分公司,
20260128,002582.SZ,好想你,413651.0,15505485.0,-15091834.0,量化基金,中国国际金融股份有限公司上海分公司,
20260128,002342.SZ,巨力索具,13354875.0,61292071.0,-47937196.0,量化基金,中国国际金融股份有限公司上海分公司,
20260128,600785.SH,新华百货,20168375.86,0.0,20168375.86,量化基金,中国国际金融股份有限公司上海分公司,
20260128,003042.SZ,中农联合,10338857.0,15915432.0,-5576575.0,量化基金,中国国际金融股份有限公司上海分公司,
