trade_date,ts_code,ts_name,buy_amount,sell_amount,net_amount,hm_name,hm_orgs,tag
20251231,002792.SZ,通宇通讯,144758518.0,90686020.0,54072498.0,陈小群,中国银河证券股份有限公司大连黄河路证券营业部,
20251231,603008.SH,喜临门,19828514.0,0.0,19828514.0,量化抢筹,中国银河证券股份有限公司北京中关村大街证券营业部,
20251231,301449.SZ,天溯计量,5922983.0,0.0,5922983.0,量化打板,东方证券股份有限公司常熟李闸路证券营业部,
20251231,001299.SZ,美能能源,23111508.0,17694533.0,5416975.0,量化打板,华鑫证券有限责任公司上海分公司,
20251231,301153.SZ,中科江南,17650080.0,0.0,17650080.0,量化打板,国新证券股份有限公司北京中关村大街证券营业部,
20251231,600626.SH,申达股份,8373288.0,0.0,8373288.0,量化打板,国新证券股份有限公司长沙韶山路证券营业部,
20251231,002131.SZ,利欧股份,245105503.0,225965.0,244879538.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,301066.SZ,万事利,34431175.0,123032.0,34308143.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,301380.SZ,挖金客,15416311.0,16711.0,15399600.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,600135.SH,乐凯胶片,36352102.32,0.0,36352102.32,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,600626.SH,申达股份,17699773.15,0.0,17699773.15,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,603967.SH,中创物流,21811752.6,0.0,21811752.6,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,600506.SH,统一股份,0.0,42723871.0,-42723871.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,000981.SZ,山子高科,1481495.0,112233114.0,-110751619.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,002009.SZ,天奇股份,56940.0,74080159.0,-74023219.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,002177.SZ,御银股份,296633.0,58333530.0,-58036897.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,603686.SH,福龙马,0.0,42573598.39,-42573598.39,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,000559.SZ,万向钱潮,226011668.0,162354678.0,63656990.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,002757.SZ,南兴股份,61976730.0,31830582.0,30146148.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,300516.SZ,久之洋,59880843.0,154545.0,59726298.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
20251231,300840.SZ,酷特智能,26494.0,67544306.0,-67517812.0,量化打板,开源证券股份有限公司西安西大街证券营业部,
