,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,301468.SZ,20260130,67.0,13.4925,16.0428,0.95,125.5768,194.5951,3.8796,18.9386,18.9431,0.3881,0.3881,13011.3877,7500.2606,6307.947,871762.9759,502517.4602,0
1,600467.SH,20260130,2.75,11.0534,17.5334,3.06,92.5158,98.1549,1.1745,2.8373,2.9117,0.3244,0.3244,146099.4304,146099.4304,92104.3314,401773.4336,401773.4336,0
2,603336.SH,20260130,9.3,2.7972,4.9601,0.95,309.3082,585.6281,3.9715,5.2412,5.356,0.0538,0.0538,60871.8945,60871.8945,34328.3509,566108.6189,566108.6189,0
3,301595.SZ,20260130,56.06,10.4506,10.4506,0.49,69.2635,82.2696,7.026,5.9533,5.6559,0.446,0.446,10828.0,2436.3,2436.3,607017.68,136578.978,0
4,300962.SZ,20260130,17.38,2.5341,5.5334,1.4,42.1444,44.6398,4.5896,12.7983,12.5766,0.84,0.84,26400.1897,26400.1897,12090.1959,458835.297,458835.297,0
5,001979.SZ,20260130,10.57,0.9793,2.526,0.93,23.5973,24.2192,0.9645,0.5326,0.4997,1.8362,1.8362,901603.2171,841402.3219,326203.9367,9529946.0047,8893622.5425,0
6,688472.SH,20260130,15.28,6.591,6.591,0.74,24.7701,43.4431,2.4222,1.2058,1.2869,0.6044,0.6044,364314.0112,134765.4391,134765.4391,5566718.0911,2059215.9094,0
7,603626.SH,20260130,20.29,4.604,6.5384,0.47,,,5.278,3.3287,3.5038,,,55487.969,55487.969,39071.3729,1125850.891,1125850.891,0
8,688347.SH,20260130,155.1,4.5899,5.4547,0.82,708.1472,4998.5408,6.0557,18.7308,16.3639,,,173761.4193,40775.0,34310.5751,26950396.1334,6324202.5,0
9,688283.SH,20260130,53.85,1.7359,3.4575,0.6,177.1064,140.6512,6.7859,28.9494,24.9811,0.4794,0.4794,12180.0,12180.0,6115.2465,655893.0,655893.0,0
