,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,301105.SZ,20260204,49.74,5.8107,5.8107,0.88,,,2.98,12.3507,13.8534,,,5000.0,1643.7497,1643.7497,248700.0,81760.1101,0
1,301611.SZ,20260204,118.79,4.2787,4.5105,0.56,166.5487,157.0925,29.9923,60.4077,50.0324,0.0842,0.0842,43600.0,14658.2688,13905.1482,5179244.0,1741255.7508,0
2,000885.SZ,20260204,13.84,0.8376,2.9749,0.66,7.785,7.4654,0.97,1.3442,1.3107,2.5723,2.5723,64207.8255,64207.8255,18077.3891,888636.3049,888636.3049,0
3,605098.SH,20260204,45.74,0.5542,1.3495,0.53,20.3094,18.8877,6.0251,6.9624,6.9363,4.9191,4.9191,11925.11,11925.11,4897.5398,545454.5314,545454.5314,0
4,301568.SZ,20260204,49.4,5.4152,5.4152,0.79,65.9789,49.6484,5.0577,14.6295,11.4886,1.1262,1.1262,10325.84,4759.936,4759.936,510096.496,235140.8384,0
5,301095.SZ,20260204,74.25,2.7657,4.8998,0.74,185.2642,135.7129,4.7412,27.1929,21.6385,0.3313,0.3313,20028.1088,17450.4335,9850.1056,1487087.0784,1295694.6874,0
6,002400.SZ,20260204,11.68,23.5269,29.0701,0.82,201.7451,192.4616,4.0905,0.9857,0.9424,0.2483,0.2483,174333.7128,172616.4618,139701.2883,2036217.7655,2016160.2738,0
7,600984.SH,20260204,4.56,8.541,14.0282,1.69,,,1.7195,2.1023,2.2788,,,125704.3925,125704.3925,76534.8182,573212.0298,573212.0298,0
8,603605.SH,20260204,71.65,0.7732,1.5339,0.5,18.2808,17.974,5.3521,2.6323,2.6005,2.7631,2.7631,39597.5998,39597.5998,19961.1703,2837168.0257,2837168.0257,0
9,600986.SH,20260204,14.81,39.2149,45.2508,1.26,139.6215,173.7936,4.216,2.8598,2.8573,,,148737.4062,148737.4062,128897.8046,2202800.9858,2202800.9858,0
10,600848.SH,20260204,11.49,0.4786,1.2701,0.63,26.4308,18.3341,1.481,2.6104,2.6577,1.7406,1.7406,252248.7004,239391.2273,90210.3939,2898337.5676,2750605.2017,0
11,603456.SH,20260204,17.95,1.1613,2.0868,0.78,26.3416,22.0863,1.8236,3.0937,2.981,2.7613,2.7613,88944.6028,88944.6028,49496.4796,1596555.6203,1596555.6203,0
12,000988.SZ,20260204,76.46,4.8794,6.0247,1.08,62.9783,47.917,7.0498,6.5659,5.5932,0.2616,0.2616,100550.2707,100498.5657,81394.0143,7688073.6977,7684120.3334,0
13,603025.SH,20260204,16.25,2.0958,11.8348,3.04,31.0578,26.1888,6.9593,7.1754,6.3818,2.1394,2.1394,111665.4773,110917.4773,19642.0369,1814564.0061,1802409.0061,0
14,600023.SH,20260204,4.97,0.5638,2.1025,0.76,8.5951,9.1505,0.8958,0.7573,0.8276,6.841,6.841,1340873.2749,1340873.2749,359556.5748,6664140.1763,6664140.1763,0
15,002683.SZ,20260204,47.8,2.4462,3.6443,1.3,40.465,40.3063,5.4508,2.661,1.9189,1.3484,1.3484,76000.2247,66463.4937,44614.0464,3632810.7407,3176954.9989,0
