,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,603166.SH,20260113,15.83,3.7296,9.1346,,55.163,35.7489,3.9987,6.2035,5.2392,0.6229,0.6229,64565.0651,64071.5651,26160.0811,1022064.9805,1014252.8755,0
1,600156.SH,20260113,8.06,2.3058,3.8631,,,,8.2061,4.1685,3.4515,0.1241,0.1241,40211.0702,40211.0702,24000.639,324101.2258,324101.2258,0
2,002549.SZ,20260113,21.71,9.2762,16.8158,,,251.1232,7.2998,25.6718,23.42,0.0,,69534.7901,69235.9526,38193.0835,1509600.2931,1503112.5309,0
3,002373.SZ,20260113,12.96,6.2055,8.5374,,,,1.7896,2.8251,2.8857,0.0,,158018.8215,137759.4126,100131.8023,2047923.9266,1785361.9873,0
4,603860.SH,20260113,31.41,1.8742,3.4861,,46.9392,47.7665,2.6203,8.0566,8.3271,0.5326,0.5326,6668.0,6668.0,3584.8,209441.88,209441.88,0
5,002003.SZ,20260113,10.38,0.7119,1.0513,,17.6211,18.696,2.6864,2.64,2.6108,3.7887,3.7887,118888.9653,102210.0868,69213.3306,1234067.4598,1060940.701,0
6,603230.SH,20260113,12.81,2.3495,8.3055,,13.3951,18.5498,1.62,2.5008,2.6527,3.7471,3.7471,35352.3,35352.3,10000.67,452862.963,452862.963,0
7,301289.SZ,20260113,60.35,2.4114,9.8155,,62.5314,53.9318,4.763,15.8971,14.1223,0.6794,0.6794,7800.0,7755.21,1905.21,470730.0,468026.9235,0
8,000920.SZ,20260113,12.75,1.3539,2.8991,,30.4827,24.9164,3.0785,3.4558,3.0569,1.6235,1.6235,47262.1118,47259.8618,22070.1104,602591.9255,602563.238,0
9,300019.SZ,20260113,21.87,5.6358,9.4735,,36.1957,27.8957,3.2146,2.7216,2.338,1.3717,1.3717,39311.67,33753.7896,20080.3344,859746.2229,738195.3786,0
10,300024.SZ,20260113,18.6,4.085,5.4909,,,,6.7789,7.0365,7.417,0.0,,156561.995,153992.6904,114565.4733,2912053.107,2864264.0414,0
11,920061.BJ,20260113,30.81,5.5237,10.0677,,108.6156,391.4847,7.8536,17.4671,21.1283,,,7079.0,3676.44,2017.12,218103.99,113271.1164,0
12,300772.SZ,20260113,19.46,3.7902,6.3424,,32.9414,34.0683,2.3182,0.6898,0.5723,0.3084,0.3084,78684.7705,69782.1899,41702.1899,1531205.6339,1357961.4155,0
13,600392.SH,20260113,23.65,4.6643,6.3236,,200.0727,45.9619,3.1361,3.6456,3.0513,0.6342,0.6342,175282.657,175282.657,129288.376,4145434.8381,4145434.8381,0
14,600475.SH,20260113,24.55,5.3908,17.1368,,33.3226,41.3702,2.7294,2.5752,2.7472,1.8138,1.8138,95596.5729,94288.5729,29660.5809,2346895.8647,2314784.4647,0
15,688543.SH,20260113,73.46,20.6017,20.6017,,77.199,79.7195,6.6799,12.7375,12.618,,,20884.2028,11596.2028,11596.2028,1534153.5377,851857.0577,0
16,000898.SZ,20260113,2.56,0.6098,2.3607,,,,0.5244,0.2282,0.2424,0.0,,936922.1258,795734.6173,205548.1106,2398520.642,2037080.6203,0
17,600546.SH,20260113,10.41,0.9982,2.3714,,9.0979,16.7384,1.2602,0.6981,0.9001,6.6282,6.6282,198245.614,198245.614,83444.9858,2063736.8417,2063736.8417,0
18,301231.SZ,20260113,44.55,36.136,36.136,,,,4.4714,14.1441,11.7237,0.0,,8440.0,5389.925,5389.925,376002.0,240121.1588,0
19,301551.SZ,20260113,35.84,10.412,13.3769,,54.8272,49.5119,5.9533,23.3761,23.7664,1.8834,1.8834,40001.0,15455.372,12029.702,1433635.84,553920.5325,0
20,600961.SH,20260113,18.15,4.0016,6.4453,,24.7575,18.32,5.3139,0.9855,0.9091,0.0,,107287.2703,75181.2398,46677.3173,1947263.9559,1364539.5024,0
21,603596.SH,20260113,56.89,4.022,6.4483,,28.5431,26.0939,4.716,3.4725,2.9452,0.6134,0.6134,60651.082,60651.082,37830.0325,3450440.055,3450440.055,0
22,301137.SZ,20260113,61.79,11.1053,36.0322,,277.5012,226.3979,8.194,7.1424,6.4326,0.1457,0.1457,18181.34,18181.34,5603.5668,1123424.9986,1123424.9986,0
23,605122.SH,20260113,12.99,3.3651,10.1371,,,,1.1158,1.5852,1.923,0.0,,17235.4,17235.4,5721.49,223887.846,223887.846,0
24,301012.SZ,20260113,27.54,9.0189,9.9154,,77.1102,105.4841,4.6511,4.0683,3.8432,0.3683,0.3683,19696.0162,19696.0162,17915.1882,542428.2861,542428.2861,0
25,600828.SH,20260113,8.04,9.0521,60.4897,,374.8695,,1.9807,5.1276,5.7689,0.0,,173198.2546,173136.0181,25909.3184,1392513.967,1392013.5855,0
26,000682.SZ,20260113,12.74,2.8955,4.9452,,24.9754,22.542,3.1049,2.2639,2.1143,0.6436,0.6436,134072.7007,134055.6939,78493.1701,1708086.2069,1707869.5403,0
27,920110.BJ,20260113,37.68,3.6757,5.5463,,32.8157,31.2771,4.116,7.3444,7.4698,,,3900.0,1623.9,1076.2,146952.0,61188.552,0
