,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,001389.SZ,20260206,99.5,6.1259,6.1259,0.83,62.6474,46.677,11.6304,11.3424,8.6639,0.4819,0.4819,42568.75,15115.7957,15115.7957,4235590.625,1504021.6722,0
1,600841.SH,20260206,9.55,4.4177,14.0519,1.02,,,4.1908,2.0493,2.4531,,,138782.1784,104302.4484,32790.941,1325369.8037,996088.3822,0
2,300968.SZ,20260206,13.71,1.0258,2.1909,0.8,106.8945,225.1215,2.9871,4.6434,4.4246,0.3647,0.3647,41338.0,41338.0,19355.6537,566743.98,566743.98,0
3,300634.SZ,20260206,28.46,4.0862,6.851,0.68,55.7987,55.5119,4.4068,7.7725,7.202,0.559,0.559,45121.09,43457.35,25919.5274,1284146.2214,1236796.181,0
4,300295.SZ,20260206,11.99,3.595,3.8451,0.4,,,2.0169,18.521,23.1598,,,18961.3714,16752.5888,15662.9042,227346.8431,200863.5397,0
5,688370.SH,20260206,30.43,4.996,4.996,1.21,46.347,137.2126,1.5793,7.0086,7.4648,1.183,1.183,13710.7879,4374.9116,4374.9116,417219.2758,133128.56,0
6,301106.SZ,20260206,33.1,1.191,3.7746,0.62,35.4069,35.1542,2.642,4.0966,3.7191,1.2026,1.2026,10211.4835,10211.4835,3221.8834,338000.1039,338000.1039,0
7,300126.SZ,20260206,9.08,3.3622,4.9378,1.22,,,2.6423,6.313,5.8866,,,30395.76,21065.2704,14343.4672,275993.5008,191272.6552,0
8,920578.BJ,20260206,24.26,2.919,2.919,0.99,,293.5114,6.915,7.3453,8.6652,,,7647.9097,2300.0,2300.0,185538.2893,55798.0,0
9,301093.SZ,20260206,83.29,4.1057,7.3797,1.15,275.8816,270.0091,6.2914,23.322,22.6107,0.1847,0.1847,16420.1624,15693.3991,8731.1405,1367635.3263,1307103.211,0
10,600827.SH,20260206,9.12,0.9142,2.0853,0.83,10.381,67.0233,0.8204,0.588,0.648,2.9057,2.9057,178416.8117,160444.992,70337.9552,1627161.3227,1463258.327,0
11,300718.SZ,20260206,78.78,1.5771,2.4144,0.87,102.7425,95.0193,14.0525,20.6935,19.0207,0.5087,0.5087,29877.903,19384.2033,12661.9438,2353781.1983,1527087.536,0
12,600330.SH,20260206,15.5,14.9186,18.3946,0.9,215.4822,875.8202,2.3841,6.2252,6.4378,0.14,0.14,123343.4416,123343.4416,100035.6343,1911823.3448,1911823.3448,0
13,300378.SZ,20260206,48.17,4.5676,5.7221,0.76,84.0419,83.3992,5.7443,5.6124,5.5146,0.0619,0.0619,27155.183,26953.958,21515.5404,1308065.1651,1298372.1569,0
14,000708.SZ,20260206,15.14,0.2046,1.267,0.37,14.9082,13.5972,1.8855,0.6997,0.7148,4.6712,4.6712,504715.8005,504715.8005,81506.5305,7641397.2196,7641397.2196,0
15,603501.SH,20260206,115.95,1.0496,1.6671,0.95,43.8197,35.0212,4.6175,5.6595,5.0909,0.5321,0.5321,125591.7121,121011.7121,76191.2109,14562359.018,14031308.018,0
