,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,920553.BJ,20260127,10.72,1.8498,2.9759,,100.1336,61.6808,4.3613,3.4935,3.3902,0.7463,0.7463,14369.046,9186.5218,5710.328,154036.1731,98479.5137,0
1,688690.SH,20260127,28.1,1.6104,2.7649,,136.9717,76.3572,6.053,14.502,12.5597,0.2225,0.2225,40381.4765,40381.4765,23519.5328,1134719.4897,1134719.4897,0
2,300995.SZ,20260127,39.8,3.6534,6.4639,,385.5256,210.5299,5.4042,9.6755,9.2579,0.5644,0.5644,8414.686,6004.0479,3393.4439,334904.5028,238961.1064,0
3,688533.SH,20260127,33.51,1.7976,6.7366,,23.2057,30.2325,3.3065,1.966,1.8711,1.3428,1.3428,16285.7655,16285.7655,4345.7667,545736.0019,545736.0019,0
4,301158.SZ,20260127,24.34,6.104,11.1602,,36.8977,27.9059,2.6697,5.4854,5.131,1.3357,1.3357,15037.051,14652.0431,8013.8221,366001.8213,356630.7291,0
5,601118.SH,20260127,6.66,2.5273,7.09,,275.6675,98.7159,2.9398,0.5738,0.5618,0.1637,0.1637,427942.7797,427942.7797,152541.5773,2850098.9128,2850098.9128,0
6,603285.SH,20260127,32.28,6.817,6.817,,32.7574,38.3556,3.0804,7.6778,8.2798,0.6196,0.6196,16000.0,6229.678,6229.678,516480.0,201094.0058,0
7,000989.SZ,20260127,8.95,1.5772,2.2432,,35.4329,60.1171,2.0984,3.2305,3.9584,3.3141,3.3141,85594.2012,69415.3753,48807.3573,766068.1007,621267.6089,0
8,601179.SH,20260127,15.39,8.3522,17.3542,,74.8348,65.417,3.4867,3.5575,3.2909,0.6173,0.4483,512588.2352,512588.2352,246696.7667,7888732.9397,7888732.9397,0
9,300453.SZ,20260127,9.51,3.1923,3.6714,,21.8335,20.3095,3.5977,3.309,3.1311,3.1555,3.1555,52208.4275,35985.9715,31290.6007,496502.1455,342226.589,0
10,300991.SZ,20260127,39.79,2.2261,2.9999,,291.138,224.9948,8.9776,8.3118,7.9678,0.0754,0.0754,14400.0,9214.2,6837.6,572976.0,366633.018,0
11,301008.SZ,20260127,36.7,4.3436,8.4699,,91.6093,141.644,3.212,4.6806,4.1882,0.2346,0.2346,13096.3234,11584.3234,5940.789,480635.0688,425144.6688,0
12,002194.SZ,20260127,13.53,5.1416,6.5947,,173.6212,,3.7198,6.2364,6.3787,0.5174,0.5174,68328.5806,51089.3775,39832.3872,924485.6955,691239.2776,0
13,002322.SZ,20260127,13.38,1.8262,2.6651,,17.6253,21.399,1.8822,4.5431,4.5277,4.7707,4.7707,36552.797,35139.9679,24078.2293,489076.4239,470172.7705,0
14,300056.SZ,20260127,9.18,6.5846,7.2345,,,,23.9789,7.5939,7.7718,,,38549.0443,38515.0243,35055.1838,353880.2267,353567.9231,0
15,300567.SZ,20260127,148.97,8.064,9.7915,,,,11.7931,16.2466,13.8674,,,27974.5187,22704.8081,18699.0268,4167364.0507,3382335.2627,0
16,002231.SZ,20260127,0.66,0.6658,0.7406,,,,2.7957,0.7859,3.5977,,,34685.0017,30782.5717,27672.3017,22892.1011,20316.4973,-1
17,688502.SH,20260127,416.18,6.8072,6.8072,,618.6289,387.4052,18.2572,43.7014,34.844,0.0813,0.0813,5280.0,1680.0,1680.0,2197430.4,699182.4,0
18,600795.SH,20260127,4.67,1.9098,4.3116,,8.4724,11.2299,1.4014,0.4648,0.4884,4.4968,4.4968,1783561.9082,1783561.9082,789997.4544,8329234.1113,8329234.1113,0
19,300965.SZ,20260127,63.79,1.7554,6.0369,,143.1246,115.1823,3.1478,21.2604,18.4198,0.9092,0.9092,6000.0,5571.375,1619.995,382740.0,355398.0113,0
20,300922.SZ,20260127,23.86,3.429,4.0869,,90.8829,89.5637,4.0598,16.4313,15.2627,0.7378,0.7378,15876.236,12467.9228,10460.9663,378806.991,297484.638,0
21,300614.SZ,20260127,15.36,5.5563,9.7276,,,,2.3293,5.4515,6.0017,,,16044.0679,16044.0679,9164.2275,246436.8829,246436.8829,0
22,001696.SZ,20260127,21.85,2.5097,3.1734,,54.2293,30.2207,4.563,2.4095,1.976,0.9153,0.9153,114502.692,89139.8225,70495.3225,2501883.8202,1947705.1216,0
