,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,300068.SZ,20260112,17.1,7.3797,8.4555,1.43,,,3.9958,1.9242,2.546,0.0,,89836.7299,85317.9734,74463.1932,1536208.0813,1458937.3451,0
1,920491.BJ,20260112,32.33,7.4611,8.0305,1.47,52.058,49.7956,4.3467,7.3938,6.789,,,14114.318,11557.5071,10738.0269,456315.9009,373654.2045,0
2,603829.SH,20260112,23.23,6.0495,16.8958,1.09,34.2937,38.0768,2.8854,2.0301,1.8994,0.4622,0.4622,18626.6159,18626.6159,6669.2459,432696.2874,432696.2874,0
3,002646.SZ,20260112,8.89,1.531,2.6357,1.39,101.0855,655.172,1.4881,3.3943,3.709,0.1245,0.1245,47910.7974,47592.9624,27644.6584,425926.9889,423101.4357,0
4,003025.SZ,20260112,14.71,2.3823,3.9969,1.14,22.9782,28.8279,3.3656,6.6948,6.1253,1.2463,1.2463,28395.3558,22641.5928,13494.9256,417695.6838,333057.8301,0
5,300552.SZ,20260112,38.0,19.8126,24.4037,0.89,,,4.5097,8.7068,8.1265,0.0,,21313.3112,13776.2426,11184.4942,809905.8256,523497.2188,0
6,300801.SZ,20260112,32.58,15.0894,23.0674,1.08,59.0189,56.6616,2.8364,3.0175,2.525,0.3025,0.3025,21843.0,13649.1125,8928.4925,711644.94,444688.0853,0
7,601369.SH,20260112,10.12,1.0921,2.867,1.08,16.7452,17.5663,1.9855,1.6971,1.7145,4.249,4.249,172347.4492,170621.1292,64992.2669,1744156.1859,1726685.8275,0
8,002518.SZ,20260112,52.61,3.7127,9.1454,1.17,77.703,63.3955,6.5821,7.365,6.308,0.4372,0.4372,58222.5094,56514.0414,22942.6516,3063086.2195,2973203.7181,0
9,600597.SH,20260112,8.2,0.9774,2.0211,1.51,15.6548,16.3134,1.1961,0.4656,0.4691,1.9512,1.9512,137847.3763,137845.5363,66659.4767,1130348.4857,1130333.3977,0
10,603515.SH,20260112,18.62,0.2278,1.5207,0.88,15.3382,16.1345,2.0799,1.9517,1.9967,4.8119,4.8119,74381.7633,73628.4029,11031.1893,1384988.4326,1370960.862,0
11,603105.SH,20260112,9.86,4.6397,7.7471,2.07,25.4669,25.4496,2.3122,7.1569,6.9514,2.0284,2.0284,50000.9102,50000.9102,29944.9102,493008.9746,493008.9746,0
12,603132.SH,20260112,15.41,0.8065,4.9419,1.29,31.5977,31.8632,4.7783,9.7923,9.324,2.7255,2.7255,97800.0,97800.0,15960.0,1507098.0,1507098.0,0
13,002913.SZ,20260112,42.37,1.7309,5.2383,1.22,38.0619,37.6734,3.047,2.945,2.5419,1.4161,1.4161,31736.0504,30168.5174,9968.5174,1344656.4554,1278240.0822,0
14,600956.SH,20260112,7.45,0.3634,2.95,1.49,20.103,19.3698,1.4133,1.5731,1.6786,2.8188,2.8188,451269.3073,234808.8677,28924.7424,3361956.3394,1749326.0644,0
15,601818.SH,20260112,3.46,0.4899,1.4437,1.16,4.903,5.0729,0.411,1.5097,1.6061,5.4624,5.4624,5908555.1061,4640681.5561,1574705.0464,20443600.6671,16056758.1841,0
16,600926.SH,20260112,15.39,0.6106,0.9007,0.72,6.5692,5.8725,0.8567,2.9067,2.8778,4.2885,4.2885,724900.2548,724900.2548,491383.3604,11156214.9214,11156214.9214,0
17,002166.SZ,20260112,8.72,2.8255,4.727,1.32,39.6717,49.0721,2.102,3.6499,3.4509,1.1232,1.1232,74160.9425,73984.5425,44223.3158,646683.4186,645145.2106,0
18,920047.BJ,20260112,23.27,2.4087,2.636,1.37,,,21.6524,88.5069,90.8135,,,27427.1974,18010.6427,16457.4419,638230.8835,419107.6556,0
19,000529.SZ,20260112,6.09,1.5093,3.4064,1.28,29.1951,34.2409,1.1217,1.5222,1.6596,1.9704,1.9704,58379.033,56988.4377,25250.7268,355528.311,347059.5856,0
20,300559.SZ,20260112,14.3,6.592,8.9319,1.73,157.0064,164.4056,4.7226,13.2888,13.2425,1.049,1.049,39951.4567,31113.6833,22962.8091,571305.8308,444925.6712,0
21,603189.SH,20260112,22.36,6.6501,10.9807,1.89,575.2726,1049.4383,3.999,18.0219,22.7606,0.6645,0.6645,26954.8349,26954.8349,16324.3649,602710.1084,602710.1084,0
22,688426.SH,20260112,26.18,3.1784,3.1784,1.12,,,2.118,23.3968,17.6177,,,11249.3716,3842.7568,3842.7568,294508.5485,100603.373,0
23,001389.SZ,20260112,83.6,6.3266,6.3266,1.59,52.6364,39.2181,9.7719,9.5299,7.2795,0.5736,0.5736,42568.75,15115.7957,15115.7957,3558747.5,1263680.5205,0
24,600841.SH,20260112,6.43,1.1194,3.5607,0.92,,,2.8217,1.3798,1.6517,0.0,,138782.1784,104302.4484,32790.941,892369.4071,670664.7432,0
