,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,002166.SZ,20260122,9.0,1.042,1.7432,0.66,40.9456,50.6478,2.1695,3.7671,3.5617,1.0882,1.0882,74160.9425,73984.5425,44223.3158,667448.4825,665860.8825,0
1,920047.BJ,20260122,22.15,1.5139,1.6568,0.96,,,20.6102,84.247,86.4426,,,27427.1974,18010.6427,16457.4419,607512.4224,398935.7358,0
2,000529.SZ,20260122,6.14,1.6163,3.6479,1.51,29.4348,34.522,1.1309,1.5347,1.6732,1.9544,1.9544,58379.033,56988.4377,25250.7268,358447.2626,349909.0075,0
3,300559.SZ,20260122,13.16,2.246,3.0265,0.47,144.4898,151.2992,4.3461,12.2294,12.1868,1.1398,1.1398,39951.4567,31113.6833,23089.72,525761.1702,409456.0722,0
4,603189.SH,20260122,21.73,4.2043,6.9421,1.17,559.0641,1019.8701,3.8863,17.5142,22.1193,0.6838,0.6838,26954.8349,26954.8349,16324.3649,585728.5624,585728.5624,0
5,688426.SH,20260122,27.88,2.4882,2.4882,0.84,,,2.2555,24.9161,18.7617,,,11249.3716,3842.7568,3842.7568,313632.4802,107136.0596,0
6,001389.SZ,20260122,105.06,20.2682,20.2682,3.24,66.1481,49.2853,12.2803,11.9763,9.1481,0.4564,0.4564,42568.75,15115.7957,15115.7957,4472272.875,1588065.4962,1
7,600841.SH,20260122,7.7,11.5592,36.7677,2.88,,,3.379,1.6523,1.9779,,,138782.1784,104302.4484,32790.941,1068622.7737,803128.8527,0
8,300968.SZ,20260122,14.97,1.9187,4.0979,0.86,116.7185,245.811,3.2616,5.0701,4.8313,0.334,0.334,41338.0,41338.0,19355.6537,618829.86,618829.86,0
9,300634.SZ,20260122,30.23,5.1312,8.6031,0.55,59.2689,58.9643,4.6809,8.2559,7.6499,0.5263,0.5263,45121.09,43457.35,25919.5274,1364010.5507,1313715.6905,0
10,300295.SZ,20260122,13.38,3.8098,4.0749,0.71,,,2.2507,20.6681,25.8448,,,18961.3714,16752.5888,15662.9042,253703.1493,224149.6381,0
11,688370.SH,20260122,27.98,3.6267,3.6267,1.23,42.6155,126.1653,1.4522,6.4443,6.8638,1.2866,1.2866,13710.7879,4374.9116,4374.9116,383627.8454,122410.0266,0
12,301106.SZ,20260122,33.33,1.5241,4.8304,0.73,35.6529,35.3984,2.6604,4.1251,3.745,1.1943,1.1943,10211.4835,10211.4835,3221.8834,340348.7451,340348.7451,0
13,300126.SZ,20260122,9.58,9.7937,14.3833,1.95,,,2.7878,6.6607,6.2108,,,30395.76,21065.2704,14343.4672,291191.3808,201805.2904,0
14,920578.BJ,20260122,26.54,2.8056,2.8056,0.52,,321.0962,7.5649,8.0356,9.4796,,,7647.9097,2300.0,2300.0,202975.5234,61042.0,0
15,301093.SZ,20260122,74.78,6.3113,11.2929,0.92,247.6939,242.4214,5.6486,20.9392,20.3005,0.2057,0.2057,16420.1624,15693.3991,8770.6805,1227899.7443,1173552.3847,0
16,600827.SH,20260122,9.19,0.7235,1.6503,0.74,10.4607,67.5378,0.8267,0.5925,0.6529,2.8836,2.8836,178416.8117,160444.992,70337.9552,1639650.4995,1474489.4765,0
17,300718.SZ,20260122,82.96,3.2549,4.9829,0.75,108.1939,100.0609,14.7981,21.7914,20.0299,0.4831,0.4831,29877.903,19384.2033,12661.9438,2478670.8329,1608113.5058,0
18,600330.SH,20260122,13.17,11.7925,14.5401,1.45,183.0904,744.1646,2.0257,5.2894,5.4701,0.1648,0.1648,123343.4416,123343.4416,100035.6343,1624433.1259,1624433.1259,1
19,300378.SZ,20260122,57.29,6.2613,7.8439,0.57,99.9535,99.1892,6.8318,6.675,6.5587,0.052,0.052,27155.183,26953.958,21515.5404,1555720.4341,1544192.2538,0
20,000708.SZ,20260122,16.11,0.3111,1.9263,1.05,15.8634,14.4684,2.0063,0.7446,0.7606,4.3899,4.3899,504715.8005,504715.8005,81506.5305,8130971.5461,8130971.5461,0
21,603501.SH,20260122,128.84,1.5701,2.4938,0.98,48.6868,38.911,5.1329,6.2881,5.6563,0.4789,0.4789,125580.6008,121000.6008,76180.0996,16179804.6071,15589717.4071,0
