,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,300876.SZ,20260120,30.75,2.5416,3.9585,,,,3.3271,6.7881,6.3081,0.0,,10871.9904,8110.4904,5207.3104,334313.7048,249397.5798,0
1,603048.SH,20260120,21.99,1.4986,5.2544,,60.5269,52.703,2.5304,5.0097,4.5559,1.2663,1.2663,14688.0,14688.0,4189.25,322989.12,322989.12,0
2,601015.SH,20260120,3.95,3.8991,10.4702,,,,1.4308,0.5533,0.7326,0.0,,204249.7639,204249.7639,76062.3145,806786.5674,806786.5674,0
3,603270.SH,20260120,27.53,6.7669,6.7669,,60.5972,48.3996,2.7377,4.4505,3.3439,1.2713,0.9081,21910.6667,7071.6667,7071.6667,603200.6543,194682.9843,0
4,301071.SZ,20260120,39.16,13.5367,19.4608,,50.752,145.1534,1.9256,14.8528,18.5431,0.3745,0.3745,26027.2313,19459.4167,13535.7502,1019226.3777,762030.758,0
5,601666.SH,20260120,8.22,1.0365,2.1506,,8.6391,34.7409,0.8838,0.6703,0.932,6.948,6.948,246936.0728,246936.0728,119014.329,2029814.5184,2029814.5184,0
6,300789.SZ,20260120,23.96,2.9831,3.9041,,47.2944,59.7148,3.2348,5.3871,5.8214,0.6344,0.6344,14384.9057,9889.5953,7556.4897,344662.3406,236954.7034,0
7,301192.SZ,20260120,30.9,3.7469,6.5109,,73.7671,76.6996,4.9782,7.3105,6.8173,0.8091,0.8091,9990.0,4786.875,2754.75,308691.0,147914.4375,0
8,003001.SZ,20260120,21.25,2.0801,2.7563,,59.3611,76.116,3.0891,4.7018,5.4663,0.944,0.944,17434.8474,10568.3331,7975.9072,370490.5073,224577.0784,0
9,603730.SH,20260120,10.32,2.721,14.1577,,27.6414,35.5426,4.8587,3.477,3.4821,2.6088,2.6088,214858.5282,214858.5282,41293.565,2217340.011,2217340.011,0
10,688707.SH,20260120,14.72,2.1062,3.022,,,,1.8328,3.8185,4.7742,,,50874.0205,50874.0205,35457.3393,748865.5818,748865.5818,0
11,300752.SZ,20260120,19.28,3.4757,4.192,,41.414,58.2664,3.6155,3.3371,2.9953,0.0,,22849.8956,15726.455,13039.0999,440545.9872,303206.0524,0
12,920873.BJ,20260120,8.79,4.1356,4.4161,,,,4.7016,18.5116,15.9406,,,15338.7002,11020.3517,10320.3517,134827.1748,96868.8914,0
13,300445.SZ,20260120,25.3,4.5875,6.3747,,42.8515,41.2373,4.2271,9.3404,8.7936,0.3557,0.3557,21243.0013,14206.4743,10223.6178,537447.9329,359423.7998,0
14,000025.SZ,20260120,18.57,2.7019,5.8573,,58.5871,52.6125,4.4289,3.0626,4.6725,0.5385,0.5385,43105.832,39277.832,18118.6699,800475.3002,729389.3402,0
15,300017.SZ,20260120,11.26,3.2449,3.6811,,41.0563,32.1423,2.7314,5.6151,5.7526,2.2064,2.2064,245944.9777,230614.1629,203286.4648,2769340.4489,2596715.4743,0
16,300867.SZ,20260120,19.86,2.2488,2.7942,,29.6344,21.9493,1.3936,3.4118,3.4285,0.3424,0.3424,27174.1053,19162.7822,15422.9304,539677.7313,380572.8545,0
17,300803.SZ,20260120,129.45,2.9186,4.8737,,755.6205,238.4979,29.1976,64.9931,49.8567,0.0,,60821.524,59865.4702,35849.6225,7873346.2818,7749585.1174,0
18,002077.SZ,20260120,16.85,8.7101,17.1487,,413.8283,220.1401,2.9163,29.078,26.6873,0.0,,58034.8513,58034.8513,29476.9403,977887.2444,977887.2444,0
19,300256.SZ,20260120,4.14,1.61,3.292,,,,10.1194,7.8153,6.0347,0.0,,226839.3386,224339.3386,109716.933,939114.8618,928764.8618,0
20,002187.SZ,20260120,9.14,18.1922,42.769,,134.5608,,1.5881,1.1588,1.5105,0.4396,0.4396,70089.4633,70089.4633,29813.1798,640617.6946,640617.6946,0
21,002895.SZ,20260120,39.38,2.6012,4.8652,,25.0187,19.1614,3.24,4.052,3.0931,3.5047,3.5047,60766.6683,59662.6783,31899.2083,2392991.3977,2349516.2715,0
22,603129.SH,20260120,272.66,0.8983,1.4063,,28.2667,23.0377,5.776,2.7664,2.2507,1.412,1.412,15257.7663,15257.7663,9746.1583,4160182.5594,4160182.5594,0
23,300469.SZ,20260120,61.51,2.779,3.4226,,,,40.0695,56.8203,56.1994,0.0,,24823.8824,24823.2554,20155.2931,1526917.0064,1526878.4397,0
24,300532.SZ,20260120,12.52,1.3877,2.1392,,20.5637,25.2088,3.1961,2.4011,2.7896,2.3924,2.3924,45402.8786,43177.8785,28010.3843,568444.0401,540587.0388,0
25,002154.SZ,20260120,3.92,1.6598,2.1704,,11.5577,18.1227,1.2619,1.1101,1.1223,1.2755,1.2755,145933.3729,117977.2578,90226.3547,572058.8218,462470.8506,0
26,600198.SH,20260120,10.64,6.9038,14.5751,,497.2688,201.4078,50.588,14.7182,13.2708,0.0,,130360.3541,130194.9804,61670.072,1387034.1676,1385274.5915,-1
27,600556.SH,20260120,7.45,11.1768,18.2897,,261.5688,619.8156,3.5014,3.312,3.5861,0.1154,0.1154,180774.7642,180774.7642,110470.798,1346771.9933,1346771.9933,0
28,603995.SH,20260120,19.1,1.6409,3.1738,,8.6724,10.4042,1.2215,0.1668,0.1644,4.1655,4.1655,36561.7895,36561.7895,18902.9998,698330.1795,698330.1795,0
29,301617.SZ,20260120,82.04,3.1403,4.0768,,51.443,62.7931,6.4914,8.2567,7.8631,0.8064,0.8064,13364.0,5304.0,4085.666,1096382.56,435140.16,0
30,300475.SZ,20260120,164.24,7.4943,8.9195,,289.1364,294.6824,22.574,3.1458,2.2351,0.056,0.056,46488.5767,44537.9767,37421.3031,7635283.8372,7314917.2932,0
31,920926.BJ,20260120,17.65,1.0246,3.4845,,44.0269,45.2909,5.7536,3.2491,3.2578,,,8836.1737,8018.2379,2357.6617,155958.4658,141521.8989,0
32,300253.SZ,20260120,11.63,10.85,12.1616,,293.1581,,4.5669,9.2611,11.9029,0.128,0.128,221552.8836,182398.0515,162726.1769,2576660.0363,2121289.3389,0
33,000985.SZ,20260120,20.45,1.9839,5.4352,,179.1861,,4.3108,1.3462,1.3983,0.3178,0.3178,12963.95,12963.95,4731.89,265112.7775,265112.7775,0
34,002765.SZ,20260120,12.79,3.4552,4.5706,,67.1123,43.6205,3.1734,2.3589,2.2488,0.3909,,65212.809,59588.514,45045.842,834071.8271,762137.0941,0
35,603929.SH,20260120,145.62,4.7221,11.6446,,48.8585,48.5961,16.6454,5.7743,7.6308,1.3734,1.3734,21336.0,21336.0,8652.2,3106948.32,3106948.32,0
36,300374.SZ,20260120,16.98,6.5245,9.8023,,,,5.1296,2.1967,2.1388,0.0,,24591.2337,19493.46,12974.9608,417559.1482,330998.9508,0
37,002718.SZ,20260120,61.5,6.5399,10.5055,,,,8.8959,12.7505,15.1489,0.0,,12944.7829,5450.589,3393.1124,796104.1484,335211.2235,0
38,603350.SH,20260120,39.58,4.5015,6.1896,,41.9185,38.0779,3.5017,3.0159,2.3827,3.1521,3.1521,11645.5,4400.0,3200.0,460928.89,174152.0,0
39,300835.SZ,20260120,71.32,8.4326,9.7142,,76.5793,58.6712,7.122,7.2683,6.7162,0.2725,0.2725,11924.754,8228.3726,7142.819,850473.4553,586847.5338,0
40,920575.BJ,20260120,9.69,4.1829,4.1845,,,,8.4105,3073.873,1763.2011,,,28094.0,18783.868,18776.7239,272230.86,182015.6809,0
41,300124.SZ,20260120,79.38,1.4217,1.7646,,50.1459,41.4401,6.2501,5.8017,4.9623,0.5139,0.5139,270722.8612,239856.6768,193252.2964,21489980.7221,19039823.0044,0
42,603700.SH,20260120,13.96,2.2944,3.299,,53.2546,30.1446,1.7259,1.8603,1.6526,1.4322,1.4322,19996.1934,19996.1934,13907.0405,279146.8599,279146.8599,0
43,002960.SZ,20260120,11.3,1.5911,2.9166,,28.0172,38.6711,1.5703,2.0093,2.0776,1.4648,1.4648,87533.9387,74771.9151,40790.7242,989133.5073,844922.6406,0
44,920802.BJ,20260120,16.54,3.7141,3.8897,,59.8744,56.5914,3.1317,7.0155,6.7274,,,8200.829,2209.8593,2110.1043,135641.7117,36551.0728,0
45,300594.SZ,20260120,22.57,4.2203,6.8685,,,,2.5097,2.3537,2.4874,0.0,,9187.345,9099.8125,5591.3125,207358.3767,205382.7681,0
46,002734.SZ,20260120,17.66,6.4186,7.7215,,103.2888,20.002,2.1925,1.9831,1.8706,1.2406,1.2406,47583.9624,43434.5795,36105.6442,840332.776,767054.674,0
47,002729.SZ,20260120,18.17,6.0415,8.97,,90.5807,79.9258,6.0554,8.8344,7.8685,0.3082,0.1541,18296.992,17546.3711,11817.7486,332456.3446,318817.5629,0
48,000045.SZ,20260120,12.4,1.3383,2.7433,,70.2785,89.8361,2.111,1.8832,1.9159,0.5726,0.5726,50652.1849,45702.1849,22295.2413,628087.0928,566707.0928,0
