,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,301535.SZ,20260106,22.68,11.6088,11.6088,1.25,89.8643,77.0249,8.3701,14.1494,12.5811,0.5203,0.5203,42529.4118,6379.4118,6379.4118,964567.0596,144685.0596,0
1,603067.SH,20260106,34.5,8.6346,13.762,2.46,51.8555,47.2865,7.0597,6.0297,5.7156,0.3908,0.3908,71076.0277,71076.0277,44594.521,2452122.9557,2452122.9557,0
2,601677.SH,20260106,15.22,3.3733,3.9659,1.22,10.8245,10.8674,1.0196,0.5856,0.548,1.7675,1.4389,124352.3627,121800.6627,103600.0459,1892642.9603,1853806.0863,0
3,300379.SZ,20260106,1.34,9.8303,10.0255,0.36,,,0.2449,0.9867,0.8466,0.0,,55792.2828,52663.7564,51638.5483,74761.659,70569.4336,0
4,001289.SZ,20260106,15.28,0.0826,3.1229,1.17,20.1312,24.2695,1.7015,3.4459,3.8779,2.1453,2.1453,835981.6164,504193.4164,13333.6023,12773799.0986,7704075.4026,0
5,000685.SZ,20260106,12.13,2.2662,4.488,1.15,14.9256,12.8888,0.9954,3.1512,3.233,3.5436,3.5436,147511.1351,125396.2161,63317.5459,1789310.0688,1521056.1013,0
6,002986.SZ,20260106,11.54,4.4499,5.1981,5.96,14.2863,,1.1509,0.5696,0.5966,2.6228,2.6228,38012.1392,30195.4692,25849.1202,438660.0864,348455.7146,0
7,301325.SZ,20260106,52.31,4.466,4.466,1.35,245.186,,2.6577,4.4304,4.6577,0.0,,14389.266,5789.47,5789.47,752702.5045,302847.1757,0
8,300268.SZ,20260106,13.41,2.4481,3.4956,1.63,,,,0.6835,1.0394,0.0,,17420.0,13370.75,9364.1581,233602.2,179301.7575,0
9,600202.SH,20260106,5.81,2.3935,3.6282,1.33,302.7936,,2.7584,1.583,1.7236,0.1721,0.1721,38334.0672,38334.0672,25289.1287,222720.9304,222720.9304,0
10,600675.SH,20260106,2.77,0.5682,2.0313,1.26,,29.7932,1.1409,2.4067,1.3292,0.0,,604613.5331,604613.5331,169128.0739,1674779.4867,1674779.4867,0
11,603018.SH,20260106,7.71,1.4297,1.4297,1.61,13.7785,15.6793,1.0012,1.1906,1.232,1.2837,1.2837,68379.6403,68379.6403,68379.6403,527207.0267,527207.0267,0
12,301187.SZ,20260106,26.32,2.1501,7.4809,0.8,26.4743,33.67,4.4245,3.8039,3.5101,1.8055,1.8055,25493.3525,25493.27,7327.2475,670985.0378,670982.8664,0
13,002795.SZ,20260106,6.85,11.2322,15.7167,2.01,,,6.7715,3.6755,3.8903,0.0,,44168.7427,43442.8947,31047.1843,302555.8875,297583.8287,1
14,300575.SZ,20260106,5.93,2.0194,2.2912,1.23,241.3238,,1.4328,1.1678,1.1246,0.8215,0.8215,47699.24,34270.8216,30204.6888,282856.4932,203225.9721,0
15,300247.SZ,20260106,5.16,3.09,3.6164,0.78,88.5483,53.9177,3.6723,6.0234,4.797,0.0,,80404.0313,80327.5313,68636.3011,414884.8015,414490.0615,0
16,603038.SH,20260106,16.73,2.1204,3.6438,0.58,194.5766,128.3605,3.2265,4.2629,3.1903,0.2989,0.2989,26867.7106,26867.7106,15635.04,449496.7983,449496.7983,0
17,002030.SZ,20260106,6.2,1.162,1.6996,1.15,,,1.1241,10.2006,11.3672,0.0,,140344.6032,140344.6032,95953.7128,870136.5398,870136.5398,0
18,600157.SH,20260106,1.67,7.1448,8.7621,3.62,23.348,123.7177,0.7742,1.2849,1.5368,0.0,,2181776.4145,2181776.4145,1779047.1763,3643566.6122,3643566.6122,0
19,001208.SZ,20260106,24.21,46.8334,47.5956,0.98,141.7124,134.4277,5.3416,3.7169,3.4904,0.2144,0.2144,63835.0432,26339.7747,25917.9747,1545446.3959,637685.9455,0
20,002772.SZ,20260106,14.66,2.613,4.0964,0.84,45.0281,23.6531,1.6998,2.9789,2.8909,1.9501,1.9501,39324.1359,39011.8153,24884.9782,576491.8323,571913.2123,0
21,603212.SH,20260106,14.39,7.4405,11.8547,0.68,,,2.4635,2.0957,2.3009,0.0,,43749.0636,43749.0636,27458.5933,629549.0252,629549.0252,0
22,920099.BJ,20260106,33.47,4.392,4.878,1.28,22.6301,27.6049,3.0074,4.7266,3.8064,,,7839.9998,3934.828,3542.8328,262404.7933,131698.6932,0
