,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,001979.SZ,20260121,9.76,0.8666,2.2353,,21.789,22.3632,0.8906,0.4917,0.4614,1.9886,1.9886,901603.2171,841402.3219,326203.9367,8799647.3989,8212086.6617,0
1,688472.SH,20260121,16.11,5.002,5.002,,26.1156,45.8029,2.5538,1.2713,1.3568,0.5732,0.5732,364314.0112,134765.4391,134765.4391,5869098.7204,2171071.2239,0
2,603626.SH,20260121,24.27,11.8054,16.7657,,,,6.3133,3.9816,4.1911,,,55487.969,55487.969,39071.3729,1346693.0076,1346693.0076,0
3,688347.SH,20260121,139.52,5.1709,6.1451,,637.0129,4496.4308,5.4474,16.8492,14.7201,,,173761.4193,40775.0,34310.5751,24243193.2207,5688928.0,0
4,688283.SH,20260121,44.99,0.8605,1.714,,147.9669,117.5097,5.6694,24.1863,20.8709,0.5739,0.5739,12180.0,12180.0,6115.2465,547978.2,547978.2,0
5,002635.SZ,20260121,14.38,2.2392,2.8781,,36.2041,67.2668,1.6265,1.9781,2.0245,1.3908,1.3908,65968.6776,39535.1687,30759.1883,948629.5839,568515.7259,0
6,002463.SZ,20260121,74.0,4.0377,5.9063,,55.0405,41.199,10.2102,10.6736,7.9809,0.6753,0.6753,192436.3537,192281.0486,131448.8263,14240290.1738,14228797.5964,0
7,603959.SH,20260121,5.94,3.2333,4.2365,,,,122.6058,2.3934,2.7581,,,49029.8992,49029.8992,37419.3842,291237.6012,291237.6012,0
8,688361.SH,20260121,203.26,3.2612,4.0332,,,2773.5436,14.1527,51.5613,40.2188,,,35016.3237,24829.1056,20076.3563,7117417.9553,5046764.0043,0
9,300624.SZ,20260121,91.5,7.2146,9.0263,,,,16.382,12.2871,11.5679,,,19333.6324,17123.3216,13686.5526,1769027.3646,1566783.9264,0
10,000839.SZ,20260121,2.7,0.9209,1.4489,,,,6.9007,3.117,3.2577,,,391982.6352,391982.6352,249133.8007,1058353.115,1058353.115,0
11,300274.SZ,20260121,162.08,3.1187,3.4625,,30.4474,21.9368,7.8119,4.3159,3.5629,1.2401,1.2401,207321.1424,158970.9449,143185.6649,33602610.7602,25766010.7494,0
12,301356.SZ,20260121,23.03,4.6275,4.6874,,,55.0348,1.6576,5.5798,3.1917,,,21600.0,5481.0,5410.992,497448.0,126227.43,0
13,600152.SH,20260121,7.74,5.3277,8.1791,,,,2.405,2.6805,2.8131,,,52907.9375,52907.9375,34463.4402,409507.4363,409507.4363,0
14,300049.SZ,20260121,73.9,2.738,2.9469,,172.8529,158.982,10.2767,14.5156,13.3191,,,26497.59,23350.1342,21694.6687,1958171.901,1725574.9174,0
15,600540.SH,20260121,4.68,1.3578,2.6509,,,,6.2379,1.6626,0.6277,,,58137.696,58137.696,29779.4219,272084.4173,272084.4173,0
16,300741.SZ,20260121,18.44,0.2544,1.3466,,,,1.6673,8.3703,8.8766,0.5423,0.5423,61588.0,61587.67,11637.67,1135682.72,1135676.6348,0
17,002686.SZ,20260121,6.93,2.4209,4.2404,,172.8883,320.9667,2.3909,2.4245,2.3254,0.1441,0.1441,56623.9133,52273.2608,29843.7027,392403.7192,362253.6973,0
18,300810.SZ,20260121,39.92,4.6771,8.4333,,,,6.3335,19.6591,19.7078,0.0495,0.0495,11805.0,11399.0525,6321.938,471255.6,455050.1758,0
19,920876.BJ,20260121,26.67,1.7156,2.7847,,1105.6119,,6.7927,3.9188,3.4111,,,6418.0659,3856.5839,2376.0506,171169.8176,102855.0926,0
20,600927.SH,20260121,16.18,0.599,3.9076,,40.9508,37.3293,1.7956,1.0836,2.0629,0.5561,0.5561,145555.5556,145555.5556,22312.2187,2355088.8896,2355088.8896,0
21,688157.SH,20260121,37.03,0.6853,1.4527,,67.048,143.667,4.2833,7.7699,7.5023,0.4477,0.4477,15643.108,15643.108,7379.7294,579264.2892,579264.2892,0
22,002587.SZ,20260121,7.03,4.2408,4.6862,,,,3.4447,6.341,5.819,0.2837,0.2837,65154.4156,53269.7717,48206.6827,458035.5417,374486.4951,0
