,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,600967.SH,20260203,16.85,1.1529,2.603,0.69,57.407,54.9333,2.4171,2.9285,2.7108,0.4154,0.4154,170179.4667,170179.4667,75376.6303,2867524.0139,2867524.0139,0
1,920403.BJ,20260203,25.65,10.3814,13.6959,0.7,30.8549,37.9421,5.3702,7.5703,7.8334,0.5569,0.5569,9936.108,5800.158,4396.483,254861.1702,148774.0527,0
2,688765.SH,20260203,73.63,3.057,3.057,0.6,,,8.9919,1043.8849,1125.5352,,,35750.0,4097.8773,4097.8773,2632272.5,301726.7056,0
3,600039.SH,20260203,9.78,0.2044,1.7622,0.57,11.7953,10.9921,1.7194,0.793,0.7828,4.1883,4.1883,869559.0645,869559.0645,100841.0078,8504287.6508,8504287.6508,0
4,000031.SZ,20260203,3.69,2.567,10.3798,0.88,,,1.5608,0.4419,0.4398,,,428631.3339,428630.4701,106002.4087,1581649.6221,1581646.4347,0
5,000738.SZ,20260203,25.86,3.6516,7.2871,0.73,45.3312,65.1143,2.7137,6.2052,6.4918,0.6651,0.6651,131518.4001,131518.4001,65904.221,3401065.8266,3401065.8266,1
6,600888.SH,20260203,8.87,2.4172,4.3271,0.45,10.3478,14.4588,1.1032,1.7007,1.6017,3.044,3.044,140371.3211,140371.3211,78414.9466,1245093.6182,1245093.6182,0
7,600340.SH,20260203,1.63,9.1837,15.1106,1.83,,,,0.2684,0.4644,,,391372.0342,389335.5062,236626.0019,637936.4157,634616.8751,0
8,688489.SH,20260203,42.45,0.5642,1.3439,0.8,116.1127,,2.6755,10.3351,9.5269,0.2597,0.2597,11520.9676,11433.0556,4800.084,489065.0746,485333.2102,0
9,603209.SH,20260203,15.42,1.3445,2.2432,0.64,14.3016,18.8289,1.5078,3.3085,3.2634,1.1164,1.1164,32500.0,32149.1597,19268.6597,501150.0,495740.0426,0
10,603159.SH,20260203,26.65,1.5879,3.5913,0.83,128.0505,569.2961,7.4417,7.6026,8.4467,0.2439,0.2439,14000.0,14000.0,6190.1,373100.0,373100.0,0
11,600812.SH,20260203,5.58,0.739,1.6423,0.48,75.3886,52.3064,1.739,0.97,0.9775,0.5376,0.5376,171573.037,171573.037,77203.1554,957377.5465,957377.5465,0
12,688561.SH,20260203,35.76,1.2634,3.3565,0.85,,,2.9963,5.6096,5.4493,,,68225.2725,68225.2725,25680.5698,2439735.7446,2439735.7446,0
13,600955.SH,20260203,19.55,1.9253,4.1977,0.59,190.012,,1.278,1.1292,1.1867,0.1525,0.1525,55000.0,55000.0,25226.3,1075250.0,1075250.0,0
14,002712.SZ,20260203,6.7,5.0524,8.1248,0.8,,,2.6763,0.5904,0.5117,,,54427.6198,54090.0273,33635.5884,364665.0527,362403.1829,0
15,603566.SH,20260203,14.0,1.9109,2.7931,1.03,52.204,33.7223,1.9305,4.6471,4.3891,4.2344,4.2344,34606.2273,34606.2273,23676.3105,484487.1822,484487.1822,0
16,920208.BJ,20260203,25.62,2.1574,2.5083,1.92,18.6211,18.5166,3.4592,3.5755,3.5227,2.788,2.788,13380.4554,9775.0914,8407.6414,342807.2673,250437.8417,0
17,000061.SZ,20260203,9.48,0.9524,2.6432,0.67,48.9815,56.2152,2.2399,3.3435,2.652,0.6313,0.6313,198496.1198,169693.3006,61139.8363,1881743.2157,1608692.4897,0
18,605507.SH,20260203,26.58,0.7529,1.6437,0.86,19.0041,17.0153,1.7957,2.5215,2.4995,2.2555,2.2555,55882.35,55882.35,25596.3217,1485352.863,1485352.863,0
19,002082.SZ,20260203,15.74,1.5526,2.8355,0.68,173.6619,677.8963,3.5994,6.6705,6.9437,,,61168.9055,55325.2922,30293.8977,962798.5726,870820.0992,0
20,601108.SH,20260203,8.88,1.4157,2.0943,0.58,17.6241,14.1935,1.125,6.5604,5.9701,1.8976,1.8976,464376.3517,464376.3517,313898.5061,4123662.0031,4123662.0031,0
21,920519.BJ,20260203,13.0,1.1297,1.2979,0.49,37.8772,70.9535,2.2679,2.2034,2.6606,0.7597,0.7597,8925.8104,6299.4354,5483.0888,116035.5352,81892.6602,0
22,301229.SZ,20260203,20.29,2.0029,2.6171,0.59,68.7968,95.2797,2.9509,3.7814,3.4786,0.8133,0.8133,18178.0501,12928.064,9894.0037,368832.6365,262310.4186,0
23,301378.SZ,20260203,46.5,31.3734,40.2631,1.64,,,3.4412,10.2423,11.0569,,,9660.0,4591.4531,3577.707,449190.0,213502.5692,0
24,920981.BJ,20260203,33.09,2.2346,3.3935,0.51,427.1499,470.3025,4.9923,4.8177,4.4944,0.4533,0.4533,7646.8,3730.9618,2456.8096,253032.612,123457.526,0
25,601100.SH,20260203,114.68,1.2205,3.4232,1.56,61.2927,54.8354,9.233,16.376,15.0106,0.872,0.872,134082.0992,134082.0992,47806.4023,15376535.1363,15376535.1363,0
