,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,920139.BJ,20260205,21.32,1.33,2.3816,,,,5.3649,20.7977,18.1411,,,26950.7392,25832.2218,14425.5842,574589.7597,550742.9688,0
1,002310.SZ,20260205,2.31,0.7029,1.1048,,,,9.0201,15.804,39.7541,,,599932.2117,419904.9717,267168.7639,1385843.409,969980.4846,0
2,300415.SZ,20260205,25.72,1.327,1.9043,,19.8248,17.4223,3.8646,2.3803,2.1161,1.9068,1.9068,46856.2084,45309.2139,31572.62,1205141.68,1165352.9815,0
3,002569.SZ,20260205,13.9,0.647,0.7633,,,,69.3809,15.1308,16.7379,,,14401.0,13995.6425,11862.2665,200173.9,194539.4308,0
4,600279.SH,20260205,5.44,0.601,1.7392,,12.2054,12.8475,0.9584,1.4751,1.537,0.7353,0.7353,118686.6283,118686.6283,41013.9003,645655.258,645655.258,0
5,002682.SZ,20260205,7.27,11.7777,16.6127,,,,3.7962,1.3625,1.7478,,,56236.8594,56236.0194,39868.7379,408841.9678,408835.861,0
6,600802.SH,20260205,6.47,4.0632,5.8794,,,,2.6783,1.7084,1.713,,,45824.84,45824.84,31669.4293,296486.7148,296486.7148,0
7,300805.SZ,20260205,14.77,20.1155,28.5797,,446.4949,150.9877,4.0155,2.7416,2.5218,0.1353,0.1353,42444.2152,28835.1352,20295.2402,626901.0585,425894.9469,0
8,300520.SZ,20260205,45.99,14.7282,18.7076,,,,7.5902,7.0686,8.1441,,,29203.1018,27800.8433,21887.1999,1343050.6518,1278560.7834,0
9,002330.SZ,20260205,5.26,2.3009,3.8985,,,,1.4588,1.1271,1.0201,,,63531.529,63517.8715,37487.4674,334175.8425,334104.0041,0
10,688577.SH,20260205,73.26,0.8274,2.118,,315.623,207.0064,8.1686,10.6541,9.8355,0.585,0.585,11127.9729,11127.9729,4347.2975,815235.2947,815235.2947,0
11,301151.SZ,20260205,19.63,0.8626,2.613,,43.7285,40.9987,1.6211,3.6269,3.7595,1.5876,1.5876,16900.41,16884.3805,5573.6944,331755.0483,331440.3892,0
12,603599.SH,20260205,15.11,4.7292,8.1025,,17.6621,18.9715,1.3797,2.9626,3.6045,1.7869,1.7869,91026.9345,91026.9345,53130.3942,1375416.9803,1375416.9803,0
