,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,601827.SH,20260129,9.06,0.4567,1.6205,,12.9675,12.0016,1.2732,2.5285,2.6916,2.7042,2.7042,167193.33,167193.33,47119.9159,1514771.5698,1514771.5698,0
1,301267.SZ,20260129,18.86,0.7916,3.0522,,36.9596,35.8892,2.6744,3.934,3.8481,1.629,1.629,84000.0,64844.4383,16817.8875,1584240.0,1222966.1063,0
2,300514.SZ,20260129,13.94,4.8649,6.4409,,14.0688,24.4383,2.6384,2.7599,3.6143,2.1521,2.1521,20000.0,16025.8325,12104.45,278800.0,223400.1051,0
3,600825.SH,20260129,7.03,3.9064,8.0529,,181.5592,169.7742,2.9966,5.1287,5.063,0.1707,0.1707,104488.785,104488.785,50686.785,734556.1586,734556.1586,0
4,688202.SH,20260129,59.57,2.8457,4.8049,,,,3.8787,7.7123,7.4175,,,13435.2184,13435.2184,7957.0429,800335.9601,800335.9601,0
5,000633.SZ,20260129,8.0,6.6008,8.3283,,263.8195,196.1291,15.6797,11.1148,8.5973,,,38510.6373,38510.3523,30522.3948,308085.0984,308082.8184,0
6,002757.SZ,20260129,21.61,23.3361,36.8523,,,,3.1986,1.9163,2.0063,1.6196,1.6196,29545.5913,28205.3921,17860.5654,638480.228,609518.5233,0
7,920719.BJ,20260129,13.21,3.6478,3.9988,,,,2.4193,3.3099,5.3153,,,9309.34,7319.3662,6676.9655,122976.3814,96688.8275,0
8,002007.SZ,20260129,15.78,1.6152,2.6005,,26.5085,30.3993,2.7574,6.5851,6.7575,4.436,4.436,182745.6666,157370.2879,97742.3394,2883726.6189,2483303.1431,0
9,301367.SZ,20260129,82.35,2.0545,3.3686,,47.4865,35.0909,2.4758,8.7478,7.0298,0.4818,0.4818,8960.0,6994.3563,4265.8483,737856.0,575985.2413,0
10,002084.SZ,20260129,4.06,3.4898,5.9394,,,,1.8837,0.9191,0.9579,,,64605.604,64463.4442,37876.0285,262298.7522,261721.5835,0
11,920438.BJ,20260129,46.07,6.9848,11.4567,,94.8443,200.08,6.7275,11.768,12.5236,0.212,0.212,14463.0,13939.405,8498.3919,666310.41,642188.3884,0
12,300072.SZ,20260129,5.1,3.4766,5.5637,,,,1.986,4.9388,4.7379,,,234972.0302,233136.127,145682.6487,1198357.354,1188994.2477,0
13,000825.SZ,20260129,5.44,1.9095,5.2049,,,219.2747,0.9347,0.3087,0.3328,,,569624.7796,569624.7796,208979.3462,3098758.801,3098758.801,0
14,300332.SZ,20260129,5.92,5.6969,6.8738,,41.0343,57.5718,1.2036,1.3324,1.8627,,,86512.2806,82964.1456,68759.8916,512152.7012,491147.742,0
15,301045.SZ,20260129,36.51,9.4119,10.19,,148.5369,124.2356,3.9289,6.1578,6.6596,0.1369,0.1369,11031.8358,6395.7984,5907.4199,402772.3251,233510.5996,0
16,688116.SH,20260129,46.45,2.3538,2.7132,,68.0486,64.5681,4.6046,11.7566,12.0858,0.3142,0.3142,36653.2021,36653.2021,31797.7155,1702541.2375,1702541.2375,0
17,300181.SZ,20260129,17.22,1.961,2.0726,,23.7861,20.2559,3.8747,4.6852,4.294,3.44,3.44,70138.7335,60291.0919,57043.8303,1207788.9909,1038212.6025,0
18,603637.SH,20260129,12.24,8.4113,10.6764,,30.0454,31.5018,2.8329,5.645,6.0247,1.634,1.634,23868.5877,23868.5877,18804.6041,292151.5134,292151.5134,0
19,000968.SZ,20260129,8.72,8.8685,20.5266,,19.42,21.0516,1.3653,3.7233,4.057,0.344,0.344,96750.266,96750.266,41800.9892,843662.3195,843662.3195,0
20,605179.SH,20260129,21.09,2.7081,13.004,,292.1897,219.9775,7.507,3.0739,2.9791,0.1897,0.1897,40100.0,40100.0,8350.8,845709.0,845709.0,0
21,600089.SH,20260129,27.7,6.2631,7.6415,,33.8502,26.3005,2.034,1.4314,1.4221,0.8967,0.8967,505279.2571,505279.2571,414129.9271,13996235.4217,13996235.4217,0
