,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,603386.SH,20260105,15.59,9.2471,21.7358,0.7,,,3.737,2.1674,2.0256,0.0,,32632.256,32632.256,13882.806,508736.871,508736.871,0
1,002663.SZ,20260105,1.91,1.8039,2.1829,0.83,,,1.3908,1.6552,1.6867,0.0,,172334.8902,129289.2119,106844.7935,329159.6403,246942.3947,0
2,300456.SZ,20260105,53.09,14.3866,15.552,0.89,,25.5141,5.7139,32.2675,36.6242,0.0,,73221.3134,59744.9078,55267.9898,3887319.5284,3171857.1551,0
3,000657.SZ,20260105,28.5,4.1586,6.7815,0.69,69.1256,41.1244,6.5779,4.4049,3.7604,0.5615,0.5615,227860.44,144437.9219,88574.1222,6494022.54,4116480.7742,0
4,603395.SH,20260105,29.71,4.1206,4.1206,1.46,82.9115,284.4422,5.5221,2.2162,2.3404,0.3884,0.3884,26000.0,6500.0,6500.0,772460.0,193115.0,0
5,688027.SH,20260105,526.26,4.5778,6.0048,1.37,,,16.8463,213.6475,157.6408,,,10286.1001,8037.437,6127.437,5413163.0386,4229781.5956,0
6,603429.SH,20260105,10.06,1.9667,3.3362,1.09,,,4.276,11.521,29.3804,0.0,,52448.5465,52448.5465,30918.0165,527632.3778,527632.3778,0
7,300917.SZ,20260105,39.99,3.2259,7.5904,1.36,55.5608,51.7403,5.8132,2.3601,2.3175,0.6252,0.6252,16900.0,16900.0,7182.5,675831.0,675831.0,0
8,301266.SZ,20260105,37.04,2.3587,5.3542,0.77,105.4991,90.6446,2.2595,1.2436,1.3317,0.2697,0.2697,10997.9428,10434.0928,4596.5928,407363.8013,386478.7973,0
9,688399.SH,20260105,68.88,1.6806,2.804,0.83,,,1.9467,16.5244,17.0401,,,8387.1721,8387.1721,5026.8025,577708.4142,577708.4142,0
10,603737.SH,20260105,47.05,0.4154,1.2594,1.16,104.5804,52.1854,12.0577,2.8677,2.8106,1.5485,1.5485,73781.7473,73781.7473,24336.3845,3471431.2105,3471431.2105,0
11,601158.SH,20260105,4.48,0.2072,1.8117,1.36,27.3909,25.7458,1.2548,3.0723,2.8889,3.5045,3.5045,480002.2456,480002.2456,54906.1767,2150410.0603,2150410.0603,0
12,600221.SH,20260105,1.78,1.5918,2.7509,0.81,,,14.2931,1.1792,1.1491,0.0,,4321563.2535,4284551.4933,2479344.848,7692382.5912,7626501.6581,0
13,603897.SH,20260105,26.79,2.7531,6.6092,1.34,23.4243,21.0961,2.2998,0.4259,0.428,6.7189,6.7189,20643.5681,20643.5681,8599.2381,553041.1894,553041.1894,0
14,600539.SH,20260105,10.26,1.9799,3.2981,1.74,,,7.4242,4.9155,4.8099,0.0,,23000.0,23000.0,13807.7796,235980.0,235980.0,0
15,001299.SZ,20260105,13.24,13.9536,46.6693,2.42,36.7996,32.4589,2.7188,4.8294,4.335,5.6844,5.6844,24263.8606,21840.0919,6529.9259,321253.5143,289162.8168,-1
16,002406.SZ,20260105,7.94,2.6577,2.9425,0.86,48.9938,45.4836,1.4452,4.542,4.1485,1.8892,1.8892,73022.5082,60221.2898,54393.3401,579798.7151,478157.041,0
17,002572.SZ,20260105,13.62,1.6742,1.9912,1.52,9.5676,11.5987,1.8205,1.2499,1.3321,7.3421,7.3421,96304.7164,65146.362,54775.2438,1311670.2374,887293.4504,0
18,300121.SZ,20260105,12.73,4.2402,6.1373,1.79,29.5003,33.9457,1.6475,1.652,1.6305,1.6323,1.6323,44523.1182,42939.9833,29667.0173,566779.2947,546625.9874,0
19,003011.SZ,20260105,21.66,4.7211,6.1871,1.48,44.3903,16.0167,1.5734,1.6253,1.7526,2.7428,2.7428,10267.6,7808.8766,5958.6401,222396.216,169140.2672,0
20,002112.SZ,20260105,13.59,4.3452,5.9521,0.83,33.0977,48.4884,4.5901,1.8359,2.0762,0.459,0.459,29413.1282,26207.955,19132.6058,399724.4122,356166.1085,0
21,600187.SH,20260105,2.52,1.3268,1.686,1.01,93.3182,220.5259,1.2784,22.6994,21.8532,0.0,,161378.1103,161378.1103,126997.9883,406672.838,406672.838,0
22,688334.SH,20260105,19.76,2.6624,4.178,2.2,27.356,23.7564,2.1887,7.8356,7.0805,,,31657.9466,15690.4698,9998.6609,625561.0248,310043.6832,0
23,000021.SZ,20260105,26.35,8.353,12.7085,1.73,44.5144,40.4156,3.252,2.7931,2.7151,0.716,0.716,157168.0518,157142.9193,103287.0416,4141378.1649,4140715.9236,0
24,688371.SH,20260105,19.31,0.9837,2.4385,1.58,143.6146,138.2326,3.2896,13.511,12.9498,,,33547.2356,33547.2356,13532.3022,647797.1194,647797.1194,0
25,603360.SH,20260105,32.36,1.5266,3.453,1.03,66.1925,105.7876,15.1725,17.4227,15.5273,1.3244,1.3244,70622.3654,70622.3654,31223.0475,2285339.7443,2285339.7443,0
26,002928.SZ,20260105,10.91,1.639,2.9842,1.11,52.0411,23.9935,3.4952,2.0828,1.9168,0.0,,127824.155,127823.5175,70204.2005,1394561.5311,1394554.5759,0
27,688515.SH,20260105,105.88,2.2224,2.5024,0.98,,,5.6415,21.3777,16.358,,,8000.0,4981.94,4424.558,847040.0,527487.8072,0
28,000875.SZ,20260105,5.64,1.0317,1.4643,0.97,18.6109,43.6804,1.1767,1.489,1.5393,1.0106,1.0106,362727.0626,334240.4867,235500.143,2045780.6331,1885116.345,0
29,600521.SH,20260105,17.75,2.3112,3.8281,2.78,23.7504,56.7784,2.867,2.7836,3.0517,1.4018,1.4018,149725.1442,149725.1442,90395.4617,2657621.3096,2657621.3096,0
30,300215.SZ,20260105,6.45,2.966,4.9071,0.58,219.6429,,2.4636,7.8009,9.0999,0.0775,0.0775,74909.4187,49987.0396,30212.9454,483165.7506,322416.4054,0
31,001306.SZ,20260105,85.8,14.9588,14.9588,1.14,86.8717,136.067,4.0245,8.1029,6.9209,0.1874,0.1874,6285.06,1550.0,1550.0,539258.148,132990.0,0
32,300884.SZ,20260105,17.76,26.4885,32.825,3.78,,,3.5647,6.2655,6.8212,0.0,,25386.282,19140.9886,15446.0468,450860.3683,339943.9575,1
33,688488.SH,20260105,16.56,1.8798,3.4036,1.24,,,7.1247,16.678,10.3797,,,42078.2808,42078.2808,23238.9408,696816.33,696816.33,0
34,000565.SZ,20260105,7.35,1.9888,3.3452,0.78,729.7906,547.1928,2.5562,9.0939,8.6272,0.2041,0.2041,43359.222,43359.222,25778.3238,318690.2817,318690.2817,0
35,605138.SH,20260105,7.06,0.6672,2.7737,1.44,84.0808,85.7595,1.6275,1.0699,1.1278,0.7621,0.7621,55557.0168,55557.0168,13362.8089,392232.5386,392232.5386,0
36,605365.SH,20260105,26.3,1.4487,8.6378,0.44,31.5951,49.5795,3.5413,1.9397,1.9379,1.5959,1.5959,50201.2876,50201.2876,8419.6126,1320293.8639,1320293.8639,0
37,002434.SZ,20260105,9.51,1.3831,2.8752,0.88,52.0146,38.563,2.0982,2.076,2.1083,1.0515,1.0515,131260.0,131134.105,63080.465,1248282.6,1247085.3386,0
38,000523.SZ,20260105,3.82,8.5782,13.2711,1.24,13.6667,13.5688,3.7072,3.415,3.3185,0.0,,183546.8461,132516.0154,85655.6391,701148.9521,506211.1788,0
39,002530.SZ,20260105,10.59,8.3791,10.7837,1.61,,182.7141,6.2292,6.5193,7.4434,0.0,,77919.8175,69512.3334,54012.389,825170.8673,736135.6107,0
40,688219.SH,20260105,12.48,1.5871,2.9799,0.94,35.3458,33.0207,2.3087,1.1267,1.0523,,,54960.0,54960.0,29271.0148,685900.8,685900.8,0
41,688575.SH,20260105,14.58,0.8459,1.511,1.88,27.6282,58.1287,3.0728,4.1414,4.3743,,,57138.83,57138.83,31988.82,833084.1414,833084.1414,0
42,301638.SZ,20260105,19.63,16.3551,16.3551,1.33,109.4435,80.8717,5.8528,10.2495,9.2311,,,317965.023,23498.0159,23498.0159,6241653.4015,461266.0521,0
43,688186.SH,20260105,23.13,3.5915,4.5239,1.33,56.5923,22.8367,1.3559,1.6207,1.3464,,,28048.9356,28048.9356,22268.3347,648771.8804,648771.8804,0
44,603226.SH,20260105,32.44,0.9855,3.4918,0.81,,,12.7012,34.3004,34.9807,0.0,,35549.177,35549.177,10032.6507,1153215.3019,1153215.3019,0
45,300986.SZ,20260105,13.42,20.963,36.5556,10.7,75.0212,41.8128,2.5959,2.1884,2.0143,0.4652,0.4652,41197.3975,41165.3836,23606.4396,552869.0745,552439.4479,1
