,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,603368.SH,20260116,18.18,2.3496,3.1512,1.05,8.4465,9.2021,0.9411,0.3409,0.3447,4.1308,4.1308,39717.5125,39717.5125,29614.233,722064.3773,722064.3773,0
1,002292.SZ,20260116,9.52,7.5715,9.0836,0.74,,,4.7677,5.1844,5.432,0.0,,147869.9697,101786.8772,84843.6651,1407722.1115,969011.0709,0
2,000736.SZ,20260116,5.67,1.1728,2.4515,0.9,,3.5869,3.3953,0.2315,0.2023,0.0,,74709.8401,74709.8401,35741.9096,423604.7934,423604.7934,0
3,002480.SZ,20260116,6.19,0.9342,1.3262,0.56,,,4.937,1.9174,2.5552,0.0,,76916.867,76771.7946,54081.2742,476115.4067,475217.4086,0
4,603088.SH,20260116,11.16,2.5542,4.9635,0.54,34.0619,46.037,5.1219,6.858,7.1442,2.2649,2.2649,50238.7966,43787.184,22532.8496,560664.9701,488664.9734,0
5,002995.SZ,20260116,18.42,7.9738,10.7574,0.73,,,3.6795,2.4437,2.8531,0.0,,17745.448,11241.7208,8332.8183,326871.1522,207072.4971,0
6,300776.SZ,20260116,72.95,3.7337,4.7904,0.46,37.8849,31.2179,5.3189,9.9231,8.4857,0.5317,0.5317,27400.3062,16804.3431,13097.5447,1998852.3373,1225876.8291,0
7,600293.SH,20260116,3.14,2.1793,3.0434,0.75,289.9518,,2.1622,2.1017,2.6084,0.0,,116014.5046,116014.5046,83077.3945,364285.5444,364285.5444,0
8,301049.SZ,20260116,24.22,15.1718,25.2979,2.83,,,3.8206,7.857,10.6184,0.0,,9425.3334,4282.6359,2568.4034,228281.5749,103725.4415,0
9,300228.SZ,20260116,9.81,7.0994,7.2247,0.48,26.735,22.0426,2.4454,1.764,1.8786,0.7997,0.7997,59742.5549,56155.5299,55182.1344,586074.4636,550885.7483,0
10,002791.SZ,20260116,21.65,3.3099,4.2565,0.99,85.1392,103.9795,1.3778,1.1543,1.2719,0.9123,0.9123,35388.5013,19127.6284,14873.8788,766161.0531,414113.1549,0
11,688388.SH,20260116,46.1,4.7142,5.9813,0.86,,,2.8856,3.0128,2.2527,,,42625.4136,42625.4136,33595.3866,1965031.567,1965031.567,0
12,300554.SZ,20260116,24.9,7.1466,8.21,1.4,,,4.4485,8.1526,12.1117,0.0,,11421.1577,7913.8721,6888.872,284386.8267,197055.4153,0
13,605133.SH,20260116,35.0,3.8261,8.371,1.17,60.5688,53.4307,2.6276,4.208,3.6758,0.3297,0.3297,28276.9152,28211.8112,12894.5713,989692.032,987413.392,0
