,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,300059.SZ,20260209,22.95,1.561,1.7054,0.88,37.7417,28.6368,4.0809,116.5973,106.3196,0.2611,0.2611,1580403.7675,1337638.6008,1224397.5771,36270266.4641,30698805.8884,0
1,600616.SH,20260209,5.68,2.0433,3.2185,0.7,659.554,147.0867,1.9769,6.5769,6.866,0.8803,0.8803,66900.495,66900.495,42471.3015,379994.8116,379994.8116,0
2,300831.SZ,20260209,13.81,5.7912,5.7912,0.92,61.9587,448.7576,4.8218,20.6001,37.1671,0.3306,0.3306,32000.0,18448.424,18448.424,441920.0,254772.7354,0
3,688126.SH,20260209,20.93,1.3931,2.376,1.06,,,3.4454,20.4197,19.485,,,330502.3393,273165.8657,160159.0679,6917413.9615,5717361.5691,0
4,301011.SZ,20260209,26.75,2.5505,4.8982,1.35,48.642,50.2576,4.3274,4.0469,4.0872,0.7118,0.7118,15392.9959,14008.6988,7294.4188,411762.6403,374732.6929,0
5,000661.SZ,20260209,90.37,0.9405,1.2926,0.69,14.272,38.4393,1.6023,2.7377,2.8613,2.8332,2.8332,40793.7529,39961.4568,29076.3481,3686531.4496,3611316.851,0
6,301157.SZ,20260209,56.01,10.6459,10.6459,2.25,88.8405,96.053,3.0717,12.0155,12.6432,0.3571,0.3571,6000.0,2066.0055,2066.0055,336060.0,115716.9681,0
7,301279.SZ,20260209,31.21,2.0693,5.4668,1.32,94.8291,66.3301,3.0071,6.5209,5.9994,0.6365,0.6365,12973.8973,9805.1473,3711.3973,404915.3347,306018.6472,0
8,000889.SZ,20260209,3.8,3.0245,4.0867,1.85,,,50.1276,2.4316,2.2646,,,93629.1116,86984.9676,64375.7658,355790.6241,330542.8769,0
9,688679.SH,20260209,47.17,2.5681,5.26,0.7,285.6253,,5.5328,3.8816,4.3074,0.106,0.106,13168.9675,13168.9675,6429.5559,621180.197,621180.197,0
10,603177.SH,20260209,12.04,1.6077,3.8685,0.83,107.5186,209.1966,6.7889,2.6762,2.3715,0.3354,0.3354,20419.2,20419.2,8485.8,245847.168,245847.168,0
11,002967.SZ,20260209,23.98,1.4856,2.8264,0.78,39.7137,34.7713,4.0912,4.3605,4.0379,2.2041,1.2022,58313.5846,54838.8641,28823.7593,1398359.7587,1315035.9611,0
12,688709.SH,20260209,47.21,3.3957,4.2377,0.89,246.0963,310.5414,10.4579,49.7865,43.0251,0.0424,0.0424,63684.7026,22174.6251,17768.7247,3006554.8097,1046864.051,0
13,688367.SH,20260209,38.18,7.3863,10.7305,1.29,127.3333,271.9443,5.676,11.2806,15.1334,0.2881,0.2881,8762.46,8762.46,6031.589,334550.7228,334550.7228,0
14,600017.SH,20260209,3.14,1.2177,2.1925,0.86,14.7471,17.7381,0.6922,1.1421,1.2315,3.7898,3.7898,307565.3888,307565.3888,170823.63,965755.3208,965755.3208,0
15,688570.SH,20260209,19.18,0.6372,0.9597,1.07,24.4569,60.1401,1.9393,4.4631,4.8087,1.7205,1.7205,43300.0,18820.0,12494.5,830494.0,360967.6,0
16,300570.SZ,20260209,137.74,23.324,28.8923,1.28,119.746,83.2511,18.8422,22.7058,18.6636,0.5808,0.5808,22712.6867,19219.3023,15515.2472,3128445.4661,2647266.6988,0
17,601038.SH,20260209,13.9,1.7217,6.8756,0.72,16.9396,19.1568,1.9921,1.312,1.4368,2.6471,2.6471,112364.5275,73170.5275,18321.9422,1561866.9323,1017070.3323,0
18,600313.SH,20260209,7.61,9.0942,15.1025,0.5,188.4962,165.1944,3.7206,1.5887,1.4214,,,116137.3969,108219.8663,65166.6375,883805.5904,823553.1825,0
19,301081.SZ,20260209,13.4,3.7128,8.4179,1.18,72.1786,212.6475,2.8284,3.8802,3.4383,2.1592,2.1592,22719.5862,21796.7892,9613.7472,304442.4551,292076.9753,0
20,688608.SH,20260209,211.57,1.3616,2.2159,0.74,77.5088,53.0354,5.1447,10.9375,9.5852,0.4026,0.4026,16869.3735,16869.3735,10365.745,3569053.3514,3569053.3514,0
21,601519.SH,20260209,12.58,1.5773,3.1516,1.08,,,18.4528,32.4622,30.6534,,,198916.0,198916.0,99553.4734,2502363.28,2502363.28,0
22,002094.SZ,20260209,7.91,7.6243,9.7026,0.72,155.6313,144.0866,3.5349,3.0484,3.2588,,,69089.7549,69045.3549,54255.5227,546499.9613,546148.7573,0
23,301535.SZ,20260209,28.72,14.6744,14.6744,1.21,113.7964,97.5376,11.0053,17.9176,15.9317,0.4109,0.7591,42529.4118,6379.4118,6379.4118,1221444.7069,183216.7069,0
24,603067.SH,20260209,35.3,2.7881,4.4437,1.2,53.0579,48.383,7.2234,6.1696,5.8481,0.3819,0.3819,71076.0277,71076.0277,44594.521,2508983.7778,2508983.7778,0
25,601677.SH,20260209,16.17,1.9012,2.2352,0.57,11.5002,11.5457,1.0833,0.6221,0.5822,1.6636,1.3544,124352.3627,121800.6627,103600.0459,2010777.7049,1969516.7159,0
