Unnamed: 0,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,688818.SH,20260210,65.94,77.5347,77.5347,,339.6355,331.5331,21.9687,36.6268,35.5251,,,173692.389,13201.6339,13201.6339,11453276.1307,870515.7394,0
