Unnamed: 0,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,603284.SH,20260210,58.93,75.7596,75.7596,,29.0743,32.1851,2.1366,1.7883,1.7514,,,7541.48,1847.3403,1847.3403,444419.4164,108863.7639,0
