ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000567.SZ,20260204,5.79,5.93,5.76,5.92,5.8,0.12,2.069,170437.44,99895.557
000567.SZ,20260203,5.77,5.83,5.73,5.8,5.75,0.05,0.8696,113944.69,65910.428
000567.SZ,20260202,5.79,5.87,5.75,5.75,5.82,-0.07,-1.2027,149636.29,87034.802
000567.SZ,20260130,5.87,5.94,5.77,5.82,5.88,-0.06,-1.0204,181207.43,105953.885
000567.SZ,20260129,5.85,5.92,5.75,5.88,5.85,0.03,0.5128,185198.17,108537.431
000567.SZ,20260128,5.86,5.9,5.81,5.85,5.87,-0.02,-0.3407,137341.79,80407.346
000567.SZ,20260127,5.97,5.99,5.8,5.87,5.98,-0.11,-1.8395,191353.34,112191.142
000567.SZ,20260126,6.09,6.1,5.95,5.98,6.1,-0.12,-1.9672,227886.47,136776.525
000567.SZ,20260123,6.03,6.12,6.01,6.1,6.02,0.08,1.3289,197360.44,120216.396
000567.SZ,20260122,5.98,6.05,5.97,6.02,5.97,0.05,0.8375,138926.01,83510.594
000567.SZ,20260121,5.99,6.03,5.91,5.97,6.01,-0.04,-0.6656,158254.7,94650.508
000567.SZ,20260120,6.1,6.11,6.0,6.01,6.12,-0.11,-1.7974,197152.27,118816.351
000567.SZ,20260119,5.99,6.13,5.97,6.12,6.01,0.11,1.8303,230832.73,140110.292
000567.SZ,20260116,6.07,6.12,6.0,6.01,6.06,-0.05,-0.8251,200332.51,120924.053
000567.SZ,20260115,6.13,6.14,6.03,6.06,6.17,-0.11,-1.7828,225971.49,137363.662
000567.SZ,20260114,6.13,6.29,6.1,6.17,6.13,0.04,0.6525,361464.63,224257.543
000567.SZ,20260113,6.33,6.36,6.12,6.13,6.33,-0.2,-3.1596,377372.75,235025.272
000567.SZ,20260112,6.34,6.41,6.28,6.33,6.32,0.01,0.1582,358989.23,226955.147
000567.SZ,20260109,6.25,6.35,6.23,6.32,6.22,0.1,1.6077,297386.73,187463.01
000567.SZ,20260108,6.18,6.32,6.16,6.22,6.19,0.03,0.4847,247341.25,154544.101
000567.SZ,20260107,6.28,6.31,6.18,6.19,6.27,-0.08,-1.2759,286713.75,178617.101
000567.SZ,20260106,6.23,6.38,6.21,6.27,6.24,0.03,0.4808,334975.61,210265.834
000567.SZ,20260105,6.4,6.4,6.16,6.24,6.42,-0.18,-2.8037,374254.33,233175.293
