ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920533.BJ,20251231,31.73,11.0304,15.7769,1.44,81.1034,154.2314,11.761,5.4953,5.9853,,,13075.7328,7220.99,5048.5488,414893.0017,229122.0127,0
920533.BJ,20251230,33.32,17.3456,24.8096,3.47,85.1675,161.96,12.3503,5.7706,6.2852,,,13075.7328,7220.99,5048.5488,435683.4169,240603.3868,0
920533.BJ,20251229,30.4,9.4949,13.5807,2.25,77.7039,147.7667,11.268,5.2649,5.7344,,,13075.7328,7220.99,5048.5488,397502.2771,219518.096,0
920533.BJ,20251226,28.86,4.0471,5.7887,0.96,73.7675,140.2811,10.6972,4.9982,5.4439,,,13075.7328,7220.99,5048.5488,377365.6486,208397.7714,0
920533.BJ,20251225,29.38,4.9776,7.1196,1.26,75.0967,142.8087,10.8899,5.0883,5.542,,,13075.7328,7220.99,5048.5488,384165.0297,212152.6862,0
920533.BJ,20251224,28.57,2.4081,3.4443,0.52,73.0263,138.8715,10.5897,4.948,5.3892,,,13075.7328,7220.99,5048.5488,373573.6861,206303.6843,0
920533.BJ,20251223,28.7,4.0594,5.8062,0.77,73.3586,139.5034,10.6379,4.9705,5.4138,,,13075.7328,7220.99,5048.5488,375273.5314,207242.413,0
920533.BJ,20251222,29.59,5.6279,8.0497,,75.6335,143.8295,10.9678,5.1246,5.5816,,,13075.7328,7220.99,5048.5488,386910.9336,213669.0941,0
920533.BJ,20251219,28.75,3.8976,5.5748,0.78,73.4864,139.7464,10.6564,4.9792,5.4232,,,13075.7328,7220.99,5048.5488,375927.318,207603.4625,0
920533.BJ,20251218,28.62,3.7928,5.4249,0.67,73.1541,139.1145,10.6082,4.9566,5.3987,,,13075.7328,7220.99,5048.5488,374227.4727,206664.7338,0
920533.BJ,20251217,28.59,5.7023,8.156,1.17,73.0774,138.9687,10.5971,4.9515,5.393,,,13075.7328,7220.99,5048.5488,373835.2008,206448.1041,0
920533.BJ,20251216,28.64,7.2807,10.4137,1.82,73.2052,139.2117,10.6156,4.9601,5.4024,,,13075.7328,7220.99,5048.5488,374488.9874,206809.1536,0
920533.BJ,20251215,27.5,2.8864,4.1285,0.72,70.2913,133.6705,10.1931,4.7627,5.1874,,,13075.7328,7220.99,5048.5488,359582.652,198577.225,0
920533.BJ,20251212,28.17,5.1766,7.4042,1.37,72.0039,136.9272,10.4414,4.8787,5.3138,,,13075.7328,7220.99,5048.5488,368343.393,203415.2883,0
920533.BJ,20251211,28.4,7.1602,10.2413,1.97,72.5918,138.0452,10.5267,4.9185,5.3572,,,13075.7328,7220.99,5048.5488,371350.8115,205076.116,0
920533.BJ,20251210,27.09,1.9132,2.7365,0.52,69.2433,131.6776,10.0411,4.6917,5.1101,,,13075.7328,7220.99,5048.5488,354221.6016,195616.6191,0
920533.BJ,20251209,27.27,2.8357,4.056,0.84,69.7034,132.5525,10.1078,4.7228,5.144,,,13075.7328,7220.99,5048.5488,356575.2335,196916.3973,0
920533.BJ,20251208,28.21,2.9452,4.2126,,72.1061,137.1216,10.4563,4.8856,5.3213,,,13075.7328,7220.99,5048.5488,368866.4223,203704.1279,0
920533.BJ,20251205,27.94,4.1037,5.8696,,71.416,135.8092,10.3562,4.8389,5.2704,,,13075.7328,7220.99,5048.5488,365335.9744,201754.4606,0
920533.BJ,20251204,27.8,6.3419,9.0709,,71.0581,135.1287,10.3043,4.8146,5.244,,,13075.7328,7220.99,5048.5488,363505.3718,200743.522,0
920533.BJ,20251203,27.58,2.0229,2.8934,,70.4958,134.0594,10.2228,4.7765,5.2025,,,13075.7328,7220.99,5048.5488,360628.7106,199154.9042,0
920533.BJ,20251202,27.72,1.5019,2.1482,0.66,70.8536,134.7399,10.2746,4.8008,5.2289,,,13075.7328,7220.99,5048.5488,362459.3132,200165.8428,0
920533.BJ,20251201,28.18,3.5021,5.0091,1.77,72.0294,136.9758,10.4451,4.8804,5.3157,,,13075.7328,7220.99,5048.5488,368474.1503,203487.4982,0
920533.BJ,20251128,27.1,1.7464,2.4979,0.75,69.2689,131.7262,10.0448,4.6934,5.1119,,,13075.7328,7220.99,5048.5488,354352.3589,195688.829,0
920533.BJ,20251127,27.11,1.9919,2.849,0.83,69.2945,131.7748,10.0485,4.6951,5.1138,,,13075.7328,7220.99,5048.5488,354483.1162,195761.0389,0
920533.BJ,20251126,27.56,1.7499,2.503,0.69,70.4447,133.9621,10.2153,4.7731,5.1987,,,13075.7328,7220.99,5048.5488,360367.196,199010.4844,0
