ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300430.SZ,20251231,19.3,19.48,19.08,19.22,19.28,-0.06,-0.3112,49337.33,94737.829
300430.SZ,20251230,19.42,19.57,19.24,19.28,19.62,-0.34,-1.7329,70475.0,136594.451
300430.SZ,20251229,19.21,20.15,19.2,19.62,19.27,0.35,1.8163,125652.33,248774.875
300430.SZ,20251226,19.56,19.56,19.16,19.27,19.56,-0.29,-1.4826,71266.83,137821.764
300430.SZ,20251225,19.25,19.69,19.21,19.56,19.37,0.19,0.9809,98853.87,193069.3
300430.SZ,20251224,18.97,19.48,18.71,19.37,18.92,0.45,2.3784,88882.83,170674.004
300430.SZ,20251223,19.2,19.21,18.8,18.92,19.34,-0.42,-2.1717,51471.5,97777.195
300430.SZ,20251222,18.95,19.36,18.78,19.34,18.9,0.44,2.328,83315.2,159256.33
300430.SZ,20251219,18.61,19.08,18.58,18.9,18.66,0.24,1.2862,51750.0,97359.347
300430.SZ,20251218,18.3,18.93,18.25,18.66,18.45,0.21,1.1382,71272.6,133504.341
300430.SZ,20251217,18.16,18.55,18.06,18.45,18.15,0.3,1.6529,75201.17,137725.825
300430.SZ,20251216,18.57,18.65,18.11,18.15,18.71,-0.56,-2.9931,59259.57,108341.471
300430.SZ,20251215,19.31,19.38,18.67,18.71,19.1,-0.39,-2.0419,82886.64,156324.594
300430.SZ,20251212,18.11,19.52,18.02,19.1,18.05,1.05,5.8172,144214.13,273604.265
300430.SZ,20251211,18.46,18.52,18.05,18.05,18.46,-0.41,-2.221,36220.0,66011.347
300430.SZ,20251210,18.55,18.6,18.31,18.46,18.63,-0.17,-0.9125,30323.84,55845.177
300430.SZ,20251209,18.9,19.04,18.61,18.63,18.91,-0.28,-1.4807,39496.91,74311.183
300430.SZ,20251208,18.82,18.99,18.7,18.91,18.84,0.07,0.3715,45923.8,86685.536
300430.SZ,20251205,18.27,19.07,18.27,18.84,18.27,0.57,3.1199,66955.61,125618.77
300430.SZ,20251204,18.5,18.63,18.22,18.27,18.64,-0.37,-1.985,38276.0,70185.566
300430.SZ,20251203,18.95,19.01,18.51,18.64,18.78,-0.14,-0.7455,38692.0,72314.762
300430.SZ,20251202,18.73,19.0,18.66,18.78,18.78,0.0,0.0,39594.17,74515.539
300430.SZ,20251201,18.46,18.85,18.46,18.78,18.46,0.32,1.7335,39298.16,73544.235
300430.SZ,20251128,18.32,18.49,18.16,18.46,18.2,0.26,1.4286,33512.91,61496.716
