trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20260114,000078.SZ,深股通专用,176438236.57,4.3,186623168.88,4.55,-10184932.31,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000078.SZ,华鑫证券有限责任公司湖州大线场路证券营业部,45208848.0,1.1,46591526.0,1.14,-1382678.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000078.SZ,机构专用,40305455.0,0.98,73341756.62,1.79,-33036301.62,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000078.SZ,国信证券股份有限公司浙江互联网分公司,40064775.07,0.98,20317728.0,0.5,19747047.07,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000078.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,34400787.0,0.84,16716472.0,0.41,17684315.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000078.SZ,深股通专用,176438236.57,4.3,186623168.88,4.55,-10184932.31,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000078.SZ,机构专用,40305455.0,0.98,73341756.62,1.79,-33036301.62,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000078.SZ,机构专用,14171677.0,0.35,66065773.05,1.61,-51894096.05,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000078.SZ,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,19771823.0,0.48,65559665.8,1.6,-45787842.8,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000078.SZ,华鑫证券有限责任公司湖州大线场路证券营业部,45208848.0,1.1,46591526.0,1.14,-1382678.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260114,000516.SZ,国泰海通证券股份有限公司成都北一环路证券营业部,101432182.0,2.84,110796285.0,3.1,-9364103.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
