trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20260108,001231.SZ,浙商证券股份有限公司大连长江路证券营业部,9957569.0,2.05,0.0,0.0,9957569.0,0,日换手率达到20%的前5只证券
20260108,001231.SZ,开源证券股份有限公司西安太华路证券营业部,5557205.2,1.14,2687352.0,0.55,2869853.2,0,日换手率达到20%的前5只证券
20260108,001231.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,5349640.0,1.1,1567103.0,0.32,3782537.0,0,日换手率达到20%的前5只证券
20260108,001231.SZ,招商证券股份有限公司深圳蛇口工业三路证券营业部,5288821.0,1.09,754583.0,0.16,4534238.0,0,日换手率达到20%的前5只证券
20260108,001231.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,4861406.0,1.0,1829346.0,0.38,3032060.0,0,日换手率达到20%的前5只证券
20260108,001231.SZ,国金证券股份有限公司深圳分公司,446787.0,0.09,22077900.0,4.55,-21631113.0,1,日换手率达到20%的前5只证券
20260108,001231.SZ,机构专用,0.0,0.0,16156719.0,3.33,-16156719.0,1,日换手率达到20%的前5只证券
20260108,001231.SZ,中信证券股份有限公司西安朱雀大街证券营业部,5298.0,0.0,9690061.0,2.0,-9684763.0,1,日换手率达到20%的前5只证券
20260108,001231.SZ,机构专用,2533.0,0.0,7537705.22,1.55,-7535172.22,1,日换手率达到20%的前5只证券
20260108,001231.SZ,平安证券股份有限公司杭州曙光路证券营业部,635690.0,0.13,6799704.0,1.4,-6164014.0,1,日换手率达到20%的前5只证券
20260108,001331.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,28714562.75,1.23,11305199.36,0.49,17409363.39,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001331.SZ,国信证券股份有限公司浙江互联网分公司,22556041.0,0.97,7881282.0,0.34,14674759.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001331.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,19301285.79,0.83,14856733.49,0.64,4444552.3,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001331.SZ,东方财富证券股份有限公司昌都两江大道证券营业部,18472083.04,0.79,10078030.02,0.43,8394053.02,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001331.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,18408041.87,0.79,11692880.88,0.5,6715160.99,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001331.SZ,机构专用,16201860.75,0.7,34687058.56,1.49,-18485197.81,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001331.SZ,方正证券股份有限公司青岛山东路证券营业部,90805.0,0.0,31906111.25,1.37,-31815306.25,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001331.SZ,东吴证券股份有限公司苏州相城大道证券营业部,0.0,0.0,31421070.88,1.35,-31421070.88,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001331.SZ,中泰证券股份有限公司龙口港城大道证券营业部,13758790.13,0.59,25709786.51,1.1,-11950996.38,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001331.SZ,国泰海通证券股份有限公司重庆观音桥步行街证券营业部,333483.0,0.01,23649087.0,1.02,-23315604.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,机构专用,35733997.0,4.89,0.0,0.0,35733997.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,机构专用,18181272.52,2.49,0.0,0.0,18181272.52,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,机构专用,16167205.0,2.21,34762815.56,4.76,-18595610.56,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,中信证券股份有限公司深圳分公司,13375127.0,1.83,710962.0,0.1,12664165.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,东海证券股份有限公司浙江分公司,11038487.0,1.51,0.0,0.0,11038487.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,机构专用,16167205.0,2.21,34762815.56,4.76,-18595610.56,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,机构专用,7503511.0,1.03,25637696.0,3.51,-18134185.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,国金证券股份有限公司深圳分公司,1552962.0,0.21,15037955.0,2.06,-13484993.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,华鑫证券有限责任公司上海宛平南路证券营业部,0.0,0.0,12906004.6,1.77,-12906004.6,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,001400.SZ,中信证券股份有限公司上海静安区山西北路证券营业部,408440.0,0.06,12762232.0,1.75,-12353792.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,机构专用,320666905.27,7.36,0.0,0.0,320666905.27,0,日涨幅偏离值达到7%的前5只证券
20260108,002025.SZ,机构专用,320666905.27,2.71,0.0,0.0,320666905.27,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,华鑫证券有限责任公司上海宛平南路证券营业部,296602974.52,2.51,413917.0,0.0,296189057.52,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,华鑫证券有限责任公司上海宛平南路证券营业部,259323454.52,5.96,413917.0,0.01,258909537.52,0,日涨幅偏离值达到7%的前5只证券
20260108,002025.SZ,深股通专用,233938886.58,1.98,162387061.21,1.37,71551825.37,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,中信证券股份有限公司上海万源路证券营业部,169762035.2,1.44,290399720.04,2.46,-120637684.84,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,国泰海通证券股份有限公司西安雁展路证券营业部,165461989.99,1.4,5270.0,0.0,165456719.99,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,深股通专用,152674374.19,3.51,57467395.59,1.32,95206978.6,0,日涨幅偏离值达到7%的前5只证券
20260108,002025.SZ,中泰证券股份有限公司湖北分公司,73994643.0,1.7,6200.0,0.0,73988443.0,0,日涨幅偏离值达到7%的前5只证券
20260108,002025.SZ,机构专用,72962063.9,1.68,35929648.98,0.83,37032414.92,0,日涨幅偏离值达到7%的前5只证券
20260108,002025.SZ,中信证券股份有限公司上海万源路证券营业部,169762035.2,1.44,290399720.04,2.46,-120637684.84,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,国泰海通证券股份有限公司上海长宁区天山路证券营业部,87542334.05,0.74,184111858.56,1.56,-96569524.51,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,深股通专用,233938886.58,1.98,162387061.21,1.37,71551825.37,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,机构专用,0.0,0.0,126560784.41,1.07,-126560784.41,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260108,002025.SZ,机构专用,0.0,0.0,126168796.31,1.07,-126168796.31,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
