trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20260210,000525.SZ,深股通专用,49382028.95,4.77,42606967.64,4.12,6775061.31,0,日振幅值达到15%的前5只证券
20260210,000525.SZ,上海证券有限责任公司崇明区堡镇中路证券营业部,21534816.0,2.08,139008.0,0.01,21395808.0,0,日振幅值达到15%的前5只证券
20260210,000525.SZ,中信证券股份有限公司北京京城大厦证券营业部,20198828.59,1.95,65232306.51,6.3,-45033477.92,0,日振幅值达到15%的前5只证券
20260210,000525.SZ,机构专用,14925534.3,1.44,24996038.0,2.41,-10070503.7,0,日振幅值达到15%的前5只证券
20260210,000525.SZ,机构专用,13572553.0,1.31,0.0,0.0,13572553.0,0,日振幅值达到15%的前5只证券
20260210,000525.SZ,中信证券股份有限公司北京京城大厦证券营业部,20198828.59,1.95,65232306.51,6.3,-45033477.92,1,日振幅值达到15%的前5只证券
20260210,000525.SZ,深股通专用,49382028.95,4.77,42606967.64,4.12,6775061.31,1,日振幅值达到15%的前5只证券
20260210,000525.SZ,机构专用,14925534.3,1.44,24996038.0,2.41,-10070503.7,1,日振幅值达到15%的前5只证券
20260210,000525.SZ,财通证券股份有限公司杭州东湖南路证券营业部,6454774.0,0.62,20792003.87,2.01,-14337229.87,1,日振幅值达到15%的前5只证券
20260210,000525.SZ,华宝证券股份有限公司上海东大名路证券营业部,0.0,0.0,17995816.34,1.74,-17995816.34,1,日振幅值达到15%的前5只证券
20260210,000559.SZ,机构专用,136690545.44,3.21,91174769.15,2.14,45515776.29,0,日涨幅偏离值达到7%的前5只证券
20260210,000559.SZ,国泰海通证券股份有限公司上海松江区中山东路证券营业部,135976563.09,3.2,27340.0,0.0,135949223.09,0,日涨幅偏离值达到7%的前5只证券
20260210,000559.SZ,深股通专用,132956279.95,3.12,290645839.37,6.83,-157689559.42,0,日涨幅偏离值达到7%的前5只证券
20260210,000559.SZ,国泰海通证券股份有限公司湛江万豪世家证券营业部,109916635.0,2.58,155957.0,0.0,109760678.0,0,日涨幅偏离值达到7%的前5只证券
20260210,000559.SZ,开源证券股份有限公司西安太华路证券营业部,106745121.0,2.51,15624.0,0.0,106729497.0,0,日涨幅偏离值达到7%的前5只证券
20260210,000559.SZ,深股通专用,132956279.95,3.12,290645839.37,6.83,-157689559.42,1,日涨幅偏离值达到7%的前5只证券
20260210,000559.SZ,机构专用,136690545.44,3.21,91174769.15,2.14,45515776.29,1,日涨幅偏离值达到7%的前5只证券
20260210,000559.SZ,机构专用,58608205.01,1.38,76872515.5,1.81,-18264310.49,1,日涨幅偏离值达到7%的前5只证券
20260210,000559.SZ,机构专用,48572598.2,1.14,64769074.32,1.52,-16196476.12,1,日涨幅偏离值达到7%的前5只证券
20260210,000559.SZ,机构专用,46886239.0,1.1,50010656.5,1.18,-3124417.5,1,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,开源证券股份有限公司西安太华路证券营业部,205270874.0,4.88,0.0,0.0,205270874.0,0,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,深股通专用,104588950.99,2.49,218461878.67,5.19,-113872927.68,0,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,中泰证券股份有限公司湖北分公司,73889969.58,1.76,17431.0,0.0,73872538.58,0,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,机构专用,65296669.0,1.55,26047110.0,0.62,39249559.0,0,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,机构专用,58302868.3,1.39,0.0,0.0,58302868.3,0,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,深股通专用,104588950.99,2.49,218461878.67,5.19,-113872927.68,1,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,机构专用,27923024.0,0.66,92764423.0,2.21,-64841399.0,1,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,机构专用,53898854.0,1.28,77743625.0,1.85,-23844771.0,1,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,机构专用,21170362.64,0.5,58176764.14,1.38,-37006401.5,1,日涨幅偏离值达到7%的前5只证券
20260210,000681.SZ,中国国际金融股份有限公司上海分公司,19975925.0,0.47,48074220.25,1.14,-28098295.25,1,日涨幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,30104847.0,3.66,12258583.0,1.49,17846264.0,0,日跌幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,27716509.88,3.37,27475602.0,3.34,240907.88,0,日跌幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,23881584.0,2.9,15447435.0,1.88,8434149.0,0,日跌幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,17755961.0,2.16,11366587.0,1.38,6389374.0,0,日跌幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,17426904.0,2.12,34946715.0,4.25,-17519811.0,0,日跌幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,17426904.0,2.12,34946715.0,4.25,-17519811.0,1,日跌幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,27716509.88,3.37,27475602.0,3.34,240907.88,1,日跌幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,23881584.0,2.9,15447435.0,1.88,8434149.0,1,日跌幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,30104847.0,3.66,12258583.0,1.49,17846264.0,1,日跌幅偏离值达到7%的前5只证券
20260210,000995.SZ,机构专用,17755961.0,2.16,11366587.0,1.38,6389374.0,1,日跌幅偏离值达到7%的前5只证券
20260210,001220.SZ,华泰证券股份有限公司湖南分公司,20228107.68,5.47,53760.0,0.01,20174347.68,0,日换手率达到20%的前5只证券
20260210,001220.SZ,华泰证券股份有限公司苏州吴中大道证券营业部,10294186.6,2.78,0.0,0.0,10294186.6,0,日换手率达到20%的前5只证券
20260210,001220.SZ,东北证券股份有限公司宁波江安路证券营业部,7530176.61,2.04,7631336.0,2.06,-101159.39,0,日换手率达到20%的前5只证券
20260210,001220.SZ,中国银河证券股份有限公司广州东风中路证券营业部,5205597.0,1.41,9124.0,0.0,5196473.0,0,日换手率达到20%的前5只证券
20260210,001220.SZ,万联证券股份有限公司辽宁分公司,5202523.3,1.41,18388.0,0.0,5184135.3,0,日换手率达到20%的前5只证券
20260210,001220.SZ,东北证券股份有限公司宁波江安路证券营业部,7530176.61,2.04,7631336.0,2.06,-101159.39,1,日换手率达到20%的前5只证券
20260210,001220.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,3066834.0,0.83,6598352.0,1.78,-3531518.0,1,日换手率达到20%的前5只证券
20260210,001220.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,3354907.87,0.91,5807906.32,1.57,-2452998.45,1,日换手率达到20%的前5只证券
20260210,001220.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,4896718.16,1.32,5677474.69,1.53,-780756.53,1,日换手率达到20%的前5只证券
20260210,001220.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,1627805.62,0.44,5001694.6,1.35,-3373888.98,1,日换手率达到20%的前5只证券
20260210,001330.SZ,深股通专用,275673374.9,5.64,164061293.36,3.36,111612081.54,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001330.SZ,国泰海通证券股份有限公司上海松江区中山东路证券营业部,135908810.0,2.78,21056984.69,0.43,114851825.31,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001330.SZ,国泰海通证券股份有限公司武汉紫阳东路证券营业部,122241041.0,2.5,776845.0,0.02,121464196.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001330.SZ,国泰海通证券股份有限公司成都北一环路证券营业部,97874166.36,2.0,744879.0,0.02,97129287.36,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001330.SZ,东亚前海证券有限责任公司苏州分公司,82668399.0,1.69,54800818.0,1.12,27867581.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001330.SZ,深股通专用,275673374.9,5.64,164061293.36,3.36,111612081.54,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001330.SZ,国信证券股份有限公司浙江互联网分公司,51775060.0,1.06,69381075.0,1.42,-17606015.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001330.SZ,东亚前海证券有限责任公司苏州分公司,82668399.0,1.69,54800818.0,1.12,27867581.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001330.SZ,机构专用,59182669.0,1.21,42067484.0,0.86,17115185.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001330.SZ,东方财富证券股份有限公司昌都两江大道证券营业部,31260330.0,0.64,38986526.0,0.8,-7726196.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,001368.SZ,机构专用,6846502.0,3.03,23455768.0,10.38,-16609266.0,0,日跌幅偏离值达到7%的前5只证券
20260210,001368.SZ,浙商证券股份有限公司绍兴分公司,6553853.0,2.9,0.0,0.0,6553853.0,0,日跌幅偏离值达到7%的前5只证券
20260210,001368.SZ,机构专用,5613302.0,2.49,17795383.0,7.88,-12182081.0,0,日跌幅偏离值达到7%的前5只证券
20260210,001368.SZ,机构专用,5184390.0,2.3,7533320.0,3.34,-2348930.0,0,日跌幅偏离值达到7%的前5只证券
20260210,001368.SZ,机构专用,4438456.0,1.97,6343380.0,2.81,-1904924.0,0,日跌幅偏离值达到7%的前5只证券
20260210,001368.SZ,机构专用,6846502.0,3.03,23455768.0,10.38,-16609266.0,1,日跌幅偏离值达到7%的前5只证券
20260210,001368.SZ,机构专用,5613302.0,2.49,17795383.0,7.88,-12182081.0,1,日跌幅偏离值达到7%的前5只证券
20260210,001368.SZ,机构专用,2242658.0,0.99,7537413.0,3.34,-5294755.0,1,日跌幅偏离值达到7%的前5只证券
20260210,001368.SZ,机构专用,5184390.0,2.3,7533320.0,3.34,-2348930.0,1,日跌幅偏离值达到7%的前5只证券
20260210,001368.SZ,机构专用,4438456.0,1.97,6343380.0,2.81,-1904924.0,1,日跌幅偏离值达到7%的前5只证券
20260210,002099.SZ,深股通专用,119944083.78,3.15,91893083.31,2.41,28051000.47,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002099.SZ,机构专用,66954586.83,1.76,31262468.4,0.82,35692118.43,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002099.SZ,机构专用,58988276.0,1.55,41560083.64,1.09,17428192.36,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002099.SZ,东吴证券股份有限公司上海西藏南路证券营业部,56483497.0,1.48,60790996.58,1.6,-4307499.58,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002099.SZ,机构专用,54158880.0,1.42,14434433.0,0.38,39724447.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002099.SZ,方正证券股份有限公司台州解放路证券营业部,11831427.0,0.31,209490168.88,5.5,-197658741.88,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002099.SZ,浙商证券股份有限公司台州环城东路证券营业部,23171369.25,0.61,104190307.0,2.74,-81018937.75,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002099.SZ,深股通专用,119944083.78,3.15,91893083.31,2.41,28051000.47,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002099.SZ,中国银河证券股份有限公司台州黄岩委羽街证券营业部,16859407.31,0.44,81244716.38,2.13,-64385309.07,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002099.SZ,中信证券股份有限公司台州分公司,9939073.0,0.26,76950314.75,2.02,-67011241.75,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260210,002149.SZ,深股通专用,128736426.37,2.55,48257771.46,0.95,80478654.91,0,日跌幅偏离值达到7%的前5只证券
20260210,002149.SZ,华泰证券股份有限公司苏州吴中大道证券营业部,121008234.64,2.39,429147.0,0.01,120579087.64,0,日跌幅偏离值达到7%的前5只证券
20260210,002149.SZ,国信证券股份有限公司浙江互联网分公司,65012471.74,1.29,57076440.26,1.13,7936031.48,0,日跌幅偏离值达到7%的前5只证券
20260210,002149.SZ,机构专用,58543430.0,1.16,10330761.0,0.2,48212669.0,0,日跌幅偏离值达到7%的前5只证券
20260210,002149.SZ,国泰海通证券股份有限公司武汉紫阳东路证券营业部,54693343.0,1.08,285691.0,0.01,54407652.0,0,日跌幅偏离值达到7%的前5只证券
20260210,002149.SZ,东方证券股份有限公司杭州龙井路证券营业部,36353.0,0.0,125519473.27,2.48,-125483120.27,1,日跌幅偏离值达到7%的前5只证券
20260210,002149.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,31769828.0,0.63,98512637.73,1.95,-66742809.73,1,日跌幅偏离值达到7%的前5只证券
20260210,002149.SZ,国信证券股份有限公司浙江互联网分公司,65012471.74,1.29,57076440.26,1.13,7936031.48,1,日跌幅偏离值达到7%的前5只证券
