trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20251128,000078.SZ,国泰海通证券股份有限公司南京太平南路证券营业部,45454812.0,3.41,90036.0,0.01,45364776.0,0,日涨幅偏离值达到7%的前5只证券
20251128,000078.SZ,深股通专用,42553048.5,3.19,38132198.3,2.86,4420850.2,0,日涨幅偏离值达到7%的前5只证券
20251128,000078.SZ,金融街证券股份有限公司上海河南南路证券营业部,33877986.52,2.54,188678.0,0.01,33689308.52,0,日涨幅偏离值达到7%的前5只证券
20251128,000078.SZ,中国银河证券股份有限公司北京中关村大街证券营业部,28637334.94,2.15,184111.0,0.01,28453223.94,0,日涨幅偏离值达到7%的前5只证券
20251128,000078.SZ,国信证券股份有限公司浙江互联网分公司,12633909.5,0.95,6139666.0,0.46,6494243.5,0,日涨幅偏离值达到7%的前5只证券
20251128,000078.SZ,深股通专用,42553048.5,3.19,38132198.3,2.86,4420850.2,1,日涨幅偏离值达到7%的前5只证券
20251128,000078.SZ,机构专用,6077336.0,0.46,20229680.12,1.52,-14152344.12,1,日涨幅偏离值达到7%的前5只证券
20251128,000078.SZ,机构专用,5973403.0,0.45,14161941.0,1.06,-8188538.0,1,日涨幅偏离值达到7%的前5只证券
20251128,000078.SZ,中天证券股份有限公司沈阳南京北街证券营业部,10745.0,0.0,13610070.0,1.02,-13599325.0,1,日涨幅偏离值达到7%的前5只证券
20251128,000078.SZ,中国银河证券股份有限公司滨州黄河五路证券营业部,2315731.0,0.17,11930590.0,0.9,-9614859.0,1,日涨幅偏离值达到7%的前5只证券
20251128,000510.SZ,机构专用,79587103.0,3.87,37750757.0,1.84,41836346.0,0,日换手率达到20%的前5只证券
20251128,000510.SZ,机构专用,66978451.65,3.26,18246561.25,0.89,48731890.4,0,日换手率达到20%的前5只证券
20251128,000510.SZ,浙商证券股份有限公司杭州五星路证券营业部,54069330.0,2.63,0.0,0.0,54069330.0,0,日换手率达到20%的前5只证券
20251128,000510.SZ,机构专用,47231993.69,2.3,31221841.11,1.52,16010152.58,0,日换手率达到20%的前5只证券
20251128,000510.SZ,机构专用,43530552.0,2.12,14513414.0,0.71,29017138.0,0,日换手率达到20%的前5只证券
20251128,000510.SZ,机构专用,40320910.0,1.96,55530390.0,2.7,-15209480.0,1,日换手率达到20%的前5只证券
20251128,000510.SZ,华泰证券股份有限公司常州和平北路证券营业部,710801.0,0.03,40571676.0,1.97,-39860875.0,1,日换手率达到20%的前5只证券
20251128,000510.SZ,机构专用,79587103.0,3.87,37750757.0,1.84,41836346.0,1,日换手率达到20%的前5只证券
20251128,000510.SZ,机构专用,47231993.69,2.3,31221841.11,1.52,16010152.58,1,日换手率达到20%的前5只证券
20251128,000510.SZ,东北证券股份有限公司深圳科技园分公司,0.0,0.0,28697084.0,1.4,-28697084.0,1,日换手率达到20%的前5只证券
20251128,000547.SZ,深股通专用,224760698.68,4.35,132085040.0,2.55,92675658.68,0,日涨幅偏离值达到7%的前5只证券
20251128,000547.SZ,国泰海通证券股份有限公司上海静安区新闸路证券营业部,159520676.0,3.08,0.0,0.0,159520676.0,0,日涨幅偏离值达到7%的前5只证券
20251128,000547.SZ,中泰证券股份有限公司湖北分公司,86725521.0,1.68,865781.0,0.02,85859740.0,0,日涨幅偏离值达到7%的前5只证券
20251128,000547.SZ,中信证券股份有限公司西安朱雀大街证券营业部,82724096.0,1.6,16316265.0,0.32,66407831.0,0,日涨幅偏离值达到7%的前5只证券
20251128,000547.SZ,国投证券股份有限公司西安朱雀大街证券营业部,72924722.86,1.41,255593.0,0.0,72669129.86,0,日涨幅偏离值达到7%的前5只证券
20251128,000547.SZ,深股通专用,224760698.68,4.35,132085040.0,2.55,92675658.68,1,日涨幅偏离值达到7%的前5只证券
20251128,000547.SZ,国信证券股份有限公司浙江互联网分公司,51143192.79,0.99,92119555.88,1.78,-40976363.09,1,日涨幅偏离值达到7%的前5只证券
20251128,000547.SZ,东方财富证券股份有限公司昌都两江大道证券营业部,36652581.29,0.71,55837954.47,1.08,-19185373.18,1,日涨幅偏离值达到7%的前5只证券
20251128,000547.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,39968658.76,0.77,52849240.86,1.02,-12880582.1,1,日涨幅偏离值达到7%的前5只证券
20251128,000547.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,38473444.29,0.74,50225841.48,0.97,-11752397.19,1,日涨幅偏离值达到7%的前5只证券
20251128,000592.SZ,国信证券股份有限公司浙江互联网分公司,76092119.62,1.25,61514022.05,1.01,14578097.57,0,日涨幅偏离值达到7%的前5只证券
20251128,000592.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,53730701.47,0.88,57007921.86,0.94,-3277220.39,0,日涨幅偏离值达到7%的前5只证券
20251128,000592.SZ,深股通专用,52889104.0,0.87,50906478.79,0.84,1982625.21,0,日涨幅偏离值达到7%的前5只证券
20251128,000592.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,52305351.98,0.86,54181066.18,0.89,-1875714.2,0,日涨幅偏离值达到7%的前5只证券
20251128,000592.SZ,金融街证券股份有限公司上海第二分公司,50570108.46,0.83,1158783.0,0.02,49411325.46,0,日涨幅偏离值达到7%的前5只证券
20251128,000592.SZ,国信证券股份有限公司浙江互联网分公司,76092119.62,1.25,61514022.05,1.01,14578097.57,1,日涨幅偏离值达到7%的前5只证券
20251128,000592.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,53730701.47,0.88,57007921.86,0.94,-3277220.39,1,日涨幅偏离值达到7%的前5只证券
