ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
159001.SZ,易方达保证金货币A,货币ETF,易方达保证金收益货币市场基金A类,,,20130329,20141020,L,SZ,易方达基金,交通银行股份有限公司,0.15,纯境内
159003.SZ,招商保证金快线A,招商快线ETF,招商保证金快线货币市场基金A类,,,20130517,20141020,L,SZ,招商基金,平安银行股份有限公司,0.2,纯境内
159005.SZ,汇添富收益快钱货币A,汇添富快钱ETF,汇添富收益快钱货币市场基金A类,,,20141223,20150113,L,SZ,汇添富基金,中国工商银行股份有限公司,0.15,纯境内
159100.SZ,华夏布拉德斯科巴西伊博维斯帕ETF(QDII),巴西ETF,华夏布拉德斯科巴西伊博维斯帕交易型开放式指数证券投资基金(QDII),BOVESPA.OTH,巴西IBOVESPA指数,20251105,20251113,L,SZ,华夏基金,中国工商银行股份有限公司,0.5,QDII
159101.SZ,华夏国证港股通科技ETF,港股通科技ETF基金,华夏国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20250826,20250903,L,SZ,华夏基金,中信银行股份有限公司,0.5,纯境内
159102.SZ,华安恒生生物科技ETF,港股通生物科技ETF,华安恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20250905,20250916,L,SZ,华安基金,华泰证券股份有限公司,0.5,纯境内
159103.SZ,汇添富中证金融科技主题ETF,金融科技ETF汇添富,汇添富中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20250829,20250910,L,SZ,汇添富基金,中信建投证券股份有限公司,0.5,纯境内
159105.SZ,易方达恒生生物科技ETF,恒生生物科技ETF易方达,易方达恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20251020,20251103,L,SZ,易方达基金,中国银行股份有限公司,0.5,纯境内
159106.SZ,前海开源中证民企300ETF,民企300ETF,前海开源中证民企300交易型开放式指数证券投资基金,931265.CSI,中证民企300指数,20250926,20251022,L,SZ,前海开源基金,国投证券股份有限公司,0.5,纯境内
159107.SZ,富国创业板软件ETF,创业板软件ETF富国,富国创业板软件交易型开放式指数证券投资基金,399264.SZ,创业板软件指数,20250910,20250922,L,SZ,富国基金,兴业银行股份有限公司,0.5,纯境内
159108.SZ,博时国证工业软件主题ETF,工业软件ETF,博时国证工业软件主题交易型开放式指数证券投资基金,980034.SZ,国证工业软件主题指数,20251112,20251124,L,SZ,博时基金,中信建投证券股份有限公司,0.5,纯境内
159109.SZ,景顺长城恒生港股通50ETF,恒生50ETF,景顺长城恒生港股通50交易型开放式指数证券投资基金,HSSC50.HI,恒生港股通50指数,20250925,20251010,L,SZ,景顺长城基金,兴业银行股份有限公司,0.5,纯境内
159110.SZ,万家深证AAA科技创新公司债ETF,科创债ETF万家,万家深证AAA科技创新公司债交易型开放式指数证券投资基金,921130.SZ,深证AAA科技创新公司债指数,20250917,20250924,L,SZ,万家基金,兴业银行股份有限公司,0.15,纯境内
159111.SZ,天弘中证AAA科技创新公司债ETF,科创债ETF天弘,天弘中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,20250924,L,SZ,天弘基金,招商银行股份有限公司,0.15,纯境内
159112.SZ,科创债ETF银华,科创债ETF银华,银华中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,20250924,L,SZ,银华基金,中信银行股份有限公司,0.15,纯境内
159113.SZ,大成中证AAA科技创新公司债ETF,科创债ETF大成,大成中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,20250924,L,SZ,大成基金,中国建设银行股份有限公司,0.15,纯境内
159115.SZ,华安中证AAA科技创新公司债ETF,科创债ETF华安,华安中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,20250924,L,SZ,华安基金,兴业银行股份有限公司,0.15,纯境内
159116.SZ,科创债ETF工银,科创债ETF工银,工银瑞信中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250917,20250924,L,SZ,工银瑞信基金,中信银行股份有限公司,0.15,纯境内
159117.SZ,鹏华港股通低波红利ETF,港股通红利低波ETF,鹏华标普港股通低波红利交易型开放式指数证券投资基金,SPAHLVCP.OTH,标普港股通低波红利指数,20250930,20251017,L,SZ,鹏华基金,兴业银行股份有限公司,0.3,纯境内
159118.SZ,华夏标普港股通低波红利ETF,港股通红利低波ETF基金,华夏标普港股通低波红利交易型开放式指数证券投资基金,SPAHLVCP.OTH,标普港股通低波红利指数,20251117,20251127,L,SZ,华夏基金,中国工商银行股份有限公司,0.15,纯境内
159119.SZ,招商中证800自由现金流ETF,800现金流ETF,招商中证800自由现金流交易型开放式指数证券投资基金,932368.CSI,中证800自由现金流指数,20251103,20251113,L,SZ,招商基金,平安银行股份有限公司,0.15,纯境内
159120.SZ,国联安港股通科技ETF,港股科技30ETF,国联安恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,20251105,20251113,L,SZ,国联安基金,招商证券股份有限公司,0.5,纯境内
159121.SZ,易方达恒生港股通汽车主题ETF,恒生汽车ETF,易方达恒生港股通汽车主题交易型开放式指数证券投资基金,HSSCAM.HI,恒生港股通汽车主题指数,20251114,20251124,L,SZ,易方达基金,招商银行股份有限公司,0.5,纯境内
159122.SZ,富国创业板新能源ETF,创业板新能源ETF富国,富国创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,20251022,20251103,L,SZ,富国基金,财通证券股份有限公司,0.5,纯境内
159123.SZ,嘉实中证光伏产业ETF,光伏ETF嘉实,嘉实中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20251119,20251127,L,SZ,嘉实基金,中国银行股份有限公司,0.5,纯境内
159125.SZ,招商国证港股通科技ETF,港股通科技ETF招商,招商国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20251024,20251106,L,SZ,招商基金,国泰海通证券股份有限公司,0.5,纯境内
159126.SZ,南方中证港股通50ETF,港股通50ETF南方,南方中证港股通50交易型开放式指数证券投资基金,930931.CSI,中证港股通50指数,20251022,20251103,L,SZ,南方基金,中国工商银行股份有限公司,0.15,纯境内
159127.SZ,南方中证港股通高股息投资ETF,港股通红利ETF南方,南方中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20251112,20251120,L,SZ,南方基金,中泰证券股份有限公司,0.15,纯境内
159128.SZ,天弘国证港股通科技ETF,港股科技ETF天弘,天弘国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20251031,20251113,L,SZ,天弘基金,中国建设银行股份有限公司,0.5,纯境内
159129.SZ,嘉实中证细分化工产业主题ETF,化工ETF嘉实,嘉实中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20251106,20251114,L,SZ,嘉实基金,交通银行股份有限公司,0.15,纯境内
159130.SZ,鹏华恒生生物科技ETF,恒生生物科技ETF鹏华,鹏华恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20251119,20251127,L,SZ,鹏华基金,广发证券股份有限公司,0.5,纯境内
159131.SZ,华宝中证港股通信息技术综合ETF,港股信息技术ETF,华宝中证港股通信息技术综合交易型开放式指数证券投资基金,930967.CSI,中证港股通信息技术综合指数,20251105,20251113,L,SZ,华宝基金,江苏银行股份有限公司,0.5,纯境内
159132.SZ,富国恒生生物科技ETF,富国恒生生物科技ETF,富国恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,,,P,SZ,富国基金,平安银行股份有限公司,,纯境内
159133.SZ,天弘中证细分化工产业主题ETF,化工ETF天弘,天弘中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20251117,20251125,L,SZ,天弘基金,中信建投证券股份有限公司,0.5,纯境内
159136.SZ,广发中证A50ETF,广发中证A50ETF,广发中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,,,P,SZ,广发基金,中信银行股份有限公司,,纯境内
159137.SZ,华宝中证港股通医疗主题ETF,华宝中证港股通医疗主题ETF,华宝中证港股通医疗主题交易型开放式指数证券投资基金,932069.CSI,中证港股通医疗主题指数,,,P,SZ,华宝基金,财通证券股份有限公司,,纯境内
159139.SZ,科创创业人工智能ETF华泰柏瑞,科创创业人工智能ETF华泰柏瑞,华泰柏瑞中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,,,P,SZ,华泰柏瑞基金,江苏银行股份有限公司,,纯境内
159140.SZ,易方达中证科创创业人工智能ETF,易方达中证科创创业人工智能ETF,易方达中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,,,P,SZ,易方达基金,招商银行股份有限公司,,纯境内
159141.SZ,科创创业人工智能ETF永赢,科创创业人工智能ETF永赢,永赢中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,,,P,SZ,永赢基金,兴业银行股份有限公司,,纯境内
159142.SZ,景顺长城中证科创创业人工智能ETF,景顺长城中证科创创业人工智能ETF,景顺长城中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,,,P,SZ,景顺长城基金,中信证券股份有限公司,,纯境内
159150.SZ,易方达深证50ETF,深证50ETF易方达,易方达深证50交易型开放式指数证券投资基金,399850.SZ,深证50指数,20231129,20231211,L,SZ,易方达基金,国泰海通证券股份有限公司,0.15,纯境内
159200.SZ,富国中证AAA科技创新公司债ETF,科创债ETF富国,富国中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250710,20250717,L,SZ,富国基金,中信证券股份有限公司,0.15,纯境内
159201.SZ,华夏国证自由现金流ETF,自由现金流ETF,华夏国证自由现金流交易型开放式指数证券投资基金,980092.SZ,国证自由现金流指数,20250219,20250227,L,SZ,华夏基金,中泰证券股份有限公司,0.15,纯境内
159202.SZ,万家恒生互联网科技业ETF(QDII),恒生互联网科技ETF,万家恒生互联网科技业交易型开放式指数证券投资基金(QDII),HSIII.HI,恒生互联网科技业指数,20250402,20250416,L,SZ,万家基金,兴业银行股份有限公司,0.5,QDII
159203.SZ,博时国证大盘成长ETF,大盘成长ETF,博时国证大盘成长交易型开放式指数证券投资基金,399372.SZ,国证大盘成长指数,20250618,20250630,L,SZ,博时基金,国泰海通证券股份有限公司,0.5,纯境内
159205.SZ,创业板ETF东财,创业板ETF东财,西藏东财创业板交易型开放式指数证券投资基金,399006.SZ,创业板指数,20250604,20250612,L,SZ,东财基金,兴业银行股份有限公司,0.15,纯境内
159206.SZ,卫星ETF,卫星ETF,永赢国证商用卫星通信产业交易型开放式指数证券投资基金,980018.SZ,国证商用卫星通信产业指数,20250306,20250314,L,SZ,永赢基金,中信建投证券股份有限公司,0.5,纯境内
159207.SZ,广发中证智选高股息策略ETF,高股息ETF,广发中证智选高股息策略交易型开放式指数证券投资基金,932305.CSI,中证智选高股息策略指数,20250327,20250409,L,SZ,广发基金,上海浦东发展银行股份有限公司,0.5,纯境内
159208.SZ,万家国证航天航空行业ETF,航天航空ETF,万家国证航天航空行业交易型开放式指数证券投资基金,CN5082.SZ,国证航天航空行业指数,20250428,20250512,L,SZ,万家基金,中国建设银行股份有限公司,0.5,纯境内
159209.SZ,招商中证全指红利质量ETF,中证红利质量ETF,招商中证全指红利质量交易型开放式指数证券投资基金,932315.CSI,中证全指红利质量指数,20250312,20250325,L,SZ,招商基金,财通证券股份有限公司,0.15,纯境内
159210.SZ,汇添富中证港股通汽车产业主题ETF,港股汽车ETF,汇添富中证港股通汽车产业主题交易型开放式指数证券投资基金,931239.CSI,中证港股通汽车产业主题指数,20250522,20250604,L,SZ,汇添富基金,国投证券股份有限公司,0.5,纯境内
159211.SZ,富国深证100ETF,深证100ETF富国,富国深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,20250402,20250414,L,SZ,富国基金,中国工商银行股份有限公司,0.15,纯境内
159212.SZ,南方深证100ETF,深100ETF南方,南方深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,20250327,20250409,L,SZ,南方基金,中国农业银行股份有限公司,0.15,纯境内
159213.SZ,汇添富中证机器人ETF,机器人ETF基金,汇添富中证机器人交易型开放式指数证券投资基金,H30590.CSI,中证机器人指数,20250421,20250430,L,SZ,汇添富基金,国信证券股份有限公司,0.5,纯境内
159215.SZ,平安中证A500ETF,中证A500ETF指数基金,平安中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,20250326,20250407,L,SZ,平安基金,中国农业银行股份有限公司,0.15,纯境内
159216.SZ,大成深证100ETF,深证100ETF大成,大成深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,20250402,20250411,L,SZ,大成基金,中信证券股份有限公司,0.15,纯境内
159217.SZ,港股通创新药ETF工银,港股通创新药ETF工银,工银瑞信国证港股通创新药交易型开放式指数证券投资基金,987018.SZ,国证港股通创新药指数,20250326,20250403,L,SZ,工银瑞信基金,广发证券股份有限公司,0.4,纯境内
159218.SZ,招商中证卫星产业ETF,卫星产业ETF,招商中证卫星产业交易型开放式指数证券投资基金,931594.CSI,中证卫星产业指数,20250514,20250522,L,SZ,招商基金,中国银河证券股份有限公司,0.5,纯境内
159219.SZ,融通深证100ETF,深证100ETF融通,融通深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,20250424,20250513,L,SZ,融通基金,兴业银行股份有限公司,0.15,纯境内
159220.SZ,华宝标普港股通低波红利ETF,港股通红利ETF,华宝标普港股通低波红利交易型开放式指数证券投资基金,SPAHLVCP.OTH,标普港股通低波红利指数,20250429,20250512,L,SZ,华宝基金,中国建设银行股份有限公司,0.5,纯境内
159221.SZ,嘉实国证自由现金流ETF,现金流ETF嘉实,嘉实国证自由现金流交易型开放式指数证券投资基金,980092.SZ,国证自由现金流指数,20250430,20250513,L,SZ,嘉实基金,中国工商银行股份有限公司,0.15,纯境内
159222.SZ,易方达国证自由现金流ETF,自由现金流ETF易方达,易方达国证自由现金流交易型开放式指数证券投资基金,980092.SZ,国证自由现金流指数,20250409,20250417,L,SZ,易方达基金,中信证券股份有限公司,0.15,纯境内
159223.SZ,现金流ETF永赢,现金流ETF永赢,永赢国证自由现金流交易型开放式指数证券投资基金,980092.SZ,国证自由现金流指数,20250625,20250703,L,SZ,永赢基金,中国银行股份有限公司,0.5,纯境内
159225.SZ,现金流ETF基金,现金流ETF基金,银华国证自由现金流交易型开放式指数证券投资基金,980092.SZ,国证自由现金流指数,20250409,20250417,L,SZ,银华基金,平安银行股份有限公司,0.5,纯境内
159226.SZ,国泰中证A500增强策略ETF,中证A500增强ETF,国泰中证A500增强策略交易型开放式指数证券投资基金,000510.SH,中证A500指数,20250520,20250529,L,SZ,国泰基金,中国工商银行股份有限公司,0.5,纯境内
159227.SZ,华夏国证航天航空行业ETF,航空航天ETF,华夏国证航天航空行业交易型开放式指数证券投资基金,CN5082.SZ,国证航天航空行业指数,20250430,20250516,L,SZ,华夏基金,中国农业银行股份有限公司,0.5,纯境内
159228.SZ,长城中证红利低波100ETF,红利低波ETF长城,长城中证红利低波动100交易型开放式指数证券投资基金,930955.CSI,中证红利低波动100指数,20250605,20250618,L,SZ,长城基金,中国农业银行股份有限公司,0.5,纯境内
159229.SZ,广发中证800自由现金流ETF,自由现金流ETF广发,广发中证800自由现金流交易型开放式指数证券投资基金,932368.CSI,中证800自由现金流指数,20250506,20250515,L,SZ,广发基金,中信银行股份有限公司,0.5,纯境内
159230.SZ,华夏国证通用航空产业ETF,通用航空ETF基金,华夏国证通用航空产业交易型开放式指数证券投资基金,980076.SZ,国证通用航空产业指数,20250521,20250530,L,SZ,华夏基金,国泰海通证券股份有限公司,0.5,纯境内
159231.SZ,华宝国证通用航空产业ETF,通用航空ETF华宝,华宝国证通用航空产业交易型开放式指数证券投资基金,980076.SZ,国证通用航空产业指数,20250418,20250429,L,SZ,华宝基金,长江证券股份有限公司,0.5,纯境内
159232.SZ,南方中证全指自由现金流ETF,自由现金流ETF南方,南方中证全指自由现金流交易型开放式指数证券投资基金,932365.CSI,中证全指自由现金流指数,20250423,20250430,L,SZ,南方基金,国信证券股份有限公司,0.15,纯境内
159233.SZ,平安中证全指自由现金流ETF,自由现金流ETF基金,平安中证全指自由现金流交易型开放式指数证券投资基金,932365.CSI,中证全指自由现金流指数,20250521,20250604,L,SZ,平安基金,中国工商银行股份有限公司,0.5,纯境内
159235.SZ,大成中证全指自由现金流ETF,中证现金流ETF,大成中证全指自由现金流交易型开放式指数证券投资基金,932365.CSI,中证全指自由现金流指数,20250423,20250430,L,SZ,大成基金,华泰证券股份有限公司,0.15,纯境内
159236.SZ,自由现金流ETF工银,自由现金流ETF工银,工银瑞信中证全指自由现金流交易型开放式指数证券投资基金,932365.CSI,中证全指自由现金流指数,20250430,20250516,L,SZ,工银瑞信基金,华泰证券股份有限公司,0.15,纯境内
159237.SZ,港股汽车ETF基金,港股汽车ETF基金,工银瑞信中证港股通汽车产业主题交易型开放式指数证券投资基金,931239.CSI,中证港股通汽车产业主题指数,20250625,20250707,L,SZ,工银瑞信基金,中信证券股份有限公司,0.45,纯境内
159238.SZ,景顺长城沪深300增强策略ETF,300ETF增强,景顺长城沪深300增强策略交易型开放式指数证券投资基金,000300.SH,沪深300指数,20250528,20250609,L,SZ,景顺长城基金,兴业银行股份有限公司,0.5,纯境内
159239.SZ,富国恒生港股通汽车主题ETF,港股通汽车ETF富国,富国恒生港股通汽车主题交易型开放式指数证券投资基金,HSSCAM.HI,恒生港股通汽车主题指数,20250519,20250528,L,SZ,富国基金,中信建投证券股份有限公司,0.5,纯境内
159240.SZ,天弘中证A500增强策略ETF,中证A500增强ETF天弘,天弘中证A500增强策略交易型开放式指数证券投资基金,000510.SH,中证A500指数,20250605,20250617,L,SZ,天弘基金,中信建投证券股份有限公司,0.5,纯境内
159241.SZ,天弘国证航天航空行业ETF,航空航天ETF天弘,天弘国证航天航空行业交易型开放式指数证券投资基金,CN5082.SZ,国证航天航空行业指数,20250521,20250529,L,SZ,天弘基金,中信证券股份有限公司,0.5,纯境内
159242.SZ,大成创业板人工智能ETF,创业板人工智能ETF大成,大成创业板人工智能交易型开放式指数证券投资基金,970070.SZ,创业板人工智能指数,20250716,20250724,L,SZ,大成基金,华泰证券股份有限公司,0.5,纯境内
159243.SZ,招商创业板人工智能ETF,招商创业板人工智能ETF,招商创业板人工智能交易型开放式指数证券投资基金,970070.SZ,创业板人工智能指数,,,P,SZ,招商基金,平安银行股份有限公司,,纯境内
159245.SZ,富国国证港股通消费主题ETF,港股通消费ETF,富国国证港股通消费主题交易型开放式指数证券投资基金,987024.SZ,国证港股通消费主题指数,20250611,20250619,L,SZ,富国基金,国投证券股份有限公司,0.5,纯境内
159246.SZ,富国创业板人工智能ETF,创业板人工智能ETF富国,富国创业板人工智能交易型开放式指数证券投资基金,970070.SZ,创业板人工智能指数,20250702,20250710,L,SZ,富国基金,中信建投证券股份有限公司,0.4,纯境内
159247.SZ,汇添富创业板ETF,汇添富创业板ETF,汇添富创业板交易型开放式指数证券投资基金,399006.SZ,创业板指数,,,P,SZ,汇添富基金,中国建设银行股份有限公司,,纯境内
159248.SZ,万家中证人工智能主题ETF,人工智能ETF基金,万家中证人工智能主题交易型开放式指数证券投资基金,930713.CSI,中证人工智能主题指数,20250710,20250724,L,SZ,万家基金,浙商证券股份有限公司,0.5,纯境内
159249.SZ,A500增强ETF工银,A500增强ETF工银,工银瑞信中证A500增强策略交易型开放式指数证券投资基金,000510.SH,中证A500指数,20250620,20250702,L,SZ,工银瑞信基金,广发证券股份有限公司,0.5,纯境内
159251.SZ,万家国证港股通科技ETF,港股科技ETF基金,万家国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20250714,20250724,L,SZ,万家基金,国投证券股份有限公司,0.5,纯境内
159253.SZ,博时中证银行ETF,博时中证银行ETF,博时中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,20251127,20251208,P,SZ,博时基金,中国建设银行股份有限公司,0.5,纯境内
159255.SZ,易方达国证通用航空产业ETF,通用航空ETF易方达,易方达国证通用航空产业交易型开放式指数证券投资基金,980076.SZ,国证通用航空产业指数,20250725,20250804,L,SZ,易方达基金,兴业证券股份有限公司,0.5,纯境内
159256.SZ,华夏创业板软件ETF,创业板软件ETF华夏,华夏创业板软件交易型开放式指数证券投资基金,399264.SZ,创业板软件指数,20250724,20250804,L,SZ,华夏基金,中信建投证券股份有限公司,0.5,纯境内
159257.SZ,汇添富国证通用航空产业ETF,航空ETF基金,汇添富国证通用航空产业交易型开放式指数证券投资基金,980076.SZ,国证通用航空产业指数,20250716,20250728,L,SZ,汇添富基金,中信建投证券股份有限公司,0.5,纯境内
159258.SZ,南方中证机器人ETF,机器人ETF南方,南方中证机器人交易型开放式指数证券投资基金,H30590.CSI,中证机器人指数,20250724,20250801,L,SZ,南方基金,平安银行股份有限公司,0.5,纯境内
159259.SZ,易方达国证成长100ETF,成长ETF,易方达国证成长100交易型开放式指数证券投资基金,980080.SZ,国证成长100指数,20250820,20250828,L,SZ,易方达基金,中信证券股份有限公司,0.5,纯境内
159260.SZ,博时证券公司ETF,证券指数ETF,博时中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20251024,20251104,L,SZ,博时基金,中国银行股份有限公司,0.5,纯境内
159261.SZ,鹏华创业板新能源ETF,创业板新能源ETF鹏华,鹏华创业板新能源交易型开放式指数证券投资基金,399266.SZ,创业板新能源指数,20250625,20250707,L,SZ,鹏华基金,中泰证券股份有限公司,0.5,纯境内
159262.SZ,广发恒生港股通科技主题ETF,港股通科技ETF,广发恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,20250626,20250707,L,SZ,广发基金,华泰证券股份有限公司,0.5,纯境内
159263.SZ,易方达国证价值100ETF,价值ETF,易方达国证价值100交易型开放式指数证券投资基金,980081.SZ,国证价值100指数,20250630,20250708,L,SZ,易方达基金,中信银行股份有限公司,0.5,纯境内
159265.SZ,鹏华国证港股通消费主题ETF,港股消费50ETF,鹏华国证港股通消费主题交易型开放式指数证券投资基金,987024.SZ,国证港股通消费主题指数,20250618,20250702,L,SZ,鹏华基金,招商证券股份有限公司,0.5,纯境内
159266.SZ,港股通央企红利ETF,港股通央企红利ETF,永赢中证港股通央企红利交易型开放式指数证券投资基金,931233.CSI,中证港股通央企红利指数,20250723,20250801,L,SZ,永赢基金,交通银行股份有限公司,0.5,纯境内
159267.SZ,华安国证航天航空行业ETF,航天ETF,华安国证航天航空行业交易型开放式指数证券投资基金,CN5082.SZ,国证航天航空行业指数,20250721,20250801,L,SZ,华安基金,国投证券股份有限公司,0.5,纯境内
159268.SZ,汇添富国证港股通消费主题ETF,港股通消费50ETF,汇添富国证港股通消费主题交易型开放式指数证券投资基金,987024.SZ,国证港股通消费主题指数,20250710,20250721,L,SZ,汇添富基金,广发证券股份有限公司,0.5,纯境内
159269.SZ,南方中证港股通科技ETF,港股通科技ETF南方,南方中证港股通科技交易型开放式指数证券投资基金,931573CNY00.CSI,中证港股通科技人民币指数,20250630,20250710,L,SZ,南方基金,广发证券股份有限公司,0.3,纯境内
159270.SZ,南方创业板中盘200ETF,创业板200ETF南方,南方创业板中盘200交易型开放式指数证券投资基金,399019.SZ,创业板中盘200指数,20250716,20250724,L,SZ,南方基金,招商银行股份有限公司,0.15,纯境内
159271.SZ,鹏华恒生ETF,恒生指数ETF,鹏华恒生交易型开放式指数证券投资基金,HSI.HI,恒生指数,20250730,20250811,L,SZ,鹏华基金,中国工商银行股份有限公司,0.5,纯境内
159272.SZ,富国国证机器人产业ETF,机器人ETF富国,富国国证机器人产业交易型开放式指数证券投资基金,980022.SZ,国证机器人产业指数,20250908,20250919,L,SZ,富国基金,国信证券股份有限公司,0.5,纯境内
159273.SZ,汇添富中证沪港深云计算产业ETF,云计算ETF汇添富,汇添富中证沪港深云计算产业交易型开放式指数证券投资基金,931470.CSI,中证沪港深云计算产业指数,20250728,20250806,L,SZ,汇添富基金,招商银行股份有限公司,0.5,纯境内
159275.SZ,华宝中证全指农牧渔ETF,农牧渔ETF,华宝中证全指农牧渔交易型开放式指数证券投资基金,930910.CSI,中证全指农牧渔指数,20250919,20250929,L,SZ,华宝基金,上海浦东发展银行股份有限公司,0.5,纯境内
159276.SZ,汇添富国证自由现金流ETF,现金流ETF汇添富,汇添富国证自由现金流交易型开放式指数证券投资基金,980092.SZ,国证自由现金流指数,20250717,20250728,L,SZ,汇添富基金,交通银行股份有限公司,0.5,纯境内
159277.SZ,富国中证港股通高股息投资ETF,港股通红利ETF富国,富国中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20250805,20250814,L,SZ,富国基金,广发证券股份有限公司,0.3,纯境内
159278.SZ,鹏华国证机器人产业ETF,机器人ETF鹏华,鹏华国证机器人产业交易型开放式指数证券投资基金,980022.SZ,国证机器人产业指数,20250730,20250812,L,SZ,鹏华基金,国投证券股份有限公司,0.5,纯境内
159279.SZ,华安创业板人工智能ETF,创业板人工智能ETF华安,华安创业板人工智能交易型开放式指数证券投资基金,970070.SZ,创业板人工智能指数,20250917,20250929,L,SZ,华安基金,光大证券股份有限公司,0.5,纯境内
159280.SZ,汇添富国证港股通互联网ETF,港股通互联网ETF汇添富,汇添富国证港股通互联网交易型开放式指数证券投资基金,987022.SZ,国证港股通互联网指数,20250806,20250818,L,SZ,汇添富基金,中国建设银行股份有限公司,0.4,纯境内
159281.SZ,天弘中证港股通央企红利ETF,港股通央企红利ETF天弘,天弘中证港股通央企红利交易型开放式指数证券投资基金,931233.CSI,中证港股通央企红利指数,20250820,20250902,L,SZ,天弘基金,交通银行股份有限公司,0.5,纯境内
159283.SZ,南方中证通用航空主题ETF,通用航空ETF南方,南方中证通用航空主题交易型开放式指数证券投资基金,931855.CSI,中证通用航空主题指数,20250813,20250821,L,SZ,南方基金,国投证券股份有限公司,0.15,纯境内
159285.SZ,华安国证港股通消费主题ETF,港股通消费ETF华安,华安国证港股通消费主题交易型开放式指数证券投资基金,987024.SZ,国证港股通消费主题指数,20251009,20251020,L,SZ,华安基金,中信证券股份有限公司,0.5,纯境内
159286.SZ,鹏华国证港股通创新药ETF,港股创新药ETF鹏华,鹏华国证港股通创新药交易型开放式指数证券投资基金,987018.SZ,国证港股通创新药指数,20250820,20250902,L,SZ,鹏华基金,兴业证券股份有限公司,0.5,纯境内
159287.SZ,博时创业板综合ETF,创业板综ETF博时,博时创业板综合交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,20250815,20250827,L,SZ,博时基金,中国工商银行股份有限公司,0.15,纯境内
159288.SZ,创业板综ETF银华,创业板综ETF银华,银华创业板综合交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,20250917,20250926,L,SZ,银华基金,中国银行股份有限公司,0.15,纯境内
159289.SZ,鹏华创业板综合ETF,创业板综指ETF鹏华,鹏华创业板综合交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,20250903,20250915,L,SZ,鹏华基金,国金证券股份有限公司,0.15,纯境内
159290.SZ,创业板综指增强ETF东财,创业板综指增强ETF东财,西藏东财创业板综合增强策略交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,20250909,20250917,L,SZ,东财基金,金融街证券股份有限公司,0.5,纯境内
159291.SZ,招商创业板综合增强策略ETF,创业板综增强ETF招商,招商创业板综合增强策略交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,20250820,20250901,L,SZ,招商基金,兴业银行股份有限公司,0.8,纯境内
