ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type
159616.SZ,建信中证农牧主题ETF,农牧ETF,建信中证农牧主题交易型开放式指数证券投资基金,931778.CSI,中证农牧主题指数,20220721,20220808,L,SZ,建信基金,中国国际金融股份有限公司,0.5,纯境内
159617.SZ,华夏中证智选500价值稳健策略ETF,500价值ETF,华夏中证智选500价值稳健策略交易型开放式指数证券投资基金,931587.CSI,中证智选500价值稳健策略指数,20220609,20220630,L,SZ,华夏基金,中国农业银行股份有限公司,0.5,纯境内
159618.SZ,华安中证光伏产业ETF,光伏ETF指数基金,华安中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20220408,20220422,L,SZ,华安基金,中国建设银行股份有限公司,0.5,纯境内
159619.SZ,国泰中证基建ETF,基建ETF,国泰中证基建交易型开放式指数证券投资基金,930608.CSI,中证基建指数,20220209,20220218,L,SZ,国泰基金,中信建投证券股份有限公司,0.5,纯境内
159620.SZ,华夏中证智选500成长创新策略ETF,500成长ETF,华夏中证智选500成长创新策略交易型开放式指数证券投资基金,931590.CSI,中证智选500成长创新策略指数,20220719,20220805,L,SZ,华夏基金,中国建设银行股份有限公司,0.5,纯境内
159621.SZ,国泰MSCI中国A股ESG通用ETF,MSCIESGETF,国泰MSCI中国A股ESG通用交易型开放式指数证券投资基金,721638.MI,MSCI中国A股(人民币)ESG通用指数,20220830,20220909,L,SZ,国泰基金,中信银行股份有限公司,0.5,纯境内
159622.SZ,创新药ETF沪港深,创新药ETF沪港深,西藏东财中证沪港深创新药产业交易型开放式指数证券投资基金,931409.CSI,中证沪港深创新药产业指数,20230421,20230509,L,SZ,东财基金,广发证券股份有限公司,0.5,纯境内
159623.SZ,博时成渝经济圈ETF,成渝经济圈ETF,博时中证成渝地区双城经济圈成份交易型开放式指数证券投资基金,931695.CSI,中证成渝地区双城经济圈成份指数,20220815,20220909,L,SZ,博时基金,招商银行股份有限公司,0.15,纯境内
159625.SZ,嘉实国证绿色电力ETF,绿色电力ETF,嘉实国证绿色电力交易型开放式指数证券投资基金,399438.SZ,国证绿色电力指数,20220421,20220429,L,SZ,嘉实基金,华泰证券股份有限公司,0.5,纯境内
159627.SZ,华夏中证A100ETF,A100ETF,华夏中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20221108,20221130,L,SZ,华夏基金,江苏银行股份有限公司,0.5,纯境内
159628.SZ,万家国证2000ETF,国证2000ETF,万家国证2000交易型开放式指数证券投资基金,399303.SZ,国证2000指数,20220629,20220718,L,SZ,万家基金,中国工商银行股份有限公司,0.5,纯境内
159629.SZ,富国中证1000ETF,1000ETF,富国中证1000交易型开放式指数证券投资基金,000852.SH,中证1000指数,20220727,20220803,L,SZ,富国基金,中国银行股份有限公司,0.15,纯境内
159630.SZ,汇添富中证A100ETF,A100ETF基金,汇添富中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20221020,20221101,L,SZ,汇添富基金,中国工商银行股份有限公司,0.15,纯境内
159631.SZ,招商中证A100ETF,中证A100ETF,招商中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20220818,20220826,L,SZ,招商基金,中信证券股份有限公司,0.5,纯境内
159632.SZ,华安纳斯达克100ETF(QDII),纳斯达克ETF,华安纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20220721,20220803,L,SZ,华安基金,中国建设银行股份有限公司,0.6,QDII
159633.SZ,易方达中证1000ETF,中证1000ETF易方达,易方达中证1000交易型开放式指数证券投资基金,000852.SH,中证1000指数,20220728,20220804,L,SZ,易方达基金,国泰海通证券股份有限公司,0.15,纯境内
159635.SZ,华夏中证基建ETF,基建50ETF,华夏中证基建交易型开放式指数证券投资基金,930608.CSI,中证基建指数,20220628,20220712,L,SZ,华夏基金,中国工商银行股份有限公司,0.5,纯境内
159636.SZ,港股通科技30ETF,港股通科技30ETF,工银瑞信国证港股通科技交易型开放式指数证券投资基金,987008.SZ,国证港股通科技指数,20220630,20220720,L,SZ,工银瑞信基金,中信建投证券股份有限公司,0.45,纯境内
159637.SZ,新能源车龙头ETF,新能源车龙头ETF,西藏东财中证新能源汽车交易型开放式指数证券投资基金,399976.SZ,中证新能源汽车指数,20220819,20220901,L,SZ,东财基金,广发证券股份有限公司,0.5,纯境内
159638.SZ,嘉实中证高端装备细分50ETF,高端装备ETF,嘉实中证高端装备细分50交易型开放式指数证券投资基金,931521.CSI,中证高端装备细分50指数,20220805,20220812,L,SZ,嘉实基金,兴业银行股份有限公司,0.5,纯境内
159639.SZ,南方中证上海环交所碳中和ETF,碳中和ETF南方,南方中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220711,20220719,L,SZ,南方基金,中国建设银行股份有限公司,0.5,纯境内
159640.SZ,碳中和龙头ETF,碳中和龙头ETF,工银瑞信中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220713,20220721,L,SZ,工银瑞信基金,国信证券股份有限公司,0.45,纯境内
159641.SZ,招商中证上海环交所碳中和ETF,双碳ETF,招商中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220714,20220722,L,SZ,招商基金,中信证券股份有限公司,0.5,纯境内
159642.SZ,大成中证上海环交所碳中和ETF,碳中和100ETF,大成中证上海环交所碳中和交易型开放式指数证券投资基金,931755.CSI,中证上海环交所碳中和指数,20220713,20220721,L,SZ,大成基金,招商银行股份有限公司,0.5,纯境内
159643.SZ,国泰国证疫苗与生物科技ETF,疫苗ETF,国泰国证疫苗与生物科技交易型开放式指数证券投资基金,980015.SZ,国证疫苗与生物科技指数,20220810,20220822,L,SZ,国泰基金,杭州银行股份有限公司,0.5,纯境内
159645.SZ,富国国证疫苗与生物科技ETF,疫苗ETF富国,富国国证疫苗与生物科技交易型开放式指数证券投资基金,980015.SZ,国证疫苗与生物科技指数,20220916,20220926,L,SZ,富国基金,平安银行股份有限公司,0.5,纯境内
159646.SZ,疫苗ETF基金,疫苗ETF基金,华泰柏瑞国证疫苗与生物科技交易型开放式指数证券投资基金,980015.SZ,国证疫苗与生物科技指数,20220811,20220822,D,SZ,华泰柏瑞基金,中国建设银行股份有限公司,0.5,纯境内
159647.SZ,中药ETF,中药ETF,鹏华中证中药交易型开放式指数证券投资基金,930641.CSI,中证中药指数,20220720,20220728,L,SZ,鹏华基金,中信证券股份有限公司,0.5,纯境内
159649.SZ,华安中债1-5年国开行债券ETF,国开债ETF,华安中债1-5年国开行债券交易型开放式指数证券投资基金,CBA08303.OTH,中债-1-5年国开行债券指数(全价),20220808,20221024,L,SZ,华安基金,上海浦东发展银行股份有限公司,0.15,纯境内
159650.SZ,博时中债0-3年国开行ETF,国开ETF,博时中债0-3年国开行债券交易型开放式指数证券投资基金,CBA11901.OTH,中债-0-3年国开行债券指数,20220826,20221028,L,SZ,博时基金,杭州银行股份有限公司,0.15,纯境内
159651.SZ,平安中债-0-3年国开行债券ETF,国开债券ETF,平安中债-0-3年国开行债券交易型开放式指数证券投资基金,CBA11901.OTH,中债-0-3年国开行债券指数,20220901,20221116,L,SZ,平安基金,平安银行股份有限公司,0.15,纯境内
159652.SZ,汇添富中证细分有色金属产业主题ETF,有色50ETF,汇添富中证细分有色金属产业主题交易型开放式指数证券投资基金,000811.CSI,中证细分有色金属产业主题指数,20230116,20230208,L,SZ,汇添富基金,中国工商银行股份有限公司,0.5,纯境内
159653.SZ,国联安ESG300ETF,ESG300ETF,国联安国证ESG300交易型开放式指数证券投资基金,399378.SZ,国证ESG300指数,20230306,20230324,L,SZ,国联安基金,上海银行股份有限公司,0.5,纯境内
159655.SZ,华夏标普500ETF(QDII),标普ETF,华夏标普500交易型开放式指数证券投资基金(QDII),SPX.UN,标普500指数,20221012,20221025,L,SZ,华夏基金,招商银行股份有限公司,0.6,QDII
159656.SZ,万家沪深300成长ETF,300成长ETF,万家沪深300成长交易型开放式指数证券投资基金,000918.CSI,沪深300成长指数,20221228,20230116,L,SZ,万家基金,中国建设银行股份有限公司,0.5,纯境内
159657.SZ,生物疫苗ETF,疫苗ETF鹏华,鹏华国证疫苗与生物科技交易型开放式指数证券投资基金,980015.SZ,国证疫苗与生物科技指数,20230222,20230313,L,SZ,鹏华基金,华泰证券股份有限公司,0.5,纯境内
159658.SZ,华安中证数字经济主题ETF,数字经济ETF,华安中证数字经济主题交易型开放式指数证券投资基金,931582.CSI,中证数字经济主题指数,20220927,20221012,L,SZ,华安基金,华泰证券股份有限公司,0.5,纯境内
159659.SZ,招商纳斯达克100ETF(QDII),纳斯达克100ETF,招商纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230412,20230425,L,SZ,招商基金,中国银行股份有限公司,0.5,QDII
159660.SZ,汇添富纳斯达克100ETF,纳指100ETF,汇添富纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230330,20230417,L,SZ,汇添富基金,中国建设银行股份有限公司,0.5,QDII
159661.SZ,嘉实中证A100ETF,A100ETF嘉实,嘉实中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20231123,20231201,L,SZ,嘉实基金,中国银行股份有限公司,0.15,纯境内
159662.SZ,南方国证交通运输行业ETF,交运ETF,南方国证交通运输行业交易型开放式指数证券投资基金,399433.SZ,国证交通运输行业指数,20221123,20221201,L,SZ,南方基金,中国建设银行股份有限公司,0.5,纯境内
159663.SZ,华夏中证机床ETF,机床ETF,华夏中证机床交易型开放式指数证券投资基金,931866.CSI,中证机床指数,20221012,20221026,L,SZ,华夏基金,中国光大银行股份有限公司,0.5,纯境内
159665.SZ,半导体龙头ETF,半导体龙头ETF,工银瑞信国证半导体芯片交易型开放式指数证券投资基金,980017.SZ,国证半导体芯片指数,20221222,20230106,L,SZ,工银瑞信基金,招商证券股份有限公司,0.45,纯境内
159666.SZ,华夏中证全指运输ETF,交通运输ETF,华夏中证全指运输交易型开放式指数证券投资基金,H30171.CSI,中证全指运输指数,20230113,20230213,L,SZ,华夏基金,恒丰银行股份有限公司,0.5,纯境内
159667.SZ,国泰中证机床ETF,工业母机ETF,国泰中证机床交易型开放式指数证券投资基金,931866.CSI,中证机床指数,20221012,20221026,L,SZ,国泰基金,中国邮政储蓄银行股份有限公司,0.5,纯境内
159669.SZ,国泰国证绿色电力ETF,绿电ETF,国泰国证绿色电力交易型开放式指数证券投资基金,399438.SZ,国证绿色电力指数,20221229,20230111,L,SZ,国泰基金,中国邮政储蓄银行股份有限公司,0.5,纯境内
159670.SZ,国联安消费50ETF,消费50ETF国联安,国联安中证消费50交易型开放式指数证券投资基金,931139.CSI,中证消费50指数,20230414,20230509,L,SZ,国联安基金,兴业银行股份有限公司,0.5,纯境内
159671.SZ,稀有金属ETF基金,稀有金属ETF基金,工银瑞信中证稀有金属主题交易型开放式指数证券投资基金,930632.CSI,中证稀有金属主题指数,20230217,20230310,L,SZ,工银瑞信基金,华泰证券股份有限公司,0.45,纯境内
159672.SZ,博时主要消费ETF,主要消费ETF,博时中证主要消费交易型开放式指数证券投资基金,000932.SH,中证主要消费指数,20230323,20230403,L,SZ,博时基金,平安银行股份有限公司,0.5,纯境内
159673.SZ,鹏华沪深300ETF,沪深300ETF鹏华,鹏华沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20230621,20230717,L,SZ,鹏华基金,中国工商银行股份有限公司,0.15,纯境内
159675.SZ,嘉实创业板增强策略ETF,创业板增强ETF,嘉实创业板增强策略交易型开放式指数证券投资基金,399006.SZ,创业板指数,20221124,20221202,L,SZ,嘉实基金,中国建设银行股份有限公司,0.5,纯境内
159676.SZ,富国创业板增强策略ETF,创业板增强ETF富国,富国创业板增强策略交易型开放式指数证券投资基金,399006.SZ,创业板指数,20230323,20230412,L,SZ,富国基金,招商银行股份有限公司,0.7,纯境内
159677.SZ,1000增强ETF,1000增强ETF,银华中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,20221124,20221205,L,SZ,银华基金,中国建设银行股份有限公司,0.5,纯境内
159678.SZ,博时中证500增强ETF,中证500增强ETF,博时中证500增强策略交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20230213,20230227,L,SZ,博时基金,华泰证券股份有限公司,0.5,纯境内
159679.SZ,国泰中证1000增强策略ETF,中证1000增强ETF,国泰中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,20230209,20230222,L,SZ,国泰基金,国泰海通证券股份有限公司,1.0,纯境内
159680.SZ,招商中证1000增强策略ETF,1000ETF增强,招商中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,20221118,20221130,L,SZ,招商基金,广发证券股份有限公司,0.5,纯境内
159681.SZ,创50ETF,创50ETF,鹏华创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,20221221,20230103,L,SZ,鹏华基金,交通银行股份有限公司,0.15,纯境内
159682.SZ,景顺长城创业板50ETF,创业50ETF,景顺长城创业板50交易型开放式指数证券投资基金,399673.SZ,创业板50指数,20221223,20230103,L,SZ,景顺长城基金,中国农业银行股份有限公司,0.15,纯境内
159683.SZ,嘉实中证内地运输主题ETF,嘉实中证内地运输主题ETF,嘉实中证内地运输主题交易型开放式指数证券投资基金,000945.CSI,中证内地运输主题指数,20221229,20230109,D,SZ,嘉实基金,中国银行股份有限公司,0.5,纯境内
159685.SZ,天弘中证1000增强策略ETF,1000增强ETF天弘,天弘中证1000增强策略交易型开放式指数证券投资基金,000852.SH,中证1000指数,20230315,20230403,L,SZ,天弘基金,光大证券股份有限公司,0.5,纯境内
159686.SZ,易方达中证A100ETF,A100ETF易方达,易方达中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20230711,20230719,L,SZ,易方达基金,招商银行股份有限公司,0.15,纯境内
159687.SZ,南方基金南方东英富时亚太低碳精选ETF(QDII),亚太精选ETF,南方基金南方东英富时亚太低碳精选交易型开放式指数证券投资基金(QDII),GPCSP006.OTH,富时亚太低碳精选指数,20221216,20221230,L,SZ,南方基金,招商银行股份有限公司,0.2,QDII
159688.SZ,华安恒生互联网科技业ETF(QDII),恒生互联网ETF,华安恒生互联网科技业交易型开放式指数证券投资基金(QDII),HSIII.HI,恒生互联网科技业指数,20230117,20230215,L,SZ,华安基金,招商银行股份有限公司,0.5,QDII
159689.SZ,南方中证主要消费ETF,消费ETF南方,南方中证主要消费交易型开放式指数证券投资基金,000932.SH,中证主要消费指数,20230303,20230313,L,SZ,南方基金,招商银行股份有限公司,0.5,纯境内
159690.SZ,招商中证有色金属矿业主题ETF,矿业ETF,招商中证有色金属矿业主题交易型开放式指数证券投资基金,931892.CSI,中证有色金属矿业主题指数,20230621,20230706,L,SZ,招商基金,国泰海通证券股份有限公司,0.5,纯境内
159691.SZ,港股红利ETF,港股红利ETF,工银瑞信中证港股通高股息精选交易型开放式指数证券投资基金,930839.CSI,中证港股通高股息精选指数,20230330,20230421,L,SZ,工银瑞信基金,广发证券股份有限公司,0.45,纯境内
159692.SZ,证券ETF东财,证券ETF东财,西藏东财中证证券公司30交易型开放式指数证券投资基金,931412.CSI,中证证券公司30指数,20230505,20230523,L,SZ,东财基金,国信证券股份有限公司,0.5,纯境内
159693.SZ,有色矿业ETF,有色矿业ETF,华泰柏瑞中证有色金属矿业主题交易型开放式指数证券投资基金,931892.CSI,中证有色金属矿业主题指数,20231130,20231214,D,SZ,华泰柏瑞基金,中国建设银行股份有限公司,0.5,纯境内
159695.SZ,嘉实国证通信ETF,通信ETF,嘉实国证通信交易型开放式指数证券投资基金,399389.SZ,国证通信指数,20230427,20230510,L,SZ,嘉实基金,中信建投证券股份有限公司,0.5,纯境内
159696.SZ,易方达纳斯达克100ETF(QDII),纳指ETF易方达,易方达纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230817,20230825,L,SZ,易方达基金,中国建设银行股份有限公司,0.5,QDII
159697.SZ,油气ETF,油气ETF,鹏华国证石油天然气交易型开放式指数证券投资基金,399439.SZ,国证石油天然气指数,20230417,20230504,L,SZ,鹏华基金,国泰海通证券股份有限公司,0.5,纯境内
159698.SZ,粮食ETF,粮食ETF,鹏华国证粮食产业交易型开放式指数证券投资基金,399365.SZ,国证粮食产业指数,20230726,20230818,L,SZ,鹏华基金,广发证券股份有限公司,0.5,纯境内
159699.SZ,广发恒生消费(QDII-ETF),恒生消费ETF,广发恒生消费交易型开放式指数证券投资基金(QDII),HSCGSI.HI,恒生消费指数,20230810,20230823,L,SZ,广发基金,中国银行股份有限公司,0.5,QDII
159700.SZ,南方中证AAA科技创新公司债ETF,科创债ETF南方,南方中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,20250710,20250717,L,SZ,南方基金,兴业银行股份有限公司,0.15,纯境内
159701.SZ,招商中证物联网主题ETF,物联网ETF招商,招商中证物联网主题交易型开放式指数证券投资基金,930712.CSI,中证物联网主题指数,20211215,20211223,L,SZ,招商基金,浙商银行股份有限公司,0.5,纯境内
159702.SZ,汇添富中证人工智能主题ETF,汇添富中证人工智能主题ETF,汇添富中证人工智能主题交易型开放式指数证券投资基金,930713.CSI,中证人工智能主题指数,20210429,20210518,D,SZ,汇添富基金,招商银行股份有限公司,0.15,纯境内
159703.SZ,天弘中证新材料主题ETF,新材料ETF,天弘中证新材料主题交易型开放式指数证券投资基金,H30597.CSI,中证新材料主题指数,20210527,20210608,L,SZ,天弘基金,华泰证券股份有限公司,0.5,纯境内
159706.SZ,深证100ETF华安,深证100ETF华安,华安深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,20211209,20211220,L,SZ,华安基金,中国银行股份有限公司,0.15,纯境内
159707.SZ,华宝中证800地产ETF,地产ETF,华宝中证800地产交易型开放式指数证券投资基金,399965.SZ,中证800地产指数,20211104,20211112,L,SZ,华宝基金,中国银行股份有限公司,0.5,纯境内
159708.SZ,红利ETF,红利ETF,西部利得深证红利交易型开放式指数证券投资基金,399324.SZ,深证红利指数,20210618,20210702,L,SZ,西部利得基金,光大证券股份有限公司,0.4,纯境内
159709.SZ,物联网ETF工银,物联网ETF工银,工银瑞信深证物联网50交易型开放式指数证券投资基金,399285.SZ,深证物联网50指数,20210618,20210702,L,SZ,工银瑞信基金,国信证券股份有限公司,0.45,纯境内
159710.SZ,建信中证智能电动汽车ETF,建信中证智能电动汽车ETF,建信中证智能电动汽车交易型开放式指数证券投资基金,H11052.CSI,中证智能电动汽车指数,20210715,20210809,D,SZ,建信基金,中国国际金融股份有限公司,0.5,纯境内
159711.SZ,华夏中证港股通50ETF,港股通ETF,华夏中证港股通50交易型开放式指数证券投资基金,930931.CSI,中证港股通50指数,20211216,20211228,L,SZ,华夏基金,中国建设银行股份有限公司,0.5,纯境内
159712.SZ,国泰中证港股通50ETF,港股通50ETF,国泰中证港股通50交易型开放式指数证券投资基金,930931.CSI,中证港股通50指数,20211027,20211111,L,SZ,国泰基金,中信建投证券股份有限公司,0.5,纯境内
159713.SZ,富国中证稀土产业ETF,稀土ETF,富国中证稀土产业交易型开放式指数证券投资基金,930598.CSI,中证稀土产业指数,20210805,20210816,L,SZ,富国基金,招商银行股份有限公司,0.5,纯境内
159715.SZ,易方达中证稀土产业ETF,稀土ETF易方达,易方达中证稀土产业交易型开放式指数证券投资基金,930598.CSI,中证稀土产业指数,20210901,20210910,L,SZ,易方达基金,中国建设银行股份有限公司,0.15,纯境内
159716.SZ,华宝深证100ETF,深证100ETF华宝,华宝深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,20210618,20210628,L,SZ,华宝基金,中国银行股份有限公司,0.5,纯境内
159717.SZ,ESGETF,ESGETF,鹏华国证ESG300交易型开放式指数证券投资基金,399378.SZ,国证ESG300指数,20210915,20210929,L,SZ,鹏华基金,华泰证券股份有限公司,0.5,纯境内
159718.SZ,平安中证港股医药ETF,港股医药ETF,平安中证港股通医药卫生综合交易型开放式指数证券投资基金,930965.CSI,中证港股通医药卫生综合指数,20211216,20211228,L,SZ,平安基金,中信建投证券股份有限公司,0.5,纯境内
159719.SZ,平安富时中国国企开放共赢ETF,国企共赢ETF,平安富时中国国企开放共赢交易型开放式指数证券投资基金,GPCCH003.OTH,富时中国国企开放共赢指数,20211217,20211228,L,SZ,平安基金,平安银行股份有限公司,0.25,纯境内
159720.SZ,智能车TK,智能车ETF泰康,泰康中证智能电动汽车交易型开放式指数证券投资基金,H11052.CSI,中证智能电动汽车指数,20210707,20210720,L,SZ,泰康基金,招商银行股份有限公司,0.5,纯境内
159721.SZ,深证100ETF永赢,深证100ETF永赢,永赢深证100交易型开放式指数证券投资基金,399330.SZ,深证100指数,20210617,20210625,L,SZ,永赢基金,中国银行股份有限公司,0.15,纯境内
159723.SZ,汇添富中证沪港深科技龙头ETF,科技龙头ETF,汇添富中证沪港深科技龙头交易型开放式指数证券投资基金,931524.CSI,中证沪港深科技龙头指数,20210927,20211015,L,SZ,汇添富基金,中国工商银行股份有限公司,0.15,纯境内
159725.SZ,线上消费ETF,线上消费ETF,工银瑞信中证线上消费主题交易型开放式指数证券投资基金,931480.CSI,中证线上消费主题指数,20210611,20210702,L,SZ,工银瑞信基金,中信建投证券股份有限公司,0.45,纯境内
159726.SZ,华夏恒生中国内地企业高股息率ETF,恒生红利ETF,华夏恒生中国内地企业高股息率交易型开放式指数证券投资基金,HSMCHYI.HI,恒生中国内地企业高股息率指数,20211111,20211123,L,SZ,华夏基金,中国银行股份有限公司,0.5,纯境内
159728.SZ,南方国证在线消费ETF,在线消费ETF,南方国证在线消费交易型开放式指数证券投资基金,399361.SZ,国证在线消费指数,20211229,20220111,L,SZ,南方基金,中国工商银行股份有限公司,0.5,纯境内
159729.SZ,汇添富中证沪港深互联网ETF,互联网ETF,汇添富中证沪港深互联网交易型开放式指数证券投资基金,930625.CSI,中证沪港深互联网指数,20210708,20210721,L,SZ,汇添富基金,中国农业银行股份有限公司,0.15,纯境内
159730.SZ,博时龙头家电ETF,龙头家电ETF,博时国证龙头家电交易型开放式指数证券投资基金,980028.SZ,国证龙头家电指数,20211213,20211224,L,SZ,博时基金,平安银行股份有限公司,0.5,纯境内
159731.SZ,华夏中证石化产业ETF,石化ETF,华夏中证石化产业交易型开放式指数证券投资基金,H11057.CSI,中证石化产业指数,20211202,20211210,L,SZ,华夏基金,招商银行股份有限公司,0.5,纯境内
159732.SZ,华夏国证消费电子主题ETF,消费电子ETF,华夏国证消费电子主题交易型开放式指数证券投资基金,980030.SZ,国证消费电子主题指数,20210812,20210823,L,SZ,华夏基金,中国建设银行股份有限公司,0.5,纯境内
159733.SZ,景顺长城中证消费电子ETF,景顺长城中证消费电子ETF,景顺长城中证消费电子主题交易型开放式指数证券投资基金,931494.CSI,中证消费电子主题指数,20210915,20210929,D,SZ,景顺长城基金,招商银行股份有限公司,0.5,纯境内
159735.SZ,港股消费,港股消费ETF,银华中证港股通消费主题交易型开放式指数证券投资基金,931454.CSI,中证港股通消费主题指数,20210525,20210604,L,SZ,银华基金,中国工商银行股份有限公司,0.5,纯境内
159736.SZ,天弘中证食品饮料ETF,食品饮料ETF天弘,天弘中证食品饮料交易型开放式指数证券投资基金,930653.CSI,中证食品饮料指数,20210909,20210927,L,SZ,天弘基金,中信证券股份有限公司,0.5,纯境内
159738.SZ,云计算ETF华泰柏瑞,云计算ETF华泰柏瑞,华泰柏瑞中证沪港深云计算产业交易型开放式指数证券投资基金,931470.CSI,中证沪港深云计算产业指数,20220118,20220128,L,SZ,华泰柏瑞基金,中国建设银行股份有限公司,0.5,纯境内
159739.SZ,大数据ETF,大数据ETF,鹏华中证云计算与大数据主题交易型开放式指数证券投资基金,930851.CSI,中证云计算与大数据主题指数,20211103,20211117,L,SZ,鹏华基金,中信证券股份有限公司,0.5,纯境内
159740.SZ,大成恒生科技ETF(QDII),恒生科技ETF,大成恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20210518,20210527,L,SZ,大成基金,中国银行股份有限公司,0.5,QDII
159741.SZ,嘉实恒生科技ETF(QDII),恒生科技ETF嘉实,嘉实恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20210526,20210603,L,SZ,嘉实基金,招商银行股份有限公司,0.15,QDII
159742.SZ,博时恒生科技ETF(QDII),恒生科技指数ETF,博时恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20210517,20210525,L,SZ,博时基金,中国民生银行股份有限公司,0.5,QDII
159743.SZ,博时湖北新旧动能转换ETF,湖北ETF,博时中证湖北新旧动能转换交易型开放式指数证券投资基金,931393.CSI,中证湖北新旧动能转换指数,20211229,20220111,L,SZ,博时基金,交通银行股份有限公司,0.5,纯境内
159745.SZ,国泰中证全指建筑材料ETF,建材ETF,国泰中证全指建筑材料交易型开放式指数证券投资基金,931009.CSI,中证全指建筑材料指数,20210609,20210618,L,SZ,国泰基金,中国银河证券股份有限公司,0.5,纯境内
159747.SZ,南方中证香港科技ETF(QDII),香港科技ETF,南方中证香港科技交易型开放式指数证券投资基金(QDII),931574.CSI,中证香港科技指数,20210702,20210714,L,SZ,南方基金,中国工商银行股份有限公司,0.5,QDII
159748.SZ,富国中证沪港深创新药产业ETF,创新药ETF富国,富国中证沪港深创新药产业交易型开放式指数证券投资基金,931409.CSI,中证沪港深创新药产业指数,20211124,20211203,L,SZ,富国基金,招商银行股份有限公司,0.5,纯境内
159750.SZ,招商中证香港科技ETF(QDII),港股科技50ETF,招商中证香港科技交易型开放式指数证券投资基金(QDII),931574.CSI,中证香港科技指数,20220126,20220214,L,SZ,招商基金,中国银行股份有限公司,0.5,QDII
159751.SZ,港股科技ETF,港股科技ETF,鹏华中证港股通科技交易型开放式指数证券投资基金,931573CNY00.CSI,中证港股通科技人民币指数,20211210,20211228,L,SZ,鹏华基金,中信证券股份有限公司,0.45,纯境内
159752.SZ,申万菱信中证内地新能源主题ETF,新能源龙头ETF,申万菱信中证内地新能源主题交易型开放式指数证券投资基金,000941.CSI,中证内地新能源主题指数,20210720,20210728,L,SZ,申万菱信基金,中信建投证券股份有限公司,0.5,纯境内
159755.SZ,广发国证新能源车电池ETF,电池ETF,广发国证新能源车电池交易型开放式指数证券投资基金,980032.SZ,国证新能源车电池指数,20210615,20210624,L,SZ,广发基金,中国工商银行股份有限公司,0.5,纯境内
159756.SZ,BOCI电池ETF,BOCI电池ETF,中银证券国证新能源车电池交易型开放式指数证券投资基金,980032.SZ,国证新能源车电池指数,,,P,SZ,中银证券,交通银行股份有限公司,,纯境内
159757.SZ,景顺长城国证新能源车电池ETF,电池ETF景顺,景顺长城国证新能源车电池交易型开放式指数证券投资基金,980032.SZ,国证新能源车电池指数,20210721,20210809,L,SZ,景顺长城基金,华夏银行股份有限公司,0.5,纯境内
159758.SZ,华夏中证红利质量ETF,红利质量ETF,华夏中证红利质量交易型开放式指数证券投资基金,931468.CSI,中证红利质量指数,20211220,20211228,L,SZ,华夏基金,中信银行股份有限公司,0.15,纯境内
159760.SZ,医疗健康,医疗健康ETF泰康,泰康国证公共卫生与医疗健康交易型开放式指数证券投资基金,980016.SZ,国证公共卫生与医疗健康指数,20211206,20211220,L,SZ,泰康基金,招商银行股份有限公司,0.5,纯境内
159761.SZ,国泰中证新材料主题ETF,新材料50ETF,国泰中证新材料主题交易型开放式指数证券投资基金,H30597.CSI,中证新材料主题指数,20211124,20211213,L,SZ,国泰基金,杭州银行股份有限公司,0.5,纯境内
159763.SZ,建信中证新材料主题ETF,新材料ETF基金,建信中证新材料主题交易型开放式指数证券投资基金,H30597.CSI,中证新材料主题指数,20210819,20210913,L,SZ,建信基金,中信建投证券股份有限公司,0.5,纯境内
