ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920925.BJ,20260203,22.68,2.8839,4.2225,0.78,373.645,81.5182,5.9934,12.0008,8.1354,0.1295,0.1295,9846.0643,5529.5053,3776.6043,223308.7383,125409.1802,0
920925.BJ,20260202,22.63,2.63,3.8507,0.63,372.8213,81.3385,5.9801,11.9744,8.1175,0.1297,0.1297,9846.0643,5529.5053,3776.6043,222816.4351,125132.7049,0
920925.BJ,20260130,22.98,3.4205,5.0081,0.81,378.5874,82.5965,6.0726,12.1596,8.243,0.1278,0.1278,9846.0643,5529.5053,3776.6043,226262.5576,127068.0318,0
920925.BJ,20260129,23.55,3.7674,5.5161,,387.978,84.6452,6.2233,12.4612,8.4475,0.1247,0.1247,9846.0643,5529.5053,3776.6043,231874.8143,130219.8498,0
920925.BJ,20260128,23.41,3.7941,5.5551,0.96,385.6715,84.142,6.1863,12.3871,8.3973,0.1254,0.1254,9846.0643,5529.5053,3776.6043,230496.3653,129445.7191,0
920925.BJ,20260127,23.75,4.8427,7.0904,,391.2729,85.3641,6.2761,12.567,8.5192,0.1236,0.1236,9846.0643,5529.5053,3776.6043,233844.0271,131325.7509,0
920925.BJ,20260126,24.6,4.9999,7.3206,,405.2764,88.4192,6.5007,13.0168,8.8241,0.1193,0.1193,9846.0643,5529.5053,3776.6043,242213.1818,136025.8304,0
920925.BJ,20260123,24.86,3.6808,5.3892,0.93,409.5598,89.3537,6.5694,13.1543,8.9174,0.1181,0.1181,9846.0643,5529.5053,3776.6043,244773.1585,137463.5018,0
920925.BJ,20260122,24.57,2.9994,4.3916,0.59,404.7821,88.3114,6.4928,13.0009,8.8134,0.1195,0.1195,9846.0643,5529.5053,3776.6043,241917.7999,135859.9452,0
920925.BJ,20260121,24.48,3.1821,4.6591,,403.2994,87.9879,6.469,12.9533,8.7811,0.1199,0.1199,9846.0643,5529.5053,3776.6043,241031.6541,135362.2897,0
920925.BJ,20260120,24.38,3.9325,5.7578,,401.6519,87.6285,6.4426,12.9004,8.7452,,,9846.0643,5529.5053,3776.6043,240047.0476,134809.3392,0
920925.BJ,20260119,24.79,2.9903,4.3782,0.26,408.4066,89.1021,6.5509,13.1173,8.8923,,,9846.0643,5529.5053,3776.6043,244083.934,137076.4364,0
920925.BJ,20260116,24.77,6.7127,9.8284,0.54,408.0771,89.0302,6.5457,13.1067,8.8851,,,9846.0643,5529.5053,3776.6043,243887.0127,136965.8463,0
920925.BJ,20260115,25.26,8.3903,12.2846,,416.1496,90.7914,6.6751,13.366,9.0609,,,9846.0643,5529.5053,3776.6043,248711.5842,139675.3039,0
920925.BJ,20260114,26.1,12.1313,17.7621,0.66,429.9883,93.8106,6.8971,13.8105,9.3622,,,9846.0643,5529.5053,3776.6043,256982.2782,144320.0883,0
920925.BJ,20260113,26.66,16.1173,23.5981,,439.2142,95.8234,7.0451,14.1068,9.5631,,,9846.0643,5529.5053,3776.6043,262496.0742,147416.6113,0
920925.BJ,20260112,26.34,13.1803,19.2979,0.57,433.9423,94.6732,6.9605,13.9375,9.4483,,,9846.0643,5529.5053,3776.6043,259345.3337,145647.1696,0
920925.BJ,20260109,26.2,11.8646,17.3716,0.57,431.6358,94.17,6.9235,13.8634,9.3981,,,9846.0643,5529.5053,3776.6043,257966.8847,144873.0389,0
920925.BJ,20260108,26.57,18.079,26.4703,,437.7314,95.4999,7.0213,14.0592,9.5308,,,9846.0643,5529.5053,3776.6043,261609.9285,146918.9558,0
920925.BJ,20260107,27.84,32.5911,47.7181,2.77,458.6542,100.0647,7.3569,14.7312,9.9863,,,9846.0643,5529.5053,3776.6043,274114.4301,153941.4276,0
920925.BJ,20260106,32.66,32.5495,47.6573,5.44,538.062,117.3891,8.6306,17.2816,11.7153,,,9846.0643,5529.5053,3776.6043,321572.46,180593.6431,0
920925.BJ,20260105,38.23,19.5795,28.6673,5.68,629.8258,137.4092,10.1026,20.2289,13.7133,,,9846.0643,5529.5053,3776.6043,376415.0382,211392.9876,0
