ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
603499.SH,20241231,25.85,1.8862,4.6538,0.58,726.9679,171.0361,7.0746,8.0497,7.0991,0.144,0.1161,21613.885,21613.885,8760.305,558718.9273,558718.9273,0.0
603499.SH,20241230,26.81,2.1634,5.3378,0.61,753.9655,177.3879,7.3373,8.3487,7.3627,0.1389,0.1119,21613.885,21613.885,8760.305,579468.2569,579468.2569,0.0
603499.SH,20241227,27.97,3.7988,9.3725,1.22,786.5877,185.063,7.6548,8.7099,7.6813,0.1331,0.1073,21613.885,21613.885,8760.305,604540.3635,604540.3635,0.0
603499.SH,20241226,26.85,4.7239,11.6551,1.79,755.0904,177.6525,7.3483,8.3611,7.3737,0.1386,0.1117,21613.885,21613.885,8760.305,580332.8123,580332.8123,0.0
603499.SH,20241225,26.96,3.475,8.5738,1.51,758.1839,178.3804,7.3784,8.3954,7.4039,0.1381,0.1113,21613.885,21613.885,8760.305,582710.3396,582710.3396,-1.0
603499.SH,20241224,29.96,2.1397,5.2793,0.95,842.5515,198.2298,8.1994,9.3296,8.2278,0.1243,0.1001,21613.885,21613.885,8760.305,647551.9946,647551.9946,-1.0
603499.SH,20241223,33.29,3.5409,8.7362,1.84,936.1996,220.2627,9.1107,10.3665,9.1423,0.1118,0.0901,21613.885,21613.885,8760.305,719526.2317,719526.2317,-1.0
603499.SH,20241220,36.99,1.6917,4.1737,0.87,1040.253,244.7437,10.1234,11.5187,10.1584,0.1006,0.0811,21613.885,21613.885,8760.305,799497.6062,799497.6062,0.0
603499.SH,20241219,36.73,2.3371,5.7661,1.28,1032.9412,243.0234,10.0522,11.4378,10.087,0.1014,0.0817,21613.885,21613.885,8760.305,793877.9961,793877.9961,0.0
603499.SH,20241218,35.46,1.8238,4.4998,0.99,997.2255,234.6205,9.7046,11.0423,9.7382,0.105,0.0846,21613.885,21613.885,8760.305,766428.3621,766428.3621,0.0
603499.SH,20241217,33.44,1.8875,4.6569,0.93,940.418,221.2552,9.1518,10.4132,9.1835,0.1113,0.0897,21613.885,21613.885,8760.305,722768.3144,722768.3144,0.0
603499.SH,20241216,35.49,1.8609,4.5914,0.98,998.0692,234.8189,9.7128,11.0516,9.7465,0.1049,0.0845,21613.885,21613.885,8760.305,767076.7787,767076.7787,0.0
