ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market,total_mv,limit
600531.SH,豫光金铅,20260205,17.13,17.49,16.23,16.54,17.98,-8.0089,1890632.57,3166645.54,15.6346,120926.2698,河南,铅锌,主板,2000120.5025,N
600531.SH,豫光金铅,20260204,18.44,18.55,17.39,17.98,18.07,-0.4981,2114689.3,3795742.725,17.4874,120926.2698,河南,铅锌,主板,2174254.331,N
600531.SH,豫光金铅,20260203,18.07,18.36,18.07,18.07,20.08,-10.01,1870189.4,3383813.236,15.4655,120926.2698,河南,铅锌,主板,2185137.6953,N
600531.SH,豫光金铅,20260202,20.08,20.08,20.08,20.08,22.31,-9.9955,36407.0,73105.256,0.3011,120926.2698,河南,铅锌,主板,2428199.4976,D
600531.SH,豫光金铅,20260130,22.31,22.31,22.31,22.31,24.79,-10.004,227900.0,508444.9,1.8846,120926.2698,河南,铅锌,主板,2697865.0792,D
600531.SH,豫光金铅,20260129,24.78,24.79,22.29,24.79,22.54,9.9823,2489452.96,5957954.846,20.5865,120926.2698,河南,铅锌,主板,2997762.2283,U
600531.SH,豫光金铅,20260128,21.75,22.54,20.9,22.54,20.49,10.0049,1713693.0,3741275.628,14.1714,120926.2698,河南,铅锌,主板,2725678.1213,U
600531.SH,豫光金铅,20260127,19.99,20.49,19.31,20.49,18.63,9.9839,2855461.37,5771625.259,23.6132,120926.2698,河南,铅锌,主板,2477779.2682,U
600531.SH,豫光金铅,20260126,18.63,18.63,18.63,18.63,16.94,9.9764,107955.37,201120.854,0.8927,120926.2698,河南,铅锌,主板,2252856.4064,U
600531.SH,豫光金铅,20260123,16.1,16.94,15.92,16.94,15.4,10.0,1336725.42,2221834.474,11.0541,120926.2698,河南,铅锌,主板,2048491.0104,U
600531.SH,豫光金铅,20260122,14.65,15.69,14.43,15.4,15.1,1.9868,1701751.83,2545895.915,14.0726,120926.2698,河南,铅锌,主板,1862264.5549,N
600531.SH,豫光金铅,20260121,14.16,15.44,14.16,15.1,14.13,6.8648,1778884.49,2638590.701,14.7105,120926.2698,河南,铅锌,主板,1825986.674,N
600531.SH,豫光金铅,20260120,14.03,14.35,13.33,14.13,13.93,1.4358,1364320.62,1898875.488,11.2823,120926.2698,河南,铅锌,主板,1708688.1923,N
600531.SH,豫光金铅,20260119,14.17,14.17,13.2,13.93,13.98,-0.3577,881366.75,1216828.095,7.2885,120926.2698,河南,铅锌,主板,1684502.9383,N
600531.SH,豫光金铅,20260116,13.9,14.53,13.78,13.98,13.85,0.9386,1183068.31,1677412.864,9.7834,120926.2698,河南,铅锌,主板,1690549.2518,N
600531.SH,豫光金铅,20260115,14.1,14.39,13.55,13.85,14.03,-1.283,1484455.63,2070011.537,12.2757,120926.2698,河南,铅锌,主板,1674828.8367,N
600531.SH,豫光金铅,20260114,13.75,14.46,13.57,14.03,13.46,4.2348,1468900.32,2052328.921,12.1471,120926.2698,河南,铅锌,主板,1696595.5653,N
