ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market,total_mv,limit
601992.SH,金隅集团,20260206,2.09,2.12,2.05,2.1,2.1,0.0,1666913.31,348524.332,2.0001,833415.8264,北京,水泥,主板,2242331.9381,N
601992.SH,金隅集团,20260205,2.1,2.17,2.08,2.1,2.12,-0.9434,1991602.08,419722.559,2.3897,833415.8264,北京,水泥,主板,2242331.9381,N
601992.SH,金隅集团,20260204,2.14,2.17,2.06,2.12,2.09,1.4354,4052939.09,854208.225,4.863,833415.8264,北京,水泥,主板,2263687.4804,N
601992.SH,金隅集团,20260203,1.96,2.09,1.95,2.09,1.9,10.0,1407910.31,290837.096,1.6893,833415.8264,北京,水泥,主板,2231654.167,U
601992.SH,金隅集团,20260202,1.94,1.95,1.88,1.9,1.94,-2.0619,1135150.02,217858.905,1.362,833415.8264,北京,水泥,主板,2028776.5155,N
601992.SH,金隅集团,20260130,2.0,2.01,1.91,1.94,2.02,-3.9604,1642760.84,320519.305,1.9711,833415.8264,北京,水泥,主板,2071487.6,N
601992.SH,金隅集团,20260129,2.01,2.05,1.98,2.02,2.02,0.0,1490358.97,300922.588,1.7883,833415.8264,北京,水泥,主板,2156909.7691,N
601992.SH,金隅集团,20260128,2.02,2.04,1.99,2.02,2.02,0.0,1342064.21,269874.727,1.6103,833415.8264,北京,水泥,主板,2156909.7691,N
601992.SH,金隅集团,20260127,2.09,2.11,1.97,2.02,2.06,-1.9417,2103732.91,424514.027,2.5242,833415.8264,北京,水泥,主板,2156909.7691,N
601992.SH,金隅集团,20260126,2.15,2.17,2.05,2.06,2.13,-3.2864,3712512.61,782624.668,4.4546,833415.8264,北京,水泥,主板,2199620.8536,N
601992.SH,金隅集团,20260123,2.1,2.15,2.05,2.13,2.05,3.9024,5721034.05,1209301.818,6.8646,833415.8264,北京,水泥,主板,2274365.2515,N
601992.SH,金隅集团,20260122,1.86,2.05,1.85,2.05,1.86,10.2151,4180195.17,826146.209,5.0157,833415.8264,北京,水泥,主板,2188943.0825,U
601992.SH,金隅集团,20260121,1.86,1.87,1.83,1.86,1.88,-1.0638,1587132.18,294183.462,1.9044,833415.8264,北京,水泥,主板,1986065.4309,N
