ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market,total_mv,limit
920943.BJ,优机股份,20260210,25.53,25.56,24.88,24.92,25.42,-1.967,10414.1,26192.772,2.0101,5180.7833,四川,机械基件,北交所,252991.274,N
920943.BJ,优机股份,20260209,25.49,25.68,25.25,25.42,25.02,1.5987,7815.62,19855.781,1.5086,5180.7833,四川,机械基件,北交所,258067.3429,N
920943.BJ,优机股份,20260206,25.0,25.41,24.83,25.02,25.08,-0.2392,8344.67,21008.379,1.6107,5180.7833,四川,机械基件,北交所,254006.4878,N
920943.BJ,优机股份,20260205,25.66,25.72,25.03,25.08,25.7,-2.4125,10258.32,25948.067,1.9801,5180.7833,四川,机械基件,北交所,254615.616,N
920943.BJ,优机股份,20260204,25.85,26.2,25.54,25.7,26.01,-1.1918,12127.06,31336.001,2.3408,5180.7833,四川,机械基件,北交所,260909.9415,N
920943.BJ,优机股份,20260203,25.49,26.12,25.15,26.01,25.3,2.8063,17305.68,44572.943,3.3404,5180.7833,四川,机械基件,北交所,264057.1042,N
920943.BJ,优机股份,20260202,26.1,26.36,25.27,25.3,26.09,-3.028,17419.77,44684.958,3.3624,5180.7833,四川,机械基件,北交所,256849.0863,N
920943.BJ,优机股份,20260130,26.08,26.38,25.66,26.09,25.91,0.6947,18781.58,48825.606,3.6252,5180.7833,四川,机械基件,北交所,264869.2752,N
920943.BJ,优机股份,20260129,26.53,26.68,25.78,25.91,26.66,-2.8132,27172.15,71101.264,5.2448,5180.7833,四川,机械基件,北交所,263041.8904,N
920943.BJ,优机股份,20260128,27.0,27.18,26.41,26.66,27.08,-1.551,22769.05,60746.693,4.3949,5180.7833,四川,机械基件,北交所,270655.9937,N
920943.BJ,优机股份,20260127,27.12,27.58,26.55,27.08,27.4,-1.1679,35742.82,96538.7,6.8991,5180.7833,四川,机械基件,北交所,274919.8916,N
920943.BJ,优机股份,20260126,29.3,29.3,27.27,27.4,30.12,-9.0305,58383.76,162587.483,11.2693,5180.7833,四川,机械基件,北交所,278168.5757,N
920943.BJ,优机股份,20260123,28.19,30.82,27.5,30.12,28.5,5.6842,98033.2,289548.456,18.9225,5180.7833,四川,机械基件,北交所,305782.3905,N
920943.BJ,优机股份,20260122,25.5,30.69,25.5,28.5,25.5,11.7647,81402.59,230686.157,15.7124,5180.7833,四川,机械基件,北交所,289335.9273,N
920943.BJ,优机股份,20260121,25.59,25.84,25.43,25.5,25.68,-0.7009,11353.6,29114.645,2.1915,5180.7833,四川,机械基件,北交所,258879.5139,N
920943.BJ,优机股份,20260120,27.0,27.01,25.52,25.68,26.89,-4.4998,23170.02,60243.692,4.4723,5180.7833,四川,机械基件,北交所,260706.8987,N
920943.BJ,优机股份,20260119,26.9,27.34,26.5,26.89,27.13,-0.8846,18216.03,48992.817,3.5161,5180.7833,四川,机械基件,北交所,272990.9854,N
920943.BJ,优机股份,20260116,27.47,27.92,27.02,27.13,27.32,-0.6955,26481.75,72597.143,5.1115,5180.7833,四川,机械基件,北交所,275427.4985,N
920943.BJ,优机股份,20260115,27.85,28.4,27.1,27.32,28.25,-3.292,31544.11,86920.803,6.0887,5180.7833,四川,机械基件,北交所,277356.4047,N
920943.BJ,优机股份,20260114,27.03,29.47,26.9,28.25,27.17,3.975,58051.04,163406.565,11.2051,5180.7833,四川,机械基件,北交所,286797.8929,N
920943.BJ,优机股份,20260113,29.0,29.02,27.03,27.17,29.57,-8.1163,58096.41,162397.758,11.2138,5180.7833,四川,机械基件,北交所,275833.584,N
920943.BJ,优机股份,20260112,27.73,30.28,27.73,29.57,27.32,8.2357,73125.51,212261.742,14.1148,5180.7833,四川,机械基件,北交所,300198.7147,N
920943.BJ,优机股份,20260109,28.0,29.49,26.99,27.32,27.52,-0.7267,61100.19,171728.83,11.7936,5180.7833,四川,机械基件,北交所,277356.4047,N
920943.BJ,优机股份,20260108,26.29,27.67,26.19,27.52,26.37,4.361,44961.57,122135.978,8.6785,5180.7833,四川,机械基件,北交所,279386.8323,N
920943.BJ,优机股份,20260107,26.8,26.95,26.26,26.37,27.27,-3.3003,29851.42,79250.565,5.762,5180.7833,四川,机械基件,北交所,267711.8738,N
920943.BJ,优机股份,20260106,25.76,27.33,25.3,27.27,26.12,4.4028,45352.45,119332.06,8.754,5180.7833,四川,机械基件,北交所,276848.7978,N
920943.BJ,优机股份,20260105,26.77,26.77,26.03,26.12,26.45,-1.2476,25684.5,67441.207,4.9576,5180.7833,四川,机械基件,北交所,265173.8393,N
920943.BJ,优机股份,20251231,26.05,26.58,26.02,26.45,26.04,1.5745,21666.46,56984.246,4.1821,5180.7833,四川,机械基件,北交所,268524.0448,N
920943.BJ,优机股份,20251230,27.43,27.43,26.02,26.04,27.48,-5.2402,38618.22,101732.733,7.4541,5180.7833,四川,机械基件,北交所,264361.6683,N
920943.BJ,优机股份,20251229,27.21,27.65,26.87,27.48,27.62,-0.5069,34760.01,94583.761,6.7094,5180.7833,四川,机械基件,北交所,278980.7467,N
920943.BJ,优机股份,20251226,28.41,29.08,27.01,27.62,28.66,-3.6288,62120.62,172459.639,11.9906,5180.7833,四川,机械基件,北交所,280402.046,N
920943.BJ,优机股份,20251225,27.19,31.08,27.0,28.66,27.47,4.332,88753.71,259437.822,17.1313,5180.7833,四川,机械基件,北交所,290960.2693,N
920943.BJ,优机股份,20251224,25.37,27.47,25.18,27.47,25.6,7.3047,56325.29,149149.133,10.872,5180.7833,四川,机械基件,北交所,278879.2254,N
920943.BJ,优机股份,20251223,26.5,27.92,25.46,25.6,26.89,-4.7973,58829.56,155472.472,11.3553,5180.7833,四川,机械基件,北交所,259894.7277,N
920943.BJ,优机股份,20251222,27.55,28.5,26.63,26.89,27.62,-2.643,69496.13,190684.18,13.4142,5180.7833,四川,机械基件,北交所,272990.9854,N
920943.BJ,优机股份,20251219,27.0,32.08,27.0,27.62,25.78,7.1373,110594.09,327497.331,21.347,5180.7833,四川,机械基件,北交所,280402.046,N
920943.BJ,优机股份,20251218,24.71,26.49,24.45,25.78,24.92,3.451,40116.69,102632.365,7.7434,5180.7833,四川,机械基件,北交所,261722.1125,N
920943.BJ,优机股份,20251217,26.23,26.23,24.48,24.92,26.45,-5.7845,37401.87,93243.502,7.2193,5180.7833,四川,机械基件,北交所,252991.274,N
920943.BJ,优机股份,20251216,26.88,27.16,25.7,26.45,27.49,-3.7832,40779.28,107557.427,7.8713,5180.7833,四川,机械基件,北交所,268524.0448,N
920943.BJ,优机股份,20251215,25.93,28.28,25.64,27.49,26.32,4.4453,67327.01,182442.437,12.9955,5180.7833,四川,机械基件,北交所,279082.2681,N
920943.BJ,优机股份,20251212,25.13,27.57,24.92,26.32,25.58,2.8929,71563.58,188006.347,13.8133,5180.7833,四川,机械基件,北交所,267204.2669,N
920943.BJ,优机股份,20251211,23.24,26.3,22.54,25.58,22.93,11.5569,56281.28,141044.934,10.8635,5180.7833,四川,机械基件,北交所,259691.6849,N
920943.BJ,优机股份,20251210,23.3,23.87,22.9,22.93,23.28,-1.5034,12957.52,30169.682,2.5011,5180.7833,四川,机械基件,北交所,232788.5198,N
920943.BJ,优机股份,20251209,23.9,24.17,23.05,23.28,24.22,-3.8811,20862.92,48967.944,4.027,5180.7833,四川,机械基件,北交所,236341.768,N
920943.BJ,优机股份,20251208,24.99,25.38,24.1,24.22,24.45,-0.9407,27875.47,69249.742,5.3806,5180.7833,四川,机械基件,北交所,245884.7775,N
920943.BJ,优机股份,20251205,23.7,24.62,23.35,24.45,24.06,1.6209,24047.62,57881.178,4.6417,5180.7833,四川,机械基件,北交所,248219.7692,N
920943.BJ,优机股份,20251204,23.69,24.98,23.03,24.06,23.69,1.5618,23413.7,56313.599,4.5193,5180.7833,四川,机械基件,北交所,244260.4355,N
920943.BJ,优机股份,20251203,24.3,24.37,23.2,23.69,24.44,-3.0687,22822.98,53884.565,4.4053,5180.7833,四川,机械基件,北交所,240504.1445,N
