ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market,total_mv,limit
920556.BJ,雅达股份,20260205,10.68,10.68,10.33,10.35,10.68,-3.0899,28740.97,30137.119,2.4461,11749.8764,广东,电器仪表,北交所,166961.232,N
920556.BJ,雅达股份,20260204,10.8,10.82,10.63,10.68,10.83,-1.385,32243.88,34527.481,2.7442,11749.8764,广东,电器仪表,北交所,172284.6336,N
920556.BJ,雅达股份,20260203,10.58,10.83,10.48,10.83,10.57,2.4598,37783.88,40179.703,3.2157,11749.8764,广东,电器仪表,北交所,174704.3616,N
920556.BJ,雅达股份,20260202,10.45,10.91,10.45,10.57,10.55,0.1896,39010.89,41839.662,3.3201,11749.8764,广东,电器仪表,北交所,170510.1664,N
920556.BJ,雅达股份,20260130,10.68,10.79,10.43,10.55,10.63,-0.7526,25570.95,27132.221,2.1763,11749.8764,广东,电器仪表,北交所,170187.536,N
920556.BJ,雅达股份,20260129,10.75,10.93,10.62,10.63,10.83,-1.8467,37528.35,40331.048,3.1939,11749.8764,广东,电器仪表,北交所,171478.0576,N
920556.BJ,雅达股份,20260128,11.11,11.2,10.8,10.83,11.11,-2.5203,48007.02,52715.521,4.0857,11749.8764,广东,电器仪表,北交所,174704.3616,N
920556.BJ,雅达股份,20260127,11.22,11.27,10.99,11.11,11.29,-1.5943,61339.13,68057.651,5.2204,11749.8764,广东,电器仪表,北交所,179221.1872,N
920556.BJ,雅达股份,20260126,11.48,11.66,11.13,11.29,11.42,-1.1384,79799.8,90677.081,6.7915,11749.8764,广东,电器仪表,北交所,182124.8608,N
920556.BJ,雅达股份,20260123,11.38,11.6,11.3,11.42,11.3,1.0619,75282.92,86181.662,6.4071,11749.8764,广东,电器仪表,北交所,184221.9584,N
920556.BJ,雅达股份,20260122,11.3,11.41,11.18,11.3,11.24,0.5338,57359.92,64751.593,4.8817,11749.8764,广东,电器仪表,北交所,182286.176,N
920556.BJ,雅达股份,20260121,11.16,11.26,10.95,11.24,11.3,-0.531,72830.56,81064.478,6.1984,11749.8764,广东,电器仪表,北交所,181318.2848,N
920556.BJ,雅达股份,20260120,11.38,11.6,11.17,11.3,11.49,-1.6536,97724.47,111196.476,8.3171,11749.8764,广东,电器仪表,北交所,182286.176,N
920556.BJ,雅达股份,20260119,11.0,11.68,10.85,11.49,11.2,2.5893,104555.66,119099.244,8.8984,11749.8764,广东,电器仪表,北交所,185351.1648,N
920556.BJ,雅达股份,20260116,11.58,11.79,11.2,11.2,11.17,0.2686,122246.66,140086.651,10.4041,11749.8764,广东,电器仪表,北交所,180673.024,N
920556.BJ,雅达股份,20260115,11.78,11.8,11.06,11.17,11.98,-6.7613,146288.24,165970.787,12.4502,11749.8764,广东,电器仪表,北交所,180189.0784,N
920556.BJ,雅达股份,20260114,11.14,12.5,10.94,11.98,11.17,7.2516,228740.32,269491.664,19.4675,11749.8764,广东,电器仪表,北交所,193255.6096,N
920556.BJ,雅达股份,20260113,11.4,11.5,10.84,11.17,11.25,-0.7111,133022.04,149089.892,11.3211,11749.8764,广东,电器仪表,北交所,180189.0784,N
920556.BJ,雅达股份,20260112,10.6,11.37,10.52,11.25,10.6,6.1321,107811.88,118525.623,9.1756,11749.8764,广东,电器仪表,北交所,181479.6,N
920556.BJ,雅达股份,20260109,10.89,11.05,10.52,10.6,10.48,1.145,76424.61,82090.09,6.5043,11749.8764,广东,电器仪表,北交所,170994.112,N
920556.BJ,雅达股份,20260108,10.29,10.5,10.22,10.48,10.29,1.8465,34783.27,36200.698,2.9603,11749.8764,广东,电器仪表,北交所,169058.3296,N
