ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market,total_mv,limit
920895.BJ,花溪科技,20260209,20.45,20.8,20.15,20.23,20.05,0.8978,7001.26,14279.392,2.4363,2873.69,河南,农用机械,北交所,114348.052,N
920895.BJ,花溪科技,20260206,19.7,20.25,19.61,20.05,19.76,1.4676,8126.23,16311.19,2.8278,2873.69,河南,农用机械,北交所,113330.62,N
920895.BJ,花溪科技,20260205,19.9,20.14,19.76,19.76,20.17,-2.0327,9062.8,18053.06,3.1537,2873.69,河南,农用机械,北交所,111691.424,N
920895.BJ,花溪科技,20260204,20.82,21.06,19.92,20.17,20.72,-2.6544,20932.61,42833.577,7.2842,2873.69,河南,农用机械,北交所,114008.908,N
920895.BJ,花溪科技,20260203,20.78,21.25,20.56,20.72,20.68,0.1934,15457.92,32104.153,5.3791,2873.69,河南,农用机械,北交所,117117.728,N
920895.BJ,花溪科技,20260202,22.5,22.51,20.09,20.68,23.06,-10.3209,24966.44,53386.478,8.6879,2873.69,河南,农用机械,北交所,116891.632,N
920895.BJ,花溪科技,20260130,23.26,24.56,22.3,23.06,22.78,1.2291,39216.41,92279.035,13.6467,2873.69,河南,农用机械,北交所,130344.344,N
920895.BJ,花溪科技,20260129,22.22,23.2,21.99,22.78,22.22,2.5203,20841.26,47316.342,7.2524,2873.69,河南,农用机械,北交所,128761.672,N
920895.BJ,花溪科技,20260128,21.65,22.96,21.55,22.22,21.65,2.6328,19668.44,44070.235,6.8443,2873.69,河南,农用机械,北交所,125596.328,N
920895.BJ,花溪科技,20260127,22.15,22.15,21.36,21.65,22.15,-2.2573,6809.22,14743.331,2.3695,2873.69,河南,农用机械,北交所,122374.46,N
920895.BJ,花溪科技,20260126,22.09,22.5,21.81,22.15,22.19,-0.1803,7496.02,16534.73,2.6085,2873.69,河南,农用机械,北交所,125200.66,N
920895.BJ,花溪科技,20260123,22.0,22.4,21.83,22.19,21.92,1.2318,10184.5,22646.945,3.544,2873.69,河南,农用机械,北交所,125426.756,N
920895.BJ,花溪科技,20260122,21.6,22.15,21.53,21.92,21.53,1.8114,13012.45,28365.28,4.5281,2873.69,河南,农用机械,北交所,123900.608,N
920895.BJ,花溪科技,20260121,21.6,21.75,21.4,21.53,21.68,-0.6919,5999.86,12953.614,2.0879,2873.69,河南,农用机械,北交所,121696.172,N
920895.BJ,花溪科技,20260120,21.76,21.91,21.45,21.68,21.75,-0.3218,5319.45,11511.514,1.8511,2873.69,河南,农用机械,北交所,122544.032,N
920895.BJ,花溪科技,20260119,21.74,21.87,21.55,21.75,21.67,0.3692,4420.94,9607.299,1.5384,2873.69,河南,农用机械,北交所,122939.7,N
920895.BJ,花溪科技,20260116,21.88,22.17,21.66,21.67,21.86,-0.8692,5311.68,11599.843,1.8484,2873.69,河南,农用机械,北交所,122487.508,N
920895.BJ,花溪科技,20260115,22.38,22.53,21.7,21.86,22.51,-2.8876,10923.12,24143.08,3.8011,2873.69,河南,农用机械,北交所,123561.464,N
920895.BJ,花溪科技,20260114,21.92,23.0,21.63,22.51,21.91,2.7385,18546.27,41270.311,6.4538,2873.69,河南,农用机械,北交所,127235.524,N
920895.BJ,花溪科技,20260113,22.18,22.85,21.9,21.91,21.9,0.0457,14878.16,33275.07,5.1774,2873.69,河南,农用机械,北交所,123844.084,N
