ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market,total_mv,limit
600860.SH,京城股份,20260206,13.19,13.69,12.95,13.46,13.2,1.9697,210686.03,278791.315,4.7447,44404.0788,北京,专用机械,主板,736916.1398,N
600860.SH,京城股份,20260205,13.26,13.3,13.0,13.2,13.46,-1.9316,278864.67,366796.489,6.2802,44404.0788,北京,专用机械,主板,722681.5042,N
600860.SH,京城股份,20260204,12.22,13.46,12.22,13.46,12.24,9.9673,214690.97,280574.996,4.8349,44404.0788,北京,专用机械,主板,736916.1398,U
600860.SH,京城股份,20260203,12.01,12.28,11.95,12.24,11.83,3.4658,116527.0,141826.93,2.6242,44404.0788,北京,专用机械,主板,670122.8493,N
600860.SH,京城股份,20260202,12.01,12.37,11.83,11.83,12.16,-2.7138,136330.44,165017.226,3.0702,44404.0788,北京,专用机械,主板,647675.9238,N
600860.SH,京城股份,20260130,11.83,12.74,11.77,12.16,12.0,1.3333,262572.71,319912.004,5.9133,44404.0788,北京,专用机械,主板,665742.9614,N
600860.SH,京城股份,20260129,12.58,12.65,12.0,12.0,12.8,-6.25,293731.54,359715.026,6.615,44404.0788,北京,专用机械,主板,656983.1856,N
600860.SH,京城股份,20260128,14.16,14.31,12.75,12.8,13.72,-6.7055,412662.72,540059.282,9.2934,44404.0788,北京,专用机械,主板,700782.0646,N
600860.SH,京城股份,20260127,13.7,14.04,13.26,13.72,13.7,0.146,171777.64,234316.288,3.8685,44404.0788,北京,专用机械,主板,751150.7755,N
600860.SH,京城股份,20260126,13.55,14.14,13.37,13.7,13.66,0.2928,244093.96,337166.999,5.4971,44404.0788,北京,专用机械,主板,750055.8036,N
600860.SH,京城股份,20260123,13.19,13.85,13.02,13.66,12.93,5.6458,321452.61,433278.763,7.2393,44404.0788,北京,专用机械,主板,747865.8596,N
600860.SH,京城股份,20260122,12.7,13.03,12.58,12.93,12.87,0.4662,147079.0,189301.846,3.3123,44404.0788,北京,专用机械,主板,707899.3825,N
600860.SH,京城股份,20260121,12.6,13.06,12.38,12.87,12.66,1.6588,168183.0,214533.186,3.7876,44404.0788,北京,专用机械,主板,704614.4666,N
600860.SH,京城股份,20260120,12.73,13.48,12.5,12.66,12.65,0.0791,205756.41,265146.938,4.6337,44404.0788,北京,专用机械,主板,693117.2608,N
600860.SH,京城股份,20260119,12.31,12.66,12.28,12.65,12.31,2.762,91795.13,114904.501,2.0673,44404.0788,北京,专用机械,主板,692569.7748,N
600860.SH,京城股份,20260116,12.54,12.66,12.25,12.31,12.51,-1.5987,89950.0,111366.888,2.0257,44404.0788,北京,专用机械,主板,673955.2512,N
600860.SH,京城股份,20260115,12.4,12.59,12.39,12.51,12.57,-0.4773,81897.14,102186.977,1.8444,44404.0788,北京,专用机械,主板,684904.971,N
600860.SH,京城股份,20260114,12.78,13.07,12.46,12.57,12.69,-0.9456,154602.76,197665.938,3.4817,44404.0788,北京,专用机械,主板,688189.8869,N
600860.SH,京城股份,20260113,13.0,13.02,12.66,12.69,13.04,-2.684,115442.07,147600.224,2.5998,44404.0788,北京,专用机械,主板,694759.7188,N
600860.SH,京城股份,20260112,12.9,13.14,12.81,13.04,12.83,1.6368,145163.84,188407.381,3.2692,44404.0788,北京,专用机械,主板,713921.7284,N
600860.SH,京城股份,20260109,12.96,13.17,12.64,12.83,12.85,-0.1556,134301.0,173109.777,3.0245,44404.0788,北京,专用机械,主板,702424.5226,N
600860.SH,京城股份,20260108,12.47,12.94,12.47,12.85,12.61,1.9033,143287.0,183632.171,3.2269,44404.0788,北京,专用机械,主板,703519.4946,N
600860.SH,京城股份,20260107,12.51,12.69,12.41,12.61,12.58,0.2385,98867.57,124098.518,2.2265,44404.0788,北京,专用机械,主板,690379.8309,N
600860.SH,京城股份,20260106,12.38,12.62,12.32,12.58,12.41,1.3699,96017.0,119738.747,2.1623,44404.0788,北京,专用机械,主板,688737.3729,N
600860.SH,京城股份,20260105,12.51,12.54,12.24,12.41,12.54,-1.0367,118285.49,146611.746,2.6638,44404.0788,北京,专用机械,主板,679430.1111,N
600860.SH,京城股份,20251231,12.74,12.77,12.45,12.54,12.67,-1.026,85917.0,108074.779,1.9349,44404.0788,北京,专用机械,主板,686547.429,N
600860.SH,京城股份,20251230,12.48,12.91,12.43,12.67,12.72,-0.3931,115133.83,146258.548,2.5929,44404.0788,北京,专用机械,主板,693664.7468,N
600860.SH,京城股份,20251229,12.6,12.76,12.47,12.72,12.6,0.9524,90574.68,114673.954,2.0398,44404.0788,北京,专用机械,主板,696402.1767,N
600860.SH,京城股份,20251226,12.61,12.85,12.45,12.6,12.61,-0.0793,146487.67,185344.015,3.299,44404.0788,北京,专用机械,主板,689832.3449,N
600860.SH,京城股份,20251225,12.0,12.77,12.0,12.61,11.87,6.2342,216901.56,269729.627,4.8847,44404.0788,北京,专用机械,主板,690379.8309,N
600860.SH,京城股份,20251224,11.67,11.89,11.46,11.87,11.67,1.7138,85950.18,100755.71,1.9356,44404.0788,北京,专用机械,主板,649865.8678,N
600860.SH,京城股份,20251223,11.91,11.95,11.6,11.67,11.96,-2.4247,113293.83,132800.898,2.5514,44404.0788,北京,专用机械,主板,638916.148,N
600860.SH,京城股份,20251222,12.26,12.32,11.91,11.96,12.24,-2.2876,118441.33,142469.504,2.6674,44404.0788,北京,专用机械,主板,654793.2416,N
600860.SH,京城股份,20251219,11.72,12.35,11.7,12.24,11.72,4.4369,164061.67,199270.525,3.6947,44404.0788,北京,专用机械,主板,670122.8493,N
600860.SH,京城股份,20251218,11.78,12.04,11.71,11.72,11.77,-0.4248,96401.0,114245.265,2.171,44404.0788,北京,专用机械,主板,641653.5779,N
600860.SH,京城股份,20251217,12.07,12.15,11.48,11.77,12.1,-2.7273,137879.0,161169.236,3.1051,44404.0788,北京,专用机械,主板,644391.0079,N
600860.SH,京城股份,20251216,12.75,12.79,12.1,12.1,12.86,-5.9098,158814.94,195895.519,3.5766,44404.0788,北京,专用机械,主板,662458.0455,N
600860.SH,京城股份,20251215,13.01,13.3,12.74,12.86,12.74,0.9419,196495.0,255243.613,4.4252,44404.0788,北京,专用机械,主板,704066.9806,N
600860.SH,京城股份,20251212,12.66,12.99,12.45,12.74,12.59,1.1914,162815.74,208317.086,3.6667,44404.0788,北京,专用机械,主板,697497.1487,N
600860.SH,京城股份,20251211,12.59,12.87,12.23,12.59,12.52,0.5591,154982.74,194716.768,3.4903,44404.0788,北京,专用机械,主板,689284.8589,N
600860.SH,京城股份,20251210,12.65,12.79,12.48,12.52,12.68,-1.2618,89489.0,112855.764,2.0153,44404.0788,北京,专用机械,主板,685452.457,N
600860.SH,京城股份,20251209,12.9,12.99,12.6,12.68,13.01,-2.5365,104157.0,133059.211,2.3457,44404.0788,北京,专用机械,主板,694212.2328,N
600860.SH,京城股份,20251208,12.75,13.09,12.65,13.01,12.77,1.8794,121878.17,158100.523,2.7448,44404.0788,北京,专用机械,主板,712279.2704,N
600860.SH,京城股份,20251205,12.79,13.03,12.65,12.77,12.79,-0.1564,104615.06,133984.566,2.356,44404.0788,北京,专用机械,主板,699139.6067,N
600860.SH,京城股份,20251204,12.53,13.1,12.35,12.79,12.54,1.9936,173832.78,222558.222,3.9148,44404.0788,北京,专用机械,主板,700234.5787,N
600860.SH,京城股份,20251203,12.62,12.72,12.46,12.54,12.71,-1.3375,93017.27,116880.832,2.0948,44404.0788,北京,专用机械,主板,686547.429,N
600860.SH,京城股份,20251202,12.55,12.84,12.48,12.71,12.67,0.3157,124280.78,157461.654,2.7989,44404.0788,北京,专用机械,主板,695854.6907,N
600860.SH,京城股份,20251201,12.0,13.16,11.99,12.67,12.07,4.971,246050.65,309660.735,5.5412,44404.0788,北京,专用机械,主板,693664.7468,N
600860.SH,京城股份,20251128,11.78,12.57,11.71,12.07,11.67,3.4276,203710.51,248057.429,4.5877,44404.0788,北京,专用机械,主板,660815.5875,N
600860.SH,京城股份,20251127,11.6,11.91,11.53,11.67,11.7,-0.2564,65366.04,76825.736,1.4721,44404.0788,北京,专用机械,主板,638916.148,N
600860.SH,京城股份,20251126,11.91,12.3,11.67,11.7,11.73,-0.2558,136158.51,163205.796,3.0664,44404.0788,北京,专用机械,主板,640558.606,N
600860.SH,京城股份,20251125,11.51,11.82,11.5,11.73,11.48,2.1777,86101.09,100473.301,1.939,44404.0788,北京,专用机械,主板,642201.0639,N
600860.SH,京城股份,20251124,11.75,11.77,11.36,11.48,11.57,-0.7779,110934.0,127736.994,2.4983,44404.0788,北京,专用机械,主板,628513.9142,N
600860.SH,京城股份,20251121,11.97,12.19,11.56,11.57,12.1,-4.3802,101669.0,119694.788,2.2896,44404.0788,北京,专用机械,主板,633441.2881,N
600860.SH,京城股份,20251120,12.48,12.59,12.01,12.1,12.51,-3.2774,136405.85,166954.774,3.0719,44404.0788,北京,专用机械,主板,662458.0455,N
600860.SH,京城股份,20251119,12.88,13.14,12.49,12.51,12.94,-3.323,132141.0,168280.825,2.9759,44404.0788,北京,专用机械,主板,684904.971,N
600860.SH,京城股份,20251118,13.34,13.34,12.83,12.94,13.44,-3.7202,184335.0,239393.626,4.1513,44404.0788,北京,专用机械,主板,708446.8685,N
600860.SH,京城股份,20251117,12.89,13.8,12.62,13.44,12.9,4.186,374371.0,495769.438,8.431,44404.0788,北京,专用机械,主板,735821.1679,N
600860.SH,京城股份,20251114,12.47,13.09,12.41,12.9,12.47,3.4483,252839.38,324586.53,5.6941,44404.0788,北京,专用机械,主板,706256.9245,N
600860.SH,京城股份,20251113,12.37,12.61,12.2,12.47,12.27,1.63,86759.71,108074.429,1.9617,44226.5988,北京,专用机械,主板,682715.027,N
600860.SH,京城股份,20251112,12.59,12.68,12.2,12.27,12.75,-3.7647,84057.01,104156.917,1.9006,44226.5988,北京,专用机械,主板,671765.3073,N
600860.SH,京城股份,20251111,12.42,12.87,12.33,12.75,12.38,2.9887,133885.0,169332.196,3.0273,44226.5988,北京,专用机械,主板,698044.6347,N
600860.SH,京城股份,20251110,12.51,12.58,12.3,12.38,12.53,-1.1971,93455.67,115993.992,2.1131,44226.5988,北京,专用机械,主板,677787.6531,N
600860.SH,京城股份,20251107,12.67,12.78,12.53,12.53,12.71,-1.4162,95603.0,120644.209,2.1617,44226.5988,北京,专用机械,主板,685999.943,N
600860.SH,京城股份,20251106,12.66,12.91,12.57,12.71,12.66,0.3949,171105.14,217792.142,3.8688,44226.5988,北京,专用机械,主板,695854.6907,N
600860.SH,京城股份,20251105,12.3,12.67,12.23,12.66,12.45,1.6867,140203.89,176011.582,3.1701,44226.5988,北京,专用机械,主板,693117.2608,N
600860.SH,京城股份,20251104,12.3,12.53,12.28,12.45,12.37,0.6467,128973.25,160186.707,2.9162,44226.5988,北京,专用机械,主板,681620.0551,N
600860.SH,京城股份,20251103,12.3,12.52,12.21,12.37,12.3,0.5691,95039.66,117211.682,2.1489,44226.5988,北京,专用机械,主板,677240.1672,N
600860.SH,京城股份,20251031,12.01,12.35,11.96,12.3,12.21,0.7371,106333.0,129935.711,2.4043,44226.5988,北京,专用机械,主板,673407.7652,N
600860.SH,京城股份,20251030,12.1,12.5,12.08,12.21,12.21,0.0,136513.25,168047.836,3.0867,44226.5988,北京,专用机械,主板,668480.3913,N
600860.SH,京城股份,20251029,12.07,12.49,11.79,12.21,12.1,0.9091,151918.0,184730.58,3.435,44226.5988,北京,专用机械,主板,668480.3913,N
600860.SH,京城股份,20251028,11.95,12.26,11.86,12.1,11.95,1.2552,99628.88,120421.925,2.2527,44226.5988,北京,专用机械,主板,662458.0455,N
600860.SH,京城股份,20251027,12.0,12.09,11.8,11.95,12.04,-0.7475,68169.06,81416.172,1.5414,44226.5988,北京,专用机械,主板,654245.7557,N
600860.SH,京城股份,20251024,12.15,12.27,11.99,12.04,12.27,-1.8745,100462.52,121297.906,2.2715,44226.5988,北京,专用机械,主板,659173.1296,N
600860.SH,京城股份,20251023,11.7,12.28,11.55,12.27,11.79,4.0712,149866.29,178832.977,3.3886,44226.5988,北京,专用机械,主板,671765.3073,N
600860.SH,京城股份,20251022,11.66,11.94,11.58,11.79,11.66,1.1149,68089.0,80061.406,1.5395,44226.5988,北京,专用机械,主板,645485.9799,N
600860.SH,京城股份,20251021,11.5,11.73,11.46,11.66,11.51,1.3032,49343.63,57252.067,1.1157,44226.5988,北京,专用机械,主板,638368.662,N
600860.SH,京城股份,20251020,11.6,11.7,11.46,11.51,11.5,0.087,36021.0,41475.068,0.8145,44226.5988,北京,专用机械,主板,630156.3722,N
600860.SH,京城股份,20251017,11.95,11.95,11.5,11.5,11.76,-2.2109,47159.06,55096.33,1.0663,44226.5988,北京,专用机械,主板,629608.8862,N
600860.SH,京城股份,20251016,12.0,12.01,11.73,11.76,12.02,-2.1631,60153.0,71190.852,1.3601,44226.5988,北京,专用机械,主板,643843.5219,N
600860.SH,京城股份,20251015,11.73,12.1,11.72,12.02,11.84,1.5203,70314.03,83956.389,1.5899,44226.5988,北京,专用机械,主板,658078.1576,N
600860.SH,京城股份,20251014,11.99,12.27,11.81,11.84,11.86,-0.1686,87461.9,105299.519,1.9776,44226.5988,北京,专用机械,主板,648223.4098,N
600860.SH,京城股份,20251013,11.65,11.86,11.46,11.86,12.04,-1.495,65146.54,76197.109,1.473,44226.5988,北京,专用机械,主板,649318.3818,N
600860.SH,京城股份,20251010,11.91,12.04,11.84,12.04,11.96,0.6689,61641.25,73751.77,1.3938,44226.5988,北京,专用机械,主板,659173.1296,N
600860.SH,京城股份,20251009,12.01,12.07,11.87,11.96,11.98,-0.1669,110414.7,131932.236,2.4966,44226.5988,北京,专用机械,主板,654793.2416,N
600860.SH,京城股份,20250930,12.16,12.27,11.97,11.98,12.18,-1.642,92829.9,112167.788,2.099,44226.5988,北京,专用机械,主板,655888.2136,N
600860.SH,京城股份,20250929,12.1,12.4,11.91,12.18,12.19,-0.082,90232.32,109446.383,2.0402,44226.5988,北京,专用机械,主板,666837.9334,N
600860.SH,京城股份,20250926,12.6,12.67,12.19,12.19,12.68,-3.8644,111919.77,139197.151,2.5306,44226.5988,北京,专用机械,主板,667385.4194,N
600860.SH,京城股份,20250925,12.81,12.99,12.51,12.68,12.84,-1.2461,136611.0,173150.585,3.0889,44226.5988,北京,专用机械,主板,694212.2328,N
600860.SH,京城股份,20250924,12.84,13.0,12.56,12.84,12.99,-1.1547,137929.65,176020.811,3.1187,44226.5988,北京,专用机械,主板,702972.0086,N
600860.SH,京城股份,20250923,12.9,13.16,12.73,12.99,12.9,0.6977,181587.52,235270.591,4.1058,44226.5988,北京,专用机械,主板,711184.2984,N
600860.SH,京城股份,20250922,12.6,13.09,12.55,12.9,12.6,2.381,204272.4,262993.713,4.6188,44226.5988,北京,专用机械,主板,706256.9245,N
600860.SH,京城股份,20250919,12.5,12.78,12.4,12.6,12.87,-2.0979,238675.43,299395.586,5.3966,44226.5988,北京,专用机械,主板,689832.3449,N
600860.SH,京城股份,20250918,12.52,13.64,12.5,12.87,12.4,3.7903,487668.83,645860.984,11.0266,44226.5988,北京,专用机械,主板,704614.4666,Z
600860.SH,京城股份,20250917,12.5,12.54,12.36,12.4,12.45,-0.4016,72641.88,90379.011,1.6425,44226.5988,北京,专用机械,主板,678882.6251,N
600860.SH,京城股份,20250916,12.15,12.58,12.15,12.45,12.18,2.2167,107148.66,132406.98,2.4227,44226.5988,北京,专用机械,主板,681620.0551,N
600860.SH,京城股份,20250915,12.2,12.26,12.08,12.18,12.18,0.0,52299.33,63726.799,1.1825,44226.5988,北京,专用机械,主板,666837.9334,N
600860.SH,京城股份,20250912,12.26,12.33,12.15,12.18,12.24,-0.4902,64795.02,79186.549,1.4651,44226.5988,北京,专用机械,主板,666837.9334,N
600860.SH,京城股份,20250911,12.16,12.27,12.03,12.24,12.18,0.4926,69158.01,84195.962,1.5637,44226.5988,北京,专用机械,主板,670122.8493,N
600860.SH,京城股份,20250910,12.23,12.4,12.17,12.18,12.35,-1.3765,57600.32,70417.161,1.3024,44226.5988,北京,专用机械,主板,666837.9334,N
600860.SH,京城股份,20250909,12.38,12.51,12.16,12.35,12.36,-0.0809,79084.38,97597.545,1.7882,44226.5988,北京,专用机械,主板,676145.1952,N
600860.SH,京城股份,20250908,12.35,12.45,12.25,12.36,12.32,0.3247,67031.52,82683.686,1.5156,44226.5988,北京,专用机械,主板,676692.6812,N
