ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market,total_mv,limit
603062.SH,麦加芯彩,20260204,49.88,50.49,49.71,50.31,50.14,0.3391,8235.5,41229.929,2.2214,3707.31,上海,染料涂料,主板,543348.0,N
603062.SH,麦加芯彩,20260203,49.7,50.59,49.4,50.14,49.62,1.048,9005.2,44891.953,2.429,3707.31,上海,染料涂料,主板,541512.0,N
603062.SH,麦加芯彩,20260202,51.08,51.08,49.62,49.62,51.34,-3.3502,10542.08,52878.234,2.8436,3707.31,上海,染料涂料,主板,535896.0,N
603062.SH,麦加芯彩,20260130,50.7,52.39,50.6,51.34,50.7,1.2623,16241.0,83870.875,4.3808,3707.31,上海,染料涂料,主板,554472.0,N
603062.SH,麦加芯彩,20260129,52.01,52.32,50.5,50.7,52.33,-3.1148,15577.87,79799.17,4.2019,3707.31,上海,染料涂料,主板,547560.0,N
603062.SH,麦加芯彩,20260128,50.8,52.45,50.12,52.33,50.56,3.5008,26081.38,134253.965,7.0351,3707.31,上海,染料涂料,主板,565164.0,N
603062.SH,麦加芯彩,20260127,49.4,50.88,48.27,50.56,49.31,2.535,20187.1,100801.538,5.4452,3707.31,上海,染料涂料,主板,546048.0,N
603062.SH,麦加芯彩,20260126,49.29,49.59,48.92,49.31,49.2,0.2236,11055.11,54390.011,2.982,3707.31,上海,染料涂料,主板,532548.0,N
603062.SH,麦加芯彩,20260123,49.88,50.0,49.04,49.2,49.78,-1.1651,11846.97,58359.904,3.1956,3707.31,上海,染料涂料,主板,531360.0,N
603062.SH,麦加芯彩,20260122,49.68,49.89,49.36,49.78,49.62,0.3225,9530.0,47294.294,2.5706,3707.31,上海,染料涂料,主板,537624.0,N
603062.SH,麦加芯彩,20260121,49.18,49.88,48.9,49.62,49.18,0.8947,9141.58,45220.663,2.4658,3707.31,上海,染料涂料,主板,535896.0,N
603062.SH,麦加芯彩,20260120,49.04,49.6,48.8,49.18,49.04,0.2855,7465.13,36735.555,2.0136,3707.31,上海,染料涂料,主板,531144.0,N
603062.SH,麦加芯彩,20260119,48.03,49.21,47.8,49.04,48.08,1.9967,9245.82,45061.688,2.4939,3707.31,上海,染料涂料,主板,529632.0,N
603062.SH,麦加芯彩,20260116,48.5,48.65,47.6,48.08,48.28,-0.4143,6578.22,31589.977,1.7744,3707.31,上海,染料涂料,主板,519264.0,N
603062.SH,麦加芯彩,20260115,47.88,48.5,47.68,48.28,47.86,0.8776,11436.05,55088.601,3.0847,3707.31,上海,染料涂料,主板,521424.0,N
603062.SH,麦加芯彩,20260114,48.29,49.19,47.35,47.86,48.29,-0.8905,12887.4,62312.028,3.4762,3707.31,上海,染料涂料,主板,516888.0,N
603062.SH,麦加芯彩,20260113,48.02,49.8,47.93,48.29,48.11,0.3741,16637.76,81614.827,4.4878,3707.31,上海,染料涂料,主板,521532.0,N
603062.SH,麦加芯彩,20260112,47.88,48.15,47.36,48.11,48.08,0.0624,10377.0,49670.143,2.7991,3707.31,上海,染料涂料,主板,519588.0,N
603062.SH,麦加芯彩,20260109,48.5,48.68,47.9,48.08,48.48,-0.8251,10929.88,52695.366,2.9482,3707.31,上海,染料涂料,主板,519264.0,N
603062.SH,麦加芯彩,20260108,48.36,48.69,48.02,48.48,48.36,0.2481,7880.62,38097.833,2.1257,3707.31,上海,染料涂料,主板,523584.0,N
603062.SH,麦加芯彩,20260107,47.99,48.77,47.72,48.36,47.93,0.8971,7443.98,35999.094,2.0079,3707.31,上海,染料涂料,主板,522288.0,N
603062.SH,麦加芯彩,20260106,47.96,48.59,47.81,47.93,47.96,-0.0626,9036.0,43545.447,2.4373,3707.31,上海,染料涂料,主板,517644.0,N
603062.SH,麦加芯彩,20260105,47.31,48.3,47.02,47.96,47.27,1.4597,9871.84,47189.877,2.6628,3707.31,上海,染料涂料,主板,517968.0,N
603062.SH,麦加芯彩,20251231,46.61,47.5,46.5,47.27,46.95,0.6816,8113.0,38243.77,2.1884,3707.31,上海,染料涂料,主板,510516.0,N
603062.SH,麦加芯彩,20251230,46.29,47.05,46.0,46.95,46.26,1.4916,8241.7,38342.509,2.2231,3707.31,上海,染料涂料,主板,507060.0,N
603062.SH,麦加芯彩,20251229,46.68,46.73,46.05,46.26,46.8,-1.1538,6794.39,31537.0,1.8327,3707.31,上海,染料涂料,主板,499608.0,N
603062.SH,麦加芯彩,20251226,47.01,47.36,46.5,46.8,47.16,-0.7634,5489.0,25692.21,1.4806,3707.31,上海,染料涂料,主板,505440.0,N
603062.SH,麦加芯彩,20251225,46.33,47.39,46.33,47.16,46.55,1.3104,6909.55,32506.845,1.8638,3707.31,上海,染料涂料,主板,509328.0,N
603062.SH,麦加芯彩,20251224,46.3,47.27,46.3,46.55,46.5,0.1075,8049.41,37661.749,2.1712,3707.31,上海,染料涂料,主板,502740.0,N
603062.SH,麦加芯彩,20251223,46.6,46.75,46.05,46.5,46.68,-0.3856,6770.17,31367.636,1.8262,3707.31,上海,染料涂料,主板,502200.0,N
603062.SH,麦加芯彩,20251222,46.9,46.94,46.5,46.68,46.72,-0.0856,4627.05,21600.292,1.2481,3707.31,上海,染料涂料,主板,504144.0,N
603062.SH,麦加芯彩,20251219,46.54,46.8,46.22,46.72,46.67,0.1071,6626.59,30855.049,1.7874,3707.31,上海,染料涂料,主板,504576.0,N
603062.SH,麦加芯彩,20251218,47.0,47.0,45.91,46.67,47.1,-0.913,11210.1,51885.525,3.0238,3707.31,上海,染料涂料,主板,504036.0,N
603062.SH,麦加芯彩,20251217,45.38,47.21,44.58,47.1,45.25,4.0884,21708.26,100703.153,5.8555,3707.31,上海,染料涂料,主板,508680.0,N
603062.SH,麦加芯彩,20251216,45.08,45.25,43.92,45.25,45.04,0.4663,7447.27,33144.27,2.0088,3707.31,上海,染料涂料,主板,488700.0,N
