ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920974.BJ,20241231,6.91,2.0528,2.4013,1.39,97.469,36.1791,1.8347,0.8308,1.09,,,16380.0,12877.2918,11008.1809,113185.8,88982.0863,0.0
920974.BJ,20241230,6.78,1.2211,1.4284,0.78,95.6353,35.4985,1.8001,0.8151,1.0695,,,16380.0,12877.2918,11008.1809,111056.4,87308.0384,0.0
920974.BJ,20241227,7.1,1.6003,1.872,0.93,100.1491,37.1739,1.8851,0.8536,1.1199,,,16380.0,12877.2918,11008.1809,116298.0,91428.7718,0.0
920974.BJ,20241226,6.91,1.404,1.6424,0.63,97.469,36.1791,1.8347,0.8308,1.09,,,16380.0,12877.2918,11008.1809,113185.8,88982.0863,0.0
920974.BJ,20241225,6.78,1.6218,1.8972,0.69,95.6353,35.4985,1.8001,0.8151,1.0695,,,16380.0,12877.2918,11008.1809,111056.4,87308.0384,0.0
920974.BJ,20241224,7.02,1.5464,1.8089,0.63,99.0206,36.7551,1.8639,0.844,1.1073,,,16380.0,12877.2918,11008.1809,114987.6,90398.5884,0.0
920974.BJ,20241223,7.06,1.63,1.9068,0.68,99.5848,36.9645,1.8745,0.8488,1.1136,,,16380.0,12877.2918,11008.1809,115642.8,90913.6801,0.0
920974.BJ,20241220,7.49,2.3629,2.7641,1.03,105.6502,39.2159,1.9886,0.9005,1.1815,,,16380.0,12877.2918,11008.1809,122686.2,96450.9156,0.0
920974.BJ,20241219,7.63,3.9951,4.6734,2.05,107.625,39.9489,2.0258,0.9173,1.2035,,,16380.0,12877.2918,11008.1809,124979.4,98253.7364,0.0
920974.BJ,20241218,7.43,2.2292,2.6077,1.11,104.8039,38.9017,1.9727,0.8933,1.172,,,16380.0,12877.2918,11008.1809,121703.4,95678.2781,0.0
920974.BJ,20241217,7.69,2.0224,2.3658,0.92,108.4713,40.263,2.0417,0.9246,1.213,,,16380.0,12877.2918,11008.1809,125962.2,99026.3739,0.0
920974.BJ,20241216,8.11,1.3402,1.5677,0.47,114.3956,42.4621,2.1533,0.975,1.2793,,,16380.0,12877.2918,11008.1809,132841.8,104434.8365,0.0
920974.BJ,20241213,8.35,1.9341,2.2625,0.59,117.7809,43.7187,2.217,1.0039,1.3171,,,16380.0,12877.2918,11008.1809,136773.0,107525.3865,0.0
920974.BJ,20241212,8.45,2.2306,2.6093,0.67,119.1915,44.2422,2.2435,1.0159,1.3329,,,16380.0,12877.2918,11008.1809,138411.0,108813.1157,0.0
920974.BJ,20241211,8.11,2.4715,2.8912,0.7,114.3956,42.4621,2.1533,0.975,1.2793,,,16380.0,12877.2918,11008.1809,132841.8,104434.8365,0.0
