ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920445.BJ,20231229,8.02,8.45,8.0,8.18,8.08,0.1,1.2376,47815.04,39134.693
920445.BJ,20231228,8.22,8.33,7.77,8.08,8.22,-0.14,-1.7032,63859.14,51430.989
920445.BJ,20231227,8.5,8.51,8.1,8.22,8.75,-0.53,-6.0571,80313.01,66551.872
920445.BJ,20231226,7.99,9.3,7.99,8.75,8.13,0.62,7.6261,144358.62,125086.074
920445.BJ,20231225,7.55,8.24,7.55,8.13,7.55,0.58,7.6821,85680.13,68082.309
920445.BJ,20231222,7.37,7.72,7.05,7.55,7.38,0.17,2.3035,61933.25,46363.809
920445.BJ,20231221,8.1,8.69,7.11,7.38,8.19,-0.81,-9.8901,99485.18,78504.687
920445.BJ,20231220,8.29,8.5,7.96,8.19,7.9,0.29,3.6709,95671.55,78752.61
920445.BJ,20231219,8.23,8.3,7.71,7.9,8.5,-0.6,-7.0588,107731.55,85565.301
920445.BJ,20231218,7.8,9.27,7.7,8.6,7.53,1.07,14.2098,154012.58,130597.432
920445.BJ,20231215,7.17,7.68,7.15,7.53,7.16,0.37,5.1676,82886.9,61458.299
920445.BJ,20231214,7.11,7.68,6.93,7.16,7.16,0.0,0.0,71575.56,52485.326
920445.BJ,20231213,7.03,7.19,6.78,7.16,7.02,0.14,1.9943,55803.54,39354.305
920445.BJ,20231212,6.72,7.08,6.7,7.02,6.59,0.43,6.525,44634.97,30930.68
920445.BJ,20231211,6.91,7.09,6.52,6.59,7.0,-0.41,-5.8571,39584.41,26628.302
920445.BJ,20231208,6.99,7.26,6.88,7.0,7.01,-0.01,-0.1427,47468.23,33498.334
920445.BJ,20231207,6.92,7.43,6.91,7.01,7.23,-0.22,-3.0429,81589.1,58200.083
920445.BJ,20231206,6.43,7.78,6.35,7.23,6.56,0.67,10.2134,110544.81,77274.445
920445.BJ,20231205,5.98,6.65,5.98,6.56,6.08,0.48,7.8947,65812.85,42400.347
920445.BJ,20231204,5.9,6.28,5.67,6.08,6.01,0.07,1.1647,40277.01,23984.726
920445.BJ,20231201,6.5,6.68,5.99,6.01,6.46,-0.45,-6.9659,43684.43,27270.039
920445.BJ,20231130,6.51,6.82,6.38,6.46,6.65,-0.19,-2.8571,37199.93,24488.656
920445.BJ,20231129,7.1,7.5,6.6,6.65,7.26,-0.61,-8.4022,69759.79,48397.597
920445.BJ,20231128,7.23,7.85,7.08,7.26,7.82,-0.56,-7.1611,89867.8,66532.679
920445.BJ,20231127,7.04,8.6,6.72,7.82,6.83,0.99,14.4949,151123.49,113648.604
920445.BJ,20231124,6.48,7.07,6.45,6.83,6.57,0.26,3.9574,78649.32,53544.204
920445.BJ,20231123,6.66,7.47,6.5,6.57,7.08,-0.51,-7.2034,101968.33,70800.23
920445.BJ,20231122,6.34,7.5,6.32,7.08,6.34,0.74,11.6719,126417.81,88465.779
920445.BJ,20231121,5.77,6.9,5.77,6.34,5.78,0.56,9.6886,92668.2,58897.297
920445.BJ,20231120,5.81,5.94,5.73,5.78,5.86,-0.08,-1.3652,27389.85,15957.174
920445.BJ,20231117,5.66,6.11,5.66,5.86,5.9,-0.04,-0.678,27204.84,15958.543
920445.BJ,20231116,5.95,6.29,5.8,5.9,6.04,-0.14,-2.3179,36226.75,21725.261
920445.BJ,20231115,5.76,6.26,5.57,6.04,5.7,0.34,5.9649,58911.41,34912.408
920445.BJ,20231114,5.94,5.94,5.57,5.7,5.87,-0.17,-2.8961,42844.7,24338.051
920445.BJ,20231113,5.8,6.12,5.79,5.87,5.92,-0.05,-0.8446,35263.66,20851.428
920445.BJ,20231110,6.06,6.16,5.7,5.92,6.24,-0.32,-5.1282,42163.26,25133.53
920445.BJ,20231109,6.41,6.89,6.08,6.24,6.6,-0.36,-5.4545,76004.05,48178.209
920445.BJ,20231108,5.49,6.9,5.35,6.6,5.9,0.7,11.8644,111410.43,69945.915
920445.BJ,20231107,5.5,6.75,5.5,5.9,5.42,0.48,8.8561,112259.58,69543.782
920445.BJ,20231106,5.68,5.75,5.12,5.42,5.98,-0.56,-9.3645,61488.07,33241.283
920445.BJ,20231103,5.35,6.48,5.3,5.98,5.07,0.91,17.9487,123116.41,70763.006
920445.BJ,20231102,3.91,5.07,3.88,5.07,3.9,1.17,30.0,91498.55,42370.924
920445.BJ,20231101,3.97,3.97,3.87,3.9,3.98,-0.08,-2.0101,7357.65,2876.695
920445.BJ,20231031,4.08,4.15,3.96,3.98,4.04,-0.06,-1.4851,13397.5,5418.354
920445.BJ,20231030,3.91,4.25,3.91,4.04,3.9,0.14,3.5897,21934.69,8930.554
920445.BJ,20231027,3.77,4.11,3.67,3.9,3.76,0.14,3.7234,20732.88,8037.471
920445.BJ,20231026,3.8,3.86,3.7,3.76,3.84,-0.08,-2.0833,15356.34,5750.43
920445.BJ,20231025,3.93,3.93,3.8,3.84,3.91,-0.07,-1.7903,13423.05,5148.387
920445.BJ,20231024,3.67,4.19,3.62,3.91,3.64,0.27,7.4176,34017.26,13501.344
920445.BJ,20231023,3.73,3.76,3.61,3.64,3.75,-0.11,-2.9333,4543.6,1674.065
920445.BJ,20231020,3.71,3.76,3.69,3.75,3.72,0.03,0.8065,2798.48,1042.493
920445.BJ,20231019,3.72,3.75,3.66,3.72,3.72,0.0,0.0,3036.99,1130.077
920445.BJ,20231018,3.78,3.79,3.71,3.72,3.8,-0.08,-2.1053,3983.02,1488.685
920445.BJ,20231017,3.79,3.88,3.77,3.8,3.8,0.0,0.0,2676.56,1021.382
920445.BJ,20231016,3.82,3.83,3.78,3.8,3.82,-0.02,-0.5236,2251.15,854.929
920445.BJ,20231013,3.83,3.85,3.81,3.82,3.85,-0.03,-0.7792,3534.96,1352.136
920445.BJ,20231012,3.87,3.89,3.81,3.85,3.84,0.01,0.2604,3380.4,1299.692
920445.BJ,20231011,3.86,3.88,3.84,3.84,3.86,-0.02,-0.5181,2573.86,991.641
920445.BJ,20231010,3.85,3.88,3.84,3.86,3.86,0.0,0.0,4307.51,1661.852
920445.BJ,20231009,3.98,3.98,3.85,3.86,3.96,-0.1,-2.5253,6913.44,2682.346
920445.BJ,20230928,4.01,4.01,3.91,3.96,3.96,0.0,0.0,6036.73,2381.729
920445.BJ,20230927,3.97,4.04,3.96,3.96,4.01,-0.05,-1.2469,5461.14,2173.124
920445.BJ,20230926,4.12,4.12,3.98,4.01,4.09,-0.08,-1.956,7701.47,3099.776
920445.BJ,20230925,4.13,4.15,4.04,4.09,4.12,-0.03,-0.7282,10892.72,4450.416
920445.BJ,20230922,4.12,4.12,4.04,4.12,4.06,0.06,1.4778,10392.36,4230.961
920445.BJ,20230921,4.0,4.2,3.95,4.06,4.0,0.06,1.5,14460.35,5867.282
920445.BJ,20230920,4.14,4.15,3.96,4.0,4.13,-0.13,-3.1477,15350.29,6213.848
920445.BJ,20230919,4.13,4.23,4.13,4.13,4.15,-0.02,-0.4819,8435.53,3507.644
920445.BJ,20230918,4.16,4.26,4.13,4.15,4.21,-0.06,-1.4252,8828.62,3680.236
920445.BJ,20230915,4.26,4.29,4.12,4.21,4.24,-0.03,-0.7075,12863.52,5378.995
920445.BJ,20230914,4.26,4.36,4.22,4.24,4.49,-0.25,-5.5679,27314.75,11648.604
920445.BJ,20230913,4.18,4.85,4.17,4.49,4.11,0.38,9.2457,53382.99,23865.123
920445.BJ,20230912,4.17,4.19,4.09,4.11,4.17,-0.06,-1.4388,17354.98,7186.078
920445.BJ,20230911,4.24,4.25,4.12,4.17,4.2,-0.03,-0.7143,15607.18,6489.237
920445.BJ,20230908,4.2,4.36,4.17,4.2,4.38,-0.18,-4.1096,30384.14,12841.529
920445.BJ,20230907,4.62,4.63,4.35,4.38,4.7,-0.32,-6.8085,37140.31,16466.339
920445.BJ,20230906,4.7,5.0,4.22,4.7,5.26,-0.56,-10.6464,64813.09,29915.969
920445.BJ,20230905,5.3,5.7,5.05,5.26,4.97,0.29,5.835,85607.73,46461.939
920445.BJ,20230904,3.91,4.97,3.91,4.97,3.83,1.14,29.765,34693.11,16598.786
920445.BJ,20230901,3.85,3.89,3.8,3.83,3.84,-0.01,-0.2604,4683.94,1794.99
920445.BJ,20230831,3.92,3.92,3.77,3.84,3.93,-0.09,-2.2901,6902.73,2638.535
920445.BJ,20230830,4.01,4.02,3.9,3.93,4.0,-0.07,-1.75,3526.29,1392.421
920445.BJ,20230829,3.94,4.02,3.9,4.0,3.96,0.04,1.0101,3281.57,1299.094
920445.BJ,20230828,4.13,4.13,3.95,3.96,3.96,0.0,0.0,2677.17,1069.889
920445.BJ,20230825,4.0,4.02,3.96,3.96,3.99,-0.03,-0.7519,2193.0,871.815
920445.BJ,20230824,4.01,4.08,3.97,3.99,4.01,-0.02,-0.4988,2427.48,979.067
920445.BJ,20230823,4.04,4.06,4.01,4.01,4.04,-0.03,-0.7426,1136.4,458.393
920445.BJ,20230822,4.08,4.11,4.03,4.04,4.07,-0.03,-0.7371,1842.68,749.308
920445.BJ,20230821,4.13,4.13,4.05,4.07,4.13,-0.06,-1.4528,1512.71,620.717
920445.BJ,20230818,4.19,4.22,4.07,4.13,4.19,-0.06,-1.432,2559.71,1059.552
920445.BJ,20230817,4.26,4.27,4.11,4.19,4.28,-0.09,-2.1028,2412.88,1008.615
920445.BJ,20230816,4.35,4.37,4.26,4.28,4.33,-0.05,-1.1547,1002.07,429.59
920445.BJ,20230815,4.32,4.36,4.15,4.33,4.34,-0.01,-0.2304,2755.37,1180.57
920445.BJ,20230814,4.34,4.39,4.33,4.34,4.34,0.0,0.0,612.4,266.829
